,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"6,331","7,105","6,906","7,817","10,089","7,944","7,161","7,498","8,097","8,878","9,116","8,747","10,195","11,043","10,944","12,018","14,074","14,785","16,457","16,226","14,899","17,498","19,411","22,283","21,301","27,776","24,840","30,803","28,232","35,873","38,394","37,958","35,463","30,666","31,965","30,488","32,172","32,104","21,747","25,303","26,544"
Market Cap Growth,-4.83%,10.51%,-7.96%,16.86%,59.36%,11.81%,3.69%,-4.09%,-19.74%,11.76%,27.30%,16.66%,25.91%,24.39%,20.06%,37.40%,38.05%,33.88%,50.37%,35.02%,5.86%,18.35%,17.95%,37.32%,42.97%,58.74%,27.97%,38.24%,32.54%,29.15%,54.56%,23.23%,25.62%,-14.52%,-16.75%,-19.68%,-9.28%,4.69%,-31.96%,-17.01%,-
Enterprise Value,"5,788","6,500","6,400","7,386","9,683","7,527","6,839","7,241","7,814","9,319","9,507","9,127","10,536","11,300","11,152","12,178","14,180","14,878","16,757","17,274","16,088","18,622","20,545","23,477","22,455","28,612","25,608","31,513","28,870","36,371","39,068","38,600","36,094","31,309","32,688","32,174","33,668","33,456","23,034","26,484","27,725"
PE Ratio,19.15,20.58,19.87,22.20,28.57,22.51,20.31,21.01,22.70,25.19,26.38,26.77,31.49,32.26,31.07,42.16,45.79,46.85,49.10,36.03,33.44,43.25,46.33,48.98,41.55,44.68,36.53,44.08,61.74,75.60,76.83,72.72,45.50,39.34,40.65,37.66,37.28,35.77,23.99,28.42,29.83
PS Ratio,4.07,4.57,4.38,4.84,6.15,4.73,4.19,4.31,4.57,4.83,4.82,4.44,5.03,5.34,5.15,5.47,6.19,6.32,6.84,6.61,5.90,6.71,7.19,8.00,7.37,9.39,8.20,9.96,9.13,11.22,11.47,11.02,10.02,8.57,8.82,8.10,8.01,7.60,4.97,5.62,5.89
PB Ratio,3.74,4.04,4.18,4.92,6.57,5.01,4.90,4.92,4.84,5.24,5.14,5.12,5.50,5.63,5.34,5.95,6.81,7.18,8.66,8.30,7.37,8.44,9.17,9.87,9.44,11.12,9.27,10.75,10.42,12.43,12.69,12.07,10.82,9.13,9.31,8.16,8.18,7.77,5.12,5.65,5.92
P/FCF Ratio,19.22,22.30,22.23,23.46,30.55,24.77,19.72,17.98,18.06,18.14,20.13,20.98,28.44,31.39,30.56,32.53,31.10,33.42,41.18,41.18,38.95,44.83,39.22,51.98,41.42,39.29,35.60,39.10,37.76,56.58,93.53,81.63,97.40,141.77,98.38,128.79,76.33,55.97,26.71,26.29,27.58
P/OCF Ratio,15.84,18.16,17.83,19.10,25.28,20.73,17.00,15.92,16.04,16.20,17.89,18.46,24.47,26.67,25.95,27.66,27.28,29.28,35.84,35.58,33.36,38.12,33.86,43.37,34.70,34.62,31.69,34.85,33.59,48.69,72.85,65.78,71.18,87.33,69.27,82.35,60.09,46.31,23.26,23.45,24.60
Debt / Equity Ratio,0.23,0.17,0.23,0.28,0.30,0.19,0.34,0.26,0.26,0.69,0.66,0.68,0.63,0.55,0.50,0.50,0.39,0.14,0.28,0.61,0.66,0.61,0.62,0.62,0.67,0.52,0.44,0.34,0.32,0.28,0.31,0.27,0.25,0.27,0.27,0.52,0.44,0.38,0.35,0.31,0.31
Quick Ratio,5.17,4.69,4.76,4.70,4.73,4.05,4.47,3.73,3.76,1.75,1.82,1.72,3.69,3.53,3.53,0.99,2.61,1.32,1.65,1.44,1.42,1.22,1.21,1.46,1.65,1.56,1.50,1.33,0.86,1.00,1.36,1.16,1.06,1.23,1.19,1.26,1.20,1.23,1.17,1.23,1.23
