,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,440","7,966","7,805","8,364","9,154","9,105","8,512","6,862","7,289","6,328","7,358","7,395","7,471","8,780","7,271","7,817","7,822","9,492","10,109","6,787","7,122","11,684","13,521","14,913","9,227","10,955","11,776","13,932","14,953","15,555","16,297","17,208","17,819","14,992","14,796","18,152","18,226","19,726","19,036","22,735","24,057"
Market Cap Growth,52.67%,54.98%,28.96%,16.93%,23.04%,14.30%,9.06%,-17.96%,-20.37%,-30.50%,-13.55%,7.77%,2.50%,38.75%,-1.19%,5.71%,4.69%,8.10%,39.04%,-13.18%,-8.94%,23.10%,33.75%,119.72%,29.55%,-6.24%,-12.91%,-6.58%,62.06%,41.99%,38.39%,23.52%,19.17%,-3.62%,-9.21%,5.49%,2.28%,31.58%,28.66%,25.25%,-
Enterprise Value,"7,595","8,241","8,115","8,459","9,325","9,241","8,755","7,328","7,828","6,769","7,928","8,889","9,061","10,437","8,917","9,454","9,493","11,131","11,839","8,302","11,572","15,856","17,679","18,738","13,359","14,833","15,471","17,572","18,747","19,181","19,911","20,793","21,570","18,704","18,357","21,613","21,973","23,745","22,691","26,184","27,506"
PE Ratio,24.57,25.14,23.44,23.78,24.89,23.93,21.85,17.21,18.38,16.41,19.95,24.25,26.25,32.99,28.95,29.80,28.26,32.82,32.67,23.02,35.27,52.73,60.09,45.61,20.84,25.75,25.46,33.65,36.08,34.37,35.78,30.84,29.95,23.57,22.25,28.68,27.91,29.10,25.11,27.90,29.64
PS Ratio,2.81,2.91,2.69,2.75,2.89,2.77,2.58,2.07,2.24,2.02,2.45,2.52,2.43,2.67,2.04,2.01,1.95,2.26,2.34,1.56,1.45,1.94,1.95,1.82,1.08,1.36,1.49,1.84,2.01,2.01,2.10,2.20,2.25,1.89,1.82,2.17,2.11,2.19,2.01,2.35,2.49
PB Ratio,4.43,4.51,4.36,4.63,5.04,4.66,4.29,4.04,4.35,3.67,4.26,3.35,3.18,3.42,2.68,2.78,2.63,3.32,3.49,2.37,0.74,1.19,1.39,1.50,0.95,1.11,1.18,1.38,1.47,1.51,1.61,1.69,1.77,1.51,1.50,1.80,1.81,1.94,1.84,2.17,2.29
P/FCF Ratio,38.08,28.09,23.48,19.67,20.84,23.00,18.99,17.02,16.76,12.46,18.58,18.46,25.91,57.02,47.64,77.71,48.77,50.13,87.01,29.17,32.31,20.12,19.18,17.88,12.88,17.96,15.95,20.82,14.17,15.94,16.32,17.78,21.21,17.11,17.89,20.35,26.34,36.80,25.38,22.36,23.66
P/OCF Ratio,32.37,24.27,20.50,17.71,18.69,20.43,17.11,15.22,15.10,11.42,16.63,16.41,21.42,39.40,31.59,41.40,32.71,35.10,50.47,21.57,22.13,16.92,16.01,14.68,10.22,13.68,12.99,17.77,12.91,14.53,15.02,16.04,18.92,15.27,15.71,17.49,21.39,28.02,20.58,18.93,20.03
Debt / Equity Ratio,0.27,0.28,0.29,0.29,0.23,0.20,0.23,0.41,0.48,0.43,0.47,0.86,0.80,0.77,0.69,0.67,0.65,0.66,1.34,1.35,0.51,0.47,0.49,0.44,0.49,0.45,0.42,0.42,0.42,0.40,0.40,0.40,0.42,0.43,0.41,0.40,0.41,0.43,0.39,0.39,0.39
Quick Ratio,1.60,1.41,1.37,1.43,1.31,1.35,1.27,1.24,1.34,1.34,1.40,0.93,0.91,0.98,0.94,0.89,0.92,0.91,2.21,2.12,0.69,0.68,0.71,0.70,0.77,0.57,0.62,0.62,0.60,0.67,0.65,0.67,0.65,0.60,0.59,0.59,0.48,0.50,0.54,0.57,0.57
