,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,695.25,731.07,797.27,820.87,818.59,847.03,809.53,832.85,772.03,723.6,675.57,759.98,916.03,932.25,957.93,"1,075","1,056","1,112","1,078","1,118","1,594","2,236","2,002","2,368","1,930","1,737","1,865","2,024","1,830","2,012","1,907","2,073","1,927","2,048","2,081","2,306","2,194","2,407","2,550","2,526"
Revenue Growth (YoY),12.95%,14.59%,26.27%,20.45%,17.74%,15.86%,1.54%,1.46%,-5.69%,-14.57%,-16.55%,-8.75%,18.65%,28.84%,41.80%,41.51%,15.30%,19.25%,12.51%,3.93%,50.88%,101.16%,85.72%,111.88%,21.10%,-22.31%,-6.82%,-14.56%,-5.18%,15.81%,2.25%,2.44%,5.30%,1.79%,9.12%,11.24%,13.86%,17.53%,22.54%,9.54%
Cost of Revenue,485.68,506.41,549.81,566.57,563.24,579.26,552.46,565.22,516.85,486.21,463.09,540.79,646.33,658.29,704.73,807.06,745.3,787.71,775.8,820.8,"1,205","1,622","1,402","1,694","1,351","1,251","1,299","1,518","1,296","1,432","1,304","1,421","1,332","1,403","1,433","1,654","1,529","1,684","1,758","1,762"
Gross Profit,209.57,224.66,247.46,254.3,255.36,267.76,257.07,267.63,255.18,237.39,212.48,219.19,269.71,273.96,253.2,268.43,310.88,323.97,302,297,389,614.7,599.4,674.9,578.7,486.7,566.2,505.4,534,580,603,652,595,645,648,652,665,723,792,764
"Selling, General & Admin",70.08,72.98,88.36,93.12,84.77,88.99,82.21,91.4,89.75,80.61,70.76,132.44,122.69,127.92,118.18,143.71,147.2,171.16,146.8,168,259.8,290.9,292.2,324.1,243.4,216.8,252.7,235.1,234,263,269,264,238,259,260,272,263,285,295,296
Research & Development,12.95,14.22,16.39,18.33,16.86,17.75,17.24,19.36,17.95,18.03,16.29,19.1,23.46,23.34,24.71,23.69,22.05,19.39,20.1,25.9,34.5,57.2,58.6,59.7,49,38.2,36.5,38.3,38,42,44,52,45,50,54,60,51,53,53,61
Other Operating Expenses,4.7,5.13,6.73,5.89,5.3,5.16,5.55,5.65,5.3,5.47,5.34,6.6,9.04,9.35,8.65,9.46,10.35,9.9,9.9,9.7,27.4,66,79.5,65.1,69,72.3,70.3,70.4,70,72,73,72,73,72,73,73,75,73,74,99
Operating Expenses,87.72,92.34,111.48,117.33,106.94,111.9,104.99,116.42,113,104.11,92.39,158.14,155.2,160.61,151.54,176.86,179.6,200.44,176.8,203.6,321.7,414.1,430.3,448.9,361.4,327.3,359.5,343.8,342,377,386,388,356,381,387,405,389,411,422,456
Operating Income,121.85,132.32,135.98,136.96,148.42,155.86,152.08,151.21,142.18,133.28,120.1,61.05,114.51,113.36,101.67,91.57,131.28,123.52,125.2,93.4,67.3,200.6,169.1,226,217.3,159.4,206.7,161.6,192,203,217,264,239,264,261,247,276,312,370,308
Interest Expense / Income,4.45,4.53,4.59,4.01,4.31,4.04,4.35,4.19,4.87,4.97,6.06,34.4,19.86,17.56,20.04,20.44,20.28,31.92,23.7,36.3,44.6,58.5,57.7,58.2,53.3,51.4,45.6,48.7,48,45,42,42,43,44,48,51,48,55,60,55
Other Expense / Income,0.02,-0.24,0.15,1.75,2.87,1.89,2.94,-2.38,-0.15,1.23,-1.19,2.1,-6.7,-0.8,1.48,-2.89,-3.5,-3.32,-2.8,0.1,8.7,-3.5,-2.4,-5.6,14.4,-7.3,-13.9,-6.2,-11,-11,1,-10,-3,-4,-1,-13,-1,-,-8,-25
Pretax Income,117.38,128.04,131.23,131.21,141.25,149.93,144.79,149.4,137.46,127.09,115.23,24.54,101.35,96.59,80.15,74.01,114.49,94.92,104.3,57,14,145.6,113.8,173.4,149.6,115.3,175,119.1,155,169,174,232,199,224,214,209,229,257,318,278
Income Tax,37.25,39.34,41.07,38.52,45.08,48.43,45.61,47.62,43.3,36.6,32.8,-13.27,27.46,24.57,12.75,25.02,26.12,10.5,16.6,22.7,18.5,41.5,22.7,37.4,38,28.5,46.9,31.6,43,44,43,42,50,58,54,51,60,66,78,63
Net Income,80.13,88.71,90.16,92.69,96.16,101.5,99.18,101.78,94.16,90.49,82.43,37.81,73.89,72.03,67.4,48.99,88.37,84.42,87.7,34.3,-4.5,104.1,91.1,136,111.6,86.8,128.1,87.5,112,125,131,190,149,166,160,158,169,191,240,215
Net Income Growth,15.11%,18.85%,21.92%,25.18%,20.00%,14.43%,10.01%,9.81%,-2.08%,-10.86%,-16.89%,-62.85%,-21.53%,-20.40%,-18.23%,29.56%,19.59%,17.20%,30.12%,-29.98%,-,23.32%,3.88%,296.50%,-,-16.62%,40.61%,-35.66%,0.36%,44.01%,2.26%,117.14%,33.04%,32.80%,22.14%,-16.84%,13.42%,15.06%,50.00%,36.08%
Shares Outstanding (Basic),96,96,96,96,96,96,96,96,91,90,90,90,95,96,96,97,96,96,96,96,121,177,190,192,191,190,190,189,189,189,188,186,185,182,181,181,180,179,179,178
Shares Outstanding (Diluted),97,97,97,97,97,97,97,97,92,91,90,91,96,96,96,97,96,97,97,97,121,192,192,193,191,190,190,190,189,189,188,187,185,182,182,182,181,179,179,179
Shares Change,0.24%,-0.05%,-0.17%,-0.03%,0.60%,0.39%,0.38%,-0.52%,-5.38%,-7.06%,-7.27%,-6.13%,4.17%,6.32%,6.67%,7.02%,0.40%,0.30%,0.29%,-0.18%,25.76%,98.29%,98.24%,98.97%,57.92%,-0.68%,-0.68%,-1.45%,-1.31%,-0.68%,-1.16%,-1.69%,-2.06%,-3.44%,-3.24%,-2.52%,-2.38%,-1.64%,-1.48%,-1.65%
EPS (Basic),0.84,0.92,0.94,0.97,1.00,1.05,1.03,1.06,1.03,1.00,0.92,0.43,0.77,0.75,0.70,0.51,0.92,0.88,0.91,0.35,-0.04,0.58,0.48,0.74,0.58,0.46,0.67,0.47,0.59,0.66,0.69,1.01,0.80,0.91,0.88,0.86,0.94,1.06,1.34,1.20
EPS (Diluted),0.83,0.91,0.93,0.95,0.99,1.04,1.02,1.05,1.02,1.00,0.91,0.42,0.77,0.75,0.70,0.50,0.92,0.87,0.91,0.35,-0.04,0.54,0.48,0.73,0.58,0.46,0.67,0.46,0.59,0.66,0.69,1.01,0.80,0.91,0.88,0.87,0.93,1.06,1.33,1.20
EPS Growth,15.28%,18.18%,22.37%,25.00%,19.28%,14.29%,9.68%,10.53%,3.03%,-3.85%,-10.78%,-60.00%,-24.51%,-25.00%,-23.08%,19.05%,19.48%,16.00%,30.00%,-30.00%,-,-37.93%,-47.25%,108.57%,-,-14.81%,39.58%,-36.99%,1.72%,43.48%,2.99%,119.57%,35.59%,37.88%,27.54%,-13.86%,16.25%,16.48%,51.14%,37.93%
Free Cash Flow,21.29,98.23,80.01,225.62,35.34,54.9,132.34,180.62,67.15,127.89,20.32,185.32,-45.14,-6.52,18.97,133.29,14.63,22.45,-54.18,249.8,2.4,382.6,70.1,378.9,-115.2,276.2,198.4,309.6,271,197,221,279,143,233,172,344,-57,77,386,611
Free Cash Flow Per Share,0.22,1.02,0.83,2.35,0.37,0.57,1.37,1.88,0.74,1.42,0.23,2.06,-0.47,-0.07,0.20,1.38,0.15,0.23,-0.56,2.59,0.02,2.16,0.37,1.97,-0.60,1.46,1.04,1.64,1.44,1.04,1.18,1.50,0.78,1.28,0.95,1.90,-0.32,0.43,2.16,3.44
Dividend Per Share,0.040,0.040,0.060,0.060,0.060,0.060,0.080,0.080,0.080,0.080,0.100,0.100,0.100,0.100,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.150,0.150,0.150,0.150,0.170,0.170,0.170,0.170
Dividend Growth,60.00%,60.00%,50.00%,50.00%,50.00%,50.00%,33.33%,33.33%,33.33%,33.33%,25.00%,25.00%,25.00%,25.00%,20.00%,20.00%,20.00%,20.00%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.00%,25.00%,25.00%,25.00%,13.33%,13.33%,13.33%,13.33%
Gross Margin,30.14%,30.73%,31.04%,30.98%,31.19%,31.61%,31.76%,32.13%,33.05%,32.81%,31.45%,28.84%,29.44%,29.39%,26.43%,24.96%,29.43%,29.14%,28.02%,26.57%,24.41%,27.49%,29.94%,28.50%,29.99%,28.01%,30.36%,24.98%,29.18%,28.83%,31.62%,31.45%,30.88%,31.49%,31.14%,28.27%,30.31%,30.04%,31.06%,30.25%
Operating Margin,17.53%,18.10%,17.06%,16.69%,18.13%,18.40%,18.79%,18.16%,18.42%,18.42%,17.78%,8.03%,12.50%,12.16%,10.61%,8.51%,12.43%,11.11%,11.62%,8.36%,4.22%,8.97%,8.45%,9.54%,11.26%,9.17%,11.08%,7.99%,10.49%,10.09%,11.38%,12.74%,12.40%,12.89%,12.54%,10.71%,12.58%,12.96%,14.51%,12.19%
