,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,730.03,914.13,"1,160","1,450","1,843","2,294","2,659","3,758","4,825","4,691"
Revenue Growth (YoY),31.51%,25.22%,26.91%,25.02%,27.06%,24.47%,15.94%,41.31%,28.38%,-2.78%
Cost of Revenue,456.53,566.91,737.19,921.35,"1,187","1,488","1,733","2,484","3,287","3,257"
Gross Profit,273.5,347.22,422.95,529.1,655.99,805.6,926.96,"1,274","1,538","1,434"
General & Administrative,163.67,222.76,264.66,324.86,373.59,0,0,0,0,0
Other Operating Expenses,21.41,18.49,24.59,31.3,36.64,45.32,62.87,83.4,92.27,0
Operating Expenses,185.07,241.25,289.25,356.15,410.23,502.75,547.63,732.13,965.05,815.07
Operating Income,86.18,105.97,133.7,172.95,245.76,302.85,379.32,542.32,572.97,501.24
Interest Income,0,0,0,0,0,0,3.82,0,0,0
Interest Expense,0,0,0,0,0,0,0,1.73,10.03,0
Other Expense / Income,-0.77,-0.1,7.23,-1.36,-4.01,3.32,4.67,7.2,55.68,-35.35
Pretax Income,86.95,106.07,126.47,174.31,249.77,299.53,378.48,533.39,507.26,536.59
Income Tax,17.31,21.61,27.2,101.55,9.52,38.47,51.32,51.74,87.84,119.5
Net Income,69.64,84.46,99.27,72.76,240.26,261.06,327.16,481.65,419.42,417.08
Net Income Growth,12.34%,21.27%,17.54%,-26.70%,230.20%,8.66%,25.32%,47.22%,-12.92%,-0.56%
Shares Outstanding (Basic),47,49,50,52,54,55,56,57,57,58
Shares Outstanding (Diluted),50,52,53,55,57,58,58,59,59,59
Shares Change,2.82%,4.55%,2.36%,3.32%,3.07%,1.76%,1.35%,1.06%,0.18%,-0.14%
EPS (Basic),1.48,1.73,1.97,1.40,4.48,4.77,5.87,8.52,7.32,7.21
EPS (Diluted),1.40,1.62,1.87,1.32,4.24,4.53,5.60,8.15,7.09,7.06
EPS Growth,9.38%,15.71%,15.43%,-29.41%,221.21%,6.84%,23.62%,45.54%,-13.01%,-0.42%
Free Cash Flow,89.03,58.43,135.5,165.56,254.64,188.15,475.61,460.83,382.48,0
Free Cash Flow Per Share,1.79,1.12,2.55,3.01,4.49,3.26,8.14,7.80,6.46,-
Gross Margin,37.46%,37.98%,36.46%,36.48%,35.60%,35.12%,34.85%,33.91%,31.88%,30.57%
Operating Margin,11.81%,11.59%,11.52%,11.92%,13.34%,13.20%,14.26%,14.43%,11.88%,10.69%
Profit Margin,9.54%,9.24%,8.56%,5.02%,13.04%,11.38%,12.30%,12.82%,8.69%,8.89%
Free Cash Flow Margin,12.20%,6.39%,11.68%,11.41%,13.82%,8.20%,17.88%,12.26%,7.93%,-
Effective Tax Rate,19.91%,20.38%,21.51%,58.26%,3.81%,12.84%,13.56%,9.70%,17.32%,22.27%
EBITDA,112.15,127.99,169.16,204.75,281.92,360.22,446.87,632.91,740.97,628.39
EBITDA Margin,15.36%,14.00%,14.58%,14.12%,15.30%,15.70%,16.80%,16.84%,15.36%,13.40%
Depreciation & Amortization,17.48,17.4,23.39,28.56,36.64,101.18,129.24,145.15,140.05,0
EBIT,94.66,110.6,145.77,176.19,245.28,259.04,317.62,487.76,600.92,-
EBIT Margin,12.97%,12.10%,12.57%,12.15%,13.31%,11.29%,11.94%,12.98%,12.46%,-
