,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"8,677","9,053","10,577","9,827","11,367","12,851","12,284","10,646","11,542","9,626","8,873","9,395","10,607","11,721","12,266","12,801","14,672","16,002","16,188","15,086","13,607","16,919","17,591","17,822","20,517","12,632","15,154","15,748","21,036","26,570","28,775","32,651","36,251","30,378","23,954","21,592","24,185","23,287","25,089","22,738","28,385"
Market Cap Growth,34.00%,13.36%,38.65%,29.40%,31.00%,41.95%,16.13%,8.34%,1.54%,-25.10%,-27.77%,-11.75%,-8.10%,21.77%,38.24%,36.26%,38.33%,36.53%,31.97%,17.85%,-7.26%,5.73%,8.67%,18.13%,50.78%,-25.34%,-13.85%,-11.64%,2.53%,110.34%,89.88%,107.33%,72.33%,14.33%,-16.75%,-33.87%,-33.29%,-23.34%,4.74%,5.31%,-
Enterprise Value,"10,673","11,253","13,179","12,181","13,050","15,421","14,442","13,920","15,432","12,806","12,104","13,311","13,647","14,528","15,336","15,814","16,831","18,729","19,490","18,021","15,928","21,128","21,574","21,602","23,517","16,252","18,227","18,563","23,236","28,488","30,883","34,374","38,017","32,985","26,950","24,704","26,359","26,869","29,205","27,252","35,761"
PE Ratio,18.92,33.45,25.07,22.94,13.91,34.57,24.56,17.85,16.03,29.29,18.23,22.55,10.05,22.61,15.55,16.30,21.78,26.62,17.70,12.98,8.64,25.73,19.66,17.36,8.04,18.34,46.26,21.38,16.76,24.95,16.25,18.73,13.10,19.36,12.29,12.09,74.54,49.80,31.14,29.83,29.19
PS Ratio,1.15,1.14,1.24,1.09,1.23,1.35,1.24,0.98,0.99,0.77,0.69,0.72,0.80,0.88,0.90,0.90,0.92,0.91,0.84,0.71,0.62,0.76,0.76,0.75,0.83,0.52,0.63,0.66,0.88,1.06,1.10,1.18,1.24,1.00,0.77,0.70,0.78,0.75,0.80,0.71,0.89
PB Ratio,4.58,4.55,4.96,4.58,5.03,5.69,4.99,4.18,4.25,3.42,3.11,3.20,3.52,3.65,3.47,3.37,3.65,3.67,3.63,3.20,2.76,3.32,3.29,3.23,3.29,2.06,2.43,2.40,2.97,3.67,3.75,4.10,4.25,3.59,2.94,2.72,3.08,2.96,3.10,2.96,3.13
P/FCF Ratio,22.03,34.03,25.88,20.03,19.74,19.02,21.48,20.78,33.09,30.47,33.13,36.26,41.52,39.39,20.71,24.04,24.39,27.42,21.96,16.70,18.13,24.68,33.08,19.17,17.37,10.36,9.35,10.07,13.66,14.41,14.59,15.16,18.67,15.44,13.85,15.77,24.20,45.29,192.27,-304.61,-304.61
P/OCF Ratio,15.63,20.74,18.27,14.85,15.12,15.23,16.70,16.33,22.94,19.88,19.45,20.86,24.28,24.96,16.34,18.02,18.28,19.78,16.77,13.34,13.89,18.66,22.90,14.57,13.78,8.17,7.79,8.60,11.86,12.95,13.26,13.81,16.75,13.82,12.10,13.25,18.93,28.66,56.90,166.43,207.77
Debt / Equity Ratio,1.31,1.32,1.40,1.38,1.07,1.31,1.01,1.46,1.63,1.30,1.28,1.49,1.26,1.04,1.02,1.05,0.72,0.77,0.86,0.74,0.63,0.95,0.85,0.79,0.64,0.69,0.69,0.66,0.58,0.53,0.55,0.56,0.49,0.50,0.51,0.53,0.44,0.61,0.66,0.75,0.75
Quick Ratio,1.03,1.16,1.15,1.21,1.09,1.04,1.07,0.95,0.96,0.97,0.99,0.99,1.03,1.07,1.12,1.15,1.06,1.12,0.99,1.01,1.00,1.09,1.03,1.00,1.15,1.09,1.19,1.14,1.20,1.25,1.34,1.23,1.30,1.13,1.24,0.99,1.20,1.12,1.09,1.09,1.09
Current Ratio,1.08,1.22,1.18,1.23,1.09,1.06,1.08,0.96,0.98,0.99,1.01,1.01,1.04,1.09,1.14,1.17,1.08,1.14,1.01,1.03,1.01,1.10,1.05,1.17,1.17,1.20,1.21,1.26,1.22,1.37,1.36,1.36,1.17,1.14,1.09,1.11,1.04,0.98,1.10,1.19,1.19
Asset Turnover,Upgrade,0.32,0.27,0.28,0.30,0.36,0.27,0.32,0.28,0.34,0.29,0.32,0.30,0.35,0.30,0.32,0.30,0.38,0.39,0.41,0.41,0.47,0.35,0.39,0.39,0.44,0.38,0.34,0.35,0.38,0.34,0.35,0.34,0.39,0.35,0.38,0.37,0.40,0.35,0.36,0.36
Interest Coverage,6.18,4.02,7.24,6.65,10.42,6.11,8.75,7.82,5.78,3.09,4.94,4.63,9.86,5.74,6.27,6.82,12.73,7.40,8.38,7.12,18.47,6.38,11.56,14.49,28.36,13.75,5.25,11.86,27.82,26.63,26.61,37.11,38.37,29.39,27.92,30.79,3.19,6.28,7.13,7.05,7.05
Return on Equity (ROE),Upgrade,17.42%,17.92%,18.40%,21.44%,22.56%,21.52%,22.44%,20.17%,19.04%,18.67%,16.63%,18.97%,19.28%,19.63%,20.74%,17.20%,16.34%,16.70%,17.78%,21.53%,21.17%,20.06%,18.84%,20.57%,21.05%,18.39%,16.42%,10.62%,11.70%,15.71%,18.31%,21.54%,23.17%,24.67%,25.43%,17.92%,14.40%,10.45%,7.68%,10.87%
