,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"260,560","294,075","284,220","313,432","375,361","341,335","383,595","414,310","450,358","461,849","376,860"
Market Cap Growth,35.32%,12.86%,-3.35%,10.28%,19.76%,-9.06%,12.38%,8.01%,8.70%,2.55%,-
Enterprise Value,"249,534","279,746","265,705","298,651","391,646","352,128","392,004","424,391","452,501","479,210","383,270"
PE Ratio,18.84,18.02,18.45,18.95,288.74,22.31,25.37,28.16,21.57,25.74,11.63
PS Ratio,3.65,3.96,4.06,4.36,4.91,4.18,4.68,5.02,4.80,4.86,3.95
PB Ratio,3.52,4.22,4.00,4.45,6.24,5.71,6.45,6.55,6.08,6.01,5.29
P/FCF Ratio,18.86,19.61,17.65,20.17,21.11,18.42,19.26,20.52,22.79,26.88,23.95
P/OCF Ratio,14.96,15.72,14.52,16.70,17.83,15.37,16.38,17.60,19.24,21.79,18.58
EV/Sales Ratio,3.50,3.76,3.79,4.15,5.12,4.32,4.78,5.14,4.83,5.05,4.02
EV/EBITDA Ratio,12.44,11.19,11.31,12.30,16.15,13.58,15.90,17.74,14.91,16.54,8.42
EV/EBIT Ratio,15.64,13.26,13.45,14.55,21.05,18.53,22.21,25.42,19.71,21.78,10.06
EV/FCF Ratio,18.06,18.65,16.50,19.22,22.03,19.00,19.68,21.02,22.90,27.89,24.35
Debt / Equity Ratio,0.25,0.27,0.28,0.39,0.57,0.51,0.47,0.56,0.46,0.52,0.42
Debt / EBITDA Ratio,0.91,0.75,0.85,1.12,1.43,1.18,1.12,1.47,1.11,1.37,0.66
Debt / FCF Ratio,1.32,1.25,1.23,1.75,1.95,1.64,1.39,1.75,1.71,2.31,1.90
Quick Ratio,1.59,1.76,1.77,2.04,1.04,1.08,0.94,0.91,1.04,0.65,0.86
Current Ratio,2.20,2.23,2.17,2.47,1.41,1.47,1.26,1.21,1.35,0.99,1.21
Asset Turnover,0.56,0.56,0.53,0.52,0.50,0.53,0.53,0.50,0.53,0.53,0.52
Interest Coverage,33.10,39.58,35.78,28.28,19.92,18.91,55.49,83.07,125.46,79.71,40.96
Return on Equity (ROE),19.70%,21.70%,21.90%,22.90%,1.90%,24.40%,25.50%,23.40%,29.90%,23.70%,47.10%
Return on Assets (ROA),10.90%,12.30%,11.70%,11.90%,0.90%,9.90%,9.80%,8.90%,11.80%,10.00%,18.70%
Return on Capital (ROIC),17.81%,18.80%,15.48%,17.44%,1.41%,18.65%,19.83%,17.64%,19.90%,16.58%,22.12%
Earnings Yield,5.31%,5.55%,5.42%,5.28%,0.35%,4.48%,3.94%,3.55%,4.64%,3.88%,9.19%
FCF Yield,5.30%,5.10%,5.67%,4.96%,4.74%,5.43%,5.19%,4.87%,4.39%,3.72%,4.18%
Dividend Yield,2.80%,2.60%,2.90%,2.70%,2.40%,2.80%,2.60%,2.50%,2.40%,2.50%,3.04%
Payout Ratio,52.60%,47.60%,53.10%,52.20%,691.70%,62.10%,65.60%,71.20%,52.80%,65.20%,35.36%
Buyback Yield / Dilution,-2.29%,0.46%,1.78%,0.85%,1.56%,0.60%,1.63%,0.51%,-0.12%,0.38%,4.19%
Total Shareholder Return,0.51%,3.06%,4.68%,3.55%,3.96%,3.40%,4.23%,3.01%,2.28%,2.88%,7.23%
