,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"35,876","37,411","34,920","35,870","33,900","37,263","38,144","40,251","37,718","39,485","35,943","38,654","39,146","39,853","36,451","41,326","41,959","38,920","37,666","41,793","40,342","38,853","36,990","39,715","34,320","19,371","37,501","35,952","36,228","26,752","35,683","37,678","34,476","40,190","39,392","43,999","41,474","44,954","43,801","45,962"
Revenue Growth (YoY),0.64%,-1.35%,-2.39%,-4.52%,-5.51%,-0.40%,9.23%,12.21%,11.26%,5.96%,-5.77%,-3.97%,3.79%,0.93%,1.41%,6.91%,7.19%,-2.34%,3.33%,1.13%,-3.85%,-0.17%,-1.79%,-4.97%,-14.93%,-50.14%,1.38%,-9.48%,5.56%,38.10%,-4.85%,4.80%,-4.84%,50.23%,10.39%,16.78%,20.30%,11.85%,11.19%,4.46%
Cost of Revenue,"31,738","32,034","30,944","37,187","29,192","32,071","33,118","36,440","32,577","34,780","32,868","34,817","34,918","35,545","32,534","37,371","38,091","35,556","33,920","38,165","36,297","36,038","34,650","37,180","33,446","20,165","32,884","34,864","30,921","23,897","31,394","33,691","30,393","34,563","36,041","39,896","36,855","39,743","40,001","43,432"
Gross Profit,"4,138","5,377","3,976","-1,317","4,708","5,192","5,026","3,811","5,141","4,705","3,075","3,837","4,228","4,308","3,917","3,955","3,868","3,364","3,746","3,628","4,045","2,815","2,340","2,535",874,-794,"4,617","1,088","5,307","2,855","4,289","3,987","4,083","5,627","3,351","4,103","4,619","5,211","3,800","2,530"
"Selling, General & Admin","3,372","3,476","3,484","1,510","3,465","2,544","2,386","3,361","2,690","2,784","2,657","2,841","2,764","2,756","2,919","3,088","2,747","2,778","2,882","2,996","2,843","2,725","2,601","2,992","2,432","1,965","2,266","3,530","2,843","2,877","2,947","3,248","2,740","2,759","2,847","2,542","2,506","2,750","2,671","2,775"
Operating Expenses,"3,372","3,476","3,484","1,510","3,465","2,544","2,386","3,361","2,690","2,784","2,657","2,841","2,764","2,756","2,919","3,088","2,747","2,778","2,882","2,996","2,843","2,725","2,601","2,992","2,432","1,965","2,266","3,530","2,843","2,877","2,947","3,248","2,740","2,759","2,847","2,542","2,506","2,750","2,671","2,775"
Operating Income,766,"1,901",492,"-2,827","1,243","2,648","2,640",450,"2,451","1,921",418,996,"1,464","1,552",998,867,"1,121",586,864,632,"1,202",90,-261,-457,"-1,558","-2,759","2,351","-2,442","2,464",-22,"1,342",739,"1,343","2,868",504,"1,561","2,113","2,461","1,129",-245
Interest Expense / Income,208,207,204,178,165,190,206,212,200,212,238,301,293,291,298,308,289,301,343,295,245,244,276,255,227,450,498,474,473,453,439,438,308,312,321,318,308,304,324,366
Other Expense / Income,-701,-420,-735,156,-700,-827,-857,"-1,662","-1,397","-1,164","-1,203","1,826","-1,073",-997,"-1,063","-1,309","-1,078","-1,061",-571,358,-616,-357,-520,"1,724",-639,"-4,292",-898,891,"-1,951","-1,218",-992,"-10,926","4,874","1,736","1,205",47,-448,-32,-608,"1,259"
Pretax Income,"1,259","2,114","1,023","-3,161","1,778","3,285","3,291","1,900","3,648","2,873","1,383","-1,131","2,244","2,258","1,763","1,868","1,910","1,346","1,092",-21,"1,573",203,-17,"-2,436","-1,146","1,083","2,751","-3,807","3,942",743,"1,895","11,227","-3,839",820,"-1,022","1,196","2,253","2,189","1,413","-1,870"
Income Tax,270,803,188,"-1,257",625,"1,125","1,099",32,"1,196",903,426,-341,652,211,191,-652,174,280,101,95,427,55,-442,-764,847,-34,366,"-1,019",680,182,63,"-1,055",-729,153,-195,-93,496,272,214,"-1,344"
Net Income,989,"1,311",835,"-1,904","1,153","2,160","2,192","1,868","2,452","1,970",957,-790,"1,592","2,047","1,572","2,520","1,736","1,066",991,-116,"1,146",148,425,"-1,672","-1,993","1,117","2,385","-2,788","3,262",561,"1,832","12,282","-3,110",667,-827,"1,289","1,757","1,917","1,199",-526
Net Income Growth,-38.61%,6.33%,-34.36%,-,16.58%,64.76%,162.51%,-,112.66%,-8.80%,-56.34%,-,-35.07%,3.91%,64.26%,-,9.05%,-47.92%,-36.96%,-,-33.99%,-86.12%,-57.11%,-,-,654.73%,461.18%,-,-,-49.78%,-23.19%,-,-,18.89%,-,-89.50%,-,187.41%,-,-
Shares Outstanding (Basic),"3,936","3,954","3,878","3,849","3,908","3,975","3,968","3,969","3,970","3,973","3,973","3,974","3,973","3,982","3,972","3,975","3,972","3,977","3,976","3,968","3,973","3,984","3,970","3,960","3,963","3,975","3,976","3,979","3,980","3,992","3,995","3,997","4,008","4,021","4,021","4,005","3,990","4,003","4,004","3,995"
Shares Outstanding (Diluted),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,999","4,000","3,995","3,997","4,013","4,007","3,998","3,963","3,992","4,005","3,901","4,016","4,028","4,036","4,055","4,008","4,052","4,021","4,005","4,029","4,041","4,050","4,044"
Shares Change,3.21%,0.59%,-1.55%,-2.43%,-0.70%,0.53%,2.30%,3.12%,1.58%,-0.06%,0.14%,0.13%,0.07%,0.23%,-0.04%,0.03%,-0.04%,0.43%,0.71%,0.50%,0.64%,0.35%,0.17%,0.08%,-0.85%,-0.52%,-0.05%,-2.43%,1.34%,0.90%,0.77%,3.95%,-0.20%,0.60%,-0.37%,-1.23%,0.52%,-0.27%,0.72%,0.97%
EPS (Basic),0.25,0.33,0.22,-0.49,0.29,0.54,0.55,0.47,0.62,0.50,0.24,-0.19,0.40,0.51,0.40,0.63,0.44,0.27,0.25,-0.02,0.29,0.04,0.11,-0.42,-0.50,0.28,0.60,-0.70,0.82,0.14,0.46,3.07,-0.78,0.17,-0.21,0.32,0.44,0.48,0.30,-0.13
EPS (Diluted),0.24,0.32,0.21,-0.47,0.29,0.54,0.55,0.46,0.61,0.49,0.24,-0.20,0.40,0.51,0.39,0.63,0.43,0.27,0.25,-0.03,0.29,0.04,0.11,-0.42,-0.50,0.28,0.60,-0.70,0.81,0.14,0.45,3.05,-0.78,0.16,-0.21,0.32,0.44,0.47,0.30,-0.13
EPS Growth,-40.00%,6.67%,-32.26%,-,20.83%,68.75%,161.90%,-,110.34%,-9.26%,-56.36%,-,-34.43%,4.08%,62.50%,-,7.50%,-47.06%,-35.90%,-,-32.56%,-85.19%,-56.00%,-,-,600.00%,445.45%,-,-,-50.00%,-25.00%,-,-,14.29%,-,-89.51%,-,193.75%,-,-
Free Cash Flow,704,"2,838","3,488",14,613,"3,477","4,630",310,"2,638","6,047","3,455",718,"2,630","4,057","3,326","1,034","1,735","3,063","3,198",-759,"1,911","4,543","2,927",626,"-2,253","7,940","9,832","3,008","3,124",-757,"5,434","1,759","-2,454","1,248","2,080",-887,"1,020","3,086","2,379",197
Free Cash Flow Per Share,0.18,0.72,0.90,0.00,0.16,0.88,1.17,0.08,0.66,1.52,0.87,0.18,0.66,1.02,0.84,0.26,0.44,0.77,0.80,-0.19,0.48,1.14,0.74,0.16,-0.57,2.00,2.47,0.76,0.79,-0.19,1.36,0.44,-0.61,0.31,0.52,-0.22,0.26,0.77,0.59,0.05
Dividend Per Share,0.125,0.125,0.125,0.125,0.150,0.150,0.150,0.150,0.400,0.150,0.150,0.150,0.200,0.150,0.150,0.150,0.280,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,-,-,-,-,-,-,0.100,0.100,0.100,0.150,0.150,0.800,0.150,0.150,0.150
Dividend Growth,25.00%,25.00%,25.00%,25.00%,20.00%,20.00%,20.00%,20.00%,166.67%,0%,0%,0%,-50.00%,0%,0%,0%,40.00%,0%,0%,0%,-46.43%,0%,0%,0%,0%,-,-,-,-,-,-,-,-,-,-,50.00%,700.00%,50.00%,0%,0%
Gross Margin,11.53%,14.37%,11.39%,-3.67%,13.89%,13.93%,13.18%,9.47%,13.63%,11.92%,8.56%,9.93%,10.80%,10.81%,10.75%,9.57%,9.22%,8.64%,9.95%,8.68%,10.03%,7.25%,6.33%,6.38%,2.55%,-4.10%,12.31%,3.03%,14.65%,10.67%,12.02%,10.58%,11.84%,14.00%,8.51%,9.33%,11.14%,11.59%,8.68%,5.50%
Operating Margin,2.14%,5.08%,1.41%,-7.88%,3.67%,7.11%,6.92%,1.12%,6.50%,4.87%,1.16%,2.58%,3.74%,3.89%,2.74%,2.10%,2.67%,1.51%,2.29%,1.51%,2.98%,0.23%,-0.71%,-1.15%,-4.54%,-14.24%,6.27%,-6.79%,6.80%,-0.08%,3.76%,1.96%,3.90%,7.14%,1.28%,3.55%,5.09%,5.47%,2.58%,-0.53%
Profit Margin,2.76%,3.50%,2.39%,-5.31%,3.40%,5.80%,5.75%,4.64%,6.50%,4.99%,2.66%,-2.04%,4.07%,5.14%,4.31%,6.10%,4.14%,2.74%,2.63%,-0.28%,2.84%,0.38%,1.15%,-4.21%,-5.81%,5.77%,6.36%,-7.75%,9.00%,2.10%,5.13%,32.60%,-9.02%,1.66%,-2.10%,2.93%,4.24%,4.26%,2.74%,-1.14%
Free Cash Flow Margin,1.96%,7.59%,9.99%,0.04%,1.81%,9.33%,12.14%,0.77%,6.99%,15.31%,9.61%,1.86%,6.72%,10.18%,9.12%,2.50%,4.13%,7.87%,8.49%,-1.82%,4.74%,11.69%,7.91%,1.58%,-6.56%,40.99%,26.22%,8.37%,8.62%,-2.83%,15.23%,4.67%,-7.12%,3.11%,5.28%,-2.02%,2.46%,6.86%,5.43%,0.43%
Effective Tax Rate,21.45%,37.98%,18.38%,-,35.15%,34.25%,33.39%,1.68%,32.79%,31.43%,30.80%,-,29.06%,9.34%,10.83%,-34.90%,9.11%,20.80%,9.25%,-,27.15%,27.09%,-,-,-,-3.14%,13.30%,-,17.25%,24.50%,3.32%,-9.40%,-,18.66%,-,-7.78%,22.02%,12.43%,15.15%,-
EBITDA,"1,467","2,321","1,227","4,402","1,943","3,475","3,497","10,105","3,848","3,085","1,621","8,193","2,537","2,549","2,061","11,417","2,199","1,647","8,365","2,729","4,247","3,006","2,581",198,"1,525","3,891","5,117","-1,252","6,518","2,732","4,173","13,505","-1,674","3,049","1,194","3,487","4,458","4,371","3,640",508
EBITDA Margin,4.09%,6.20%,3.51%,12.27%,5.73%,9.33%,9.17%,25.10%,10.20%,7.81%,4.51%,21.20%,6.48%,6.40%,5.65%,27.63%,5.24%,4.23%,22.21%,6.53%,10.53%,7.74%,6.98%,0.50%,4.44%,20.09%,13.64%,-3.48%,17.99%,10.21%,11.69%,35.84%,-4.86%,7.59%,3.03%,7.93%,10.75%,9.72%,8.31%,1.11%
Depreciation & Amortization,0,0,0,"7,385",0,0,0,"7,993",0,0,0,"9,023",0,0,0,"9,241",0,0,"6,930","2,455","2,429","2,559","2,322","2,379","2,444","2,358","1,868","2,081","2,103","1,536","1,839","1,840","1,857","1,917","1,895","1,973","1,897","1,878","1,903","2,012"
EBIT,"1,467","2,321","1,227","-2,983","1,943","3,475","3,497","2,112","3,848","3,085","1,621",-830,"2,537","2,549","2,061","2,176","2,199","1,647","1,435",274,"1,818",447,259,"-2,181",-919,"1,533","3,249","-3,333","4,415","1,196","2,334","11,665","-3,531","1,132",-701,"1,514","2,561","2,493","1,737","-1,504"
EBIT Margin,4.09%,6.20%,3.51%,-8.32%,5.73%,9.33%,9.17%,5.25%,10.20%,7.81%,4.51%,-2.15%,6.48%,6.40%,5.65%,5.27%,5.24%,4.23%,3.81%,0.66%,4.51%,1.15%,0.70%,-5.49%,-2.68%,7.91%,8.66%,-9.27%,12.19%,4.47%,6.54%,30.96%,-10.24%,2.82%,-1.78%,3.44%,6.17%,5.55%,3.97%,-3.27%
