,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,000","7,159","8,522","10,799","12,230","20,726","18,793","28,362","24,144","30,597","32,334"
Market Cap Growth,64.02%,19.32%,19.03%,26.72%,13.26%,69.46%,-9.33%,50.92%,-14.87%,26.73%,-
Enterprise Value,"8,846","10,382","11,493","13,890","15,233","24,020","21,479","35,147","29,927",-,"37,554"
PE Ratio,24.50,17.76,20.08,20.65,19.02,28.13,23.83,28.69,21.66,27.71,29.80
PS Ratio,0.50,0.55,0.61,0.71,0.75,1.15,1.02,1.36,1.02,1.43,1.51
PB Ratio,6.41,6.53,8.15,10.99,12.54,21.58,14.49,40.19,15.06,0,15.83
P/FCF Ratio,15.79,38.20,15.77,15.50,14.92,26.21,16.25,41.43,19.99,21.09,32.08
P/OCF Ratio,13.79,25.80,14.11,13.89,13.50,20.18,14.30,36.15,18.07,19.14,28.81
EV/Sales Ratio,0.73,0.80,0.82,0.91,0.94,1.33,1.16,1.69,1.26,-,1.76
EV/EBITDA Ratio,13.09,12.50,14.00,16.00,15.40,21.66,18.56,24.26,17.36,-,21.54
EV/EBIT Ratio,18.91,17.21,20.29,22.87,21.05,28.53,29.36,27.95,20.89,-,24.99
EV/FCF Ratio,23.28,55.40,21.26,19.94,18.58,30.37,18.58,51.34,24.77,-,37.26
Debt / Equity Ratio,3.41,2.97,3.09,3.29,3.29,3.59,3.16,9.98,3.80,0,2.84
Debt / EBITDA Ratio,4.81,3.84,3.97,3.73,3.27,2.89,2.98,2.83,4.09,3.63,3.33
Debt / FCF Ratio,8.56,17.02,6.03,4.64,3.95,4.06,2.98,5.98,5.83,4.20,5.76
Quick Ratio,1.40,1.19,1.17,1.11,1.14,1.02,1.28,1.02,1.06,0,0.95
Current Ratio,1.67,1.48,1.42,1.34,1.35,1.24,1.53,1.27,1.33,0,1.23
Asset Turnover,1.98,1.92,2.01,2.18,2.27,2.25,1.98,1.58,1.81,0,1.65
Interest Coverage,3.41,4.65,5.59,5.75,6.64,5.28,4.72,9.40,7.36,-7.42,-8.16
Return on Equity (ROE),34.41%,43.04%,38.73%,50.02%,65.42%,75.55%,82.11%,76.22%,157.93%,68.88%,54.07%
Return on Assets (ROA),4.13%,6.61%,6.28%,7.53%,9.24%,10.28%,9.86%,10.58%,8.44%,8.41%,8.31%
Return on Capital (ROIC),10.73%,11.20%,11.87%,16.03%,17.91%,15.61%,13.05%,20.04%,16.78%,27.03%,18.00%
Earnings Yield,4.08%,5.63%,4.98%,4.84%,5.26%,3.55%,4.20%,3.49%,4.62%,3.61%,3.42%
FCF Yield,6.33%,2.62%,6.34%,6.45%,6.70%,3.82%,6.15%,2.41%,5.00%,4.74%,3.12%
Dividend Yield,0.56%,0.74%,0.92%,0.99%,1.14%,0.88%,1.17%,0.83%,1.17%,0.00%,1.03%
Payout Ratio,13.72%,13.12%,18.54%,20.44%,21.68%,24.89%,27.85%,23.75%,25.36%,0.00%,30.62%
Buyback Yield / Dilution,-8.88%,0.58%,3.38%,4.70%,2.91%,3.78%,2.03%,2.97%,2.49%,0.51%,1.09%
Total Shareholder Return,-8.32%,1.32%,4.30%,5.69%,4.05%,4.66%,3.20%,3.80%,3.66%,0.51%,2.12%
