,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,-151,391,-94,101,-77,347,125,283,465,211,353,376,684,567,537,"2,693",671,782,795,640,908,939,870,751,951,110,"1,253",750,933,978,691,422,713,-108,508,"1,477","1,940","2,221","2,142","2,014"
Depreciation & Amortization,0,0,0,"4,412","1,087","1,075","1,157","1,369","1,552","1,575","1,568","1,548","1,564","1,519","1,416","1,485","1,575","1,634","1,637","1,640","1,600","1,585","1,655","1,776","1,718","4,064","4,150","4,219","4,289","4,077","4,145","3,872","3,585","3,491","3,313","3,262","3,203","3,110","3,187","3,318"
Share-Based Compensation,0,0,0,196,55,56,42,48,52,60,59,64,67,72,82,85,97,112,115,100,110,130,126,129,138,259,161,136,138,134,131,137,141,154,150,150,177,167,156,167
Other Operating Activities,910,579,"1,156","-3,354",-590,-331,194,519,"-1,058",-92,-253,"-3,756","-1,721","-1,066",-796,"-3,412","-1,573","-1,267","-1,633","-1,426","-1,226",-507,-903,"-1,119","-1,190","-3,656","-2,792","-1,631","-1,699","-1,410","-1,490","-1,431",-594,672,420,-553,"-1,269","-1,143",-191,-640
Operating Cash Flow,759,970,"1,062","1,355",489,"1,161","1,531","2,233","1,025","1,768","1,740","-1,754",608,"1,106","1,252",865,770,"1,261",914,954,"1,392","2,147","1,748","1,537","1,617",777,"2,772","3,474","3,661","3,779","3,477","3,000","3,845","4,209","4,391","4,336","4,051","4,355","5,294","4,859"
Operating Cash Flow Growth,-16.50%,20.35%,28.57%,34.96%,-35.57%,19.69%,44.16%,64.80%,109.61%,52.28%,13.65%,-,-40.68%,-37.44%,-28.05%,-,26.64%,14.01%,-27.00%,10.29%,80.78%,70.26%,91.25%,61.11%,16.16%,-63.81%,58.58%,126.02%,126.41%,386.36%,25.43%,-13.64%,5.03%,11.38%,26.29%,44.53%,5.36%,3.47%,20.56%,12.06%
Capital Expenditures,-947,-940,"-1,131","-1,299",-982,"-1,191","-1,120","-1,431","-1,335","-1,349","-1,159",-859,"-1,528","-1,347","-1,441",-921,"-1,366","-1,629","-1,362","-1,184","-1,931","-1,789","-1,527",-256,"-1,753","-2,257","-3,217","-3,807","-3,183","-3,239","-2,944","-2,920","-3,381","-3,572","-3,634","-3,374","-2,995","-2,787","-2,422","-1,585"
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-333,-5,0,0,0,0,-31,0,0,"-5,000","1,238",-14,-29,-1,"-1,886",0,-52,0,0,0,0,0,0,0
Change in Investments,0,0,0,0,0,0,0,"-2,997",75,"2,923",0,"3,356","1,134",882,"1,110","1,193","1,295","1,323","1,338","1,450","1,157",839,900,980,868,602,855,809,891,"1,137","1,071","1,032","1,185","1,121","1,308","1,222","1,345","1,309","1,131","1,031"
Other Investing Activities,-18,"-2,370",-34,-507,"-1,710",-146,-89,106,-600,"-2,241",-700,-435,-22,"-5,786",-14,-5,-58,5,-18,-35,-192,-665,1,"-1,611",-695,299,-8,-635,"-8,918",20,-393,-24,"-2,844",-108,-229,-1,-78,-9,-102,-667
