,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"4,454","4,785","4,786","4,830","4,533","4,905","4,508","4,293","3,450","4,373","5,037","5,727","6,511","7,205","7,320","7,309","8,299","7,455","7,791","7,133","7,510","8,367","8,138","9,015","9,745","9,310","11,169","11,226","10,398","12,280","13,145","14,773","13,528","12,497","13,285","12,872","13,906","12,386","14,340","12,121","15,082"
Market Cap Growth,2.41%,6.75%,3.28%,4.32%,1.76%,2.52%,-5.80%,-11.12%,-23.89%,-10.85%,11.73%,33.39%,88.74%,64.76%,45.32%,27.63%,27.47%,3.48%,6.43%,-2.41%,-9.51%,12.22%,4.46%,26.38%,29.76%,11.28%,37.23%,24.52%,6.71%,31.90%,17.69%,31.60%,30.10%,1.77%,1.07%,-12.87%,2.79%,-0.89%,7.94%,-5.84%,-
Enterprise Value,"5,045","5,396","5,370","5,604","5,370","5,743","5,391","5,374","4,530","5,403","6,022","6,657","7,382","8,836","8,911","8,816","9,757","8,843","9,084","8,365","8,814","9,596","9,344","10,123","10,897","10,432","12,365","12,266","11,336","13,159","13,932","15,425","14,301","13,296","14,083","13,569","14,931","13,332","15,158","13,868","16,830"
PE Ratio,20.75,21.55,20.41,19.57,17.79,20.27,19.30,20.34,16.48,18.95,20.51,21.07,23.20,26.24,25.08,24.71,23.69,19.77,21.03,18.90,23.37,25.98,25.34,26.74,28.62,27.33,33.47,44.99,37.80,39.98,36.27,32.51,27.21,25.89,27.54,25.09,27.98,24.06,28.62,24.86,31.21
PS Ratio,2.86,3.01,2.91,2.83,2.63,2.87,2.64,2.54,2.05,2.54,2.89,3.17,3.53,3.79,3.66,3.54,3.76,3.29,3.45,3.16,3.41,3.80,3.74,4.11,4.45,4.29,5.20,5.29,4.83,5.55,5.66,6.25,5.53,5.02,5.30,4.97,5.37,4.75,5.53,4.61,5.74
PB Ratio,4.89,5.18,4.99,5.34,5.41,6.00,5.50,6.51,5.31,5.94,6.21,6.73,7.28,7.49,6.75,6.33,6.41,5.47,5.48,4.92,5.36,5.69,5.26,5.70,5.96,5.63,6.31,6.38,5.60,6.30,6.37,6.84,6.10,5.71,6.04,5.61,5.68,4.96,5.56,4.67,5.81
P/FCF Ratio,19.15,20.64,22.10,19.72,21.14,20.37,21.62,21.42,15.09,19.78,21.72,20.82,20.86,24.53,24.31,25.27,27.01,21.43,19.00,17.18,20.54,22.48,26.29,28.18,25.68,24.75,27.75,24.80,21.41,25.10,24.98,29.09,28.30,26.68,28.81,27.86,29.56,22.73,23.31,19.97,24.86
P/OCF Ratio,16.12,17.86,18.64,16.76,17.02,16.17,16.54,16.39,12.12,16.11,17.41,17.11,17.73,20.47,20.24,20.49,21.56,17.55,16.30,14.14,16.61,18.42,20.44,23.54,22.03,21.20,24.47,22.34,19.64,23.08,23.15,27.06,25.98,24.37,26.04,25.09,26.83,21.12,22.01,18.90,23.52
Debt / Equity Ratio,0.70,0.72,0.67,0.90,1.05,1.09,1.15,1.71,1.76,1.46,1.29,1.17,1.07,1.79,1.57,1.38,1.23,1.13,1.10,0.92,0.99,0.94,0.87,0.80,0.78,0.86,0.80,0.71,0.63,0.52,0.47,0.44,0.43,0.42,0.42,0.38,0.47,0.43,0.37,0.72,0.72
Quick Ratio,1.53,1.59,1.58,1.10,1.00,1.23,1.68,1.51,1.71,1.59,1.70,1.50,1.54,1.13,1.39,0.92,1.02,1.25,2.27,1.68,1.69,1.43,1.46,1.43,1.71,2.17,2.07,1.87,1.89,1.57,1.64,1.77,1.48,0.86,0.80,0.84,0.81,0.66,1.28,1.21,1.21
