,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Cash & Equivalents,46.86,49.73,53.22,42.31,40.93,51.45,61,50.27,60.74,47.92,60.29,67.24,87.66,88.41,110.71,90.38,132.84,155.95,266.8,95.68,85.55,149.18,147.85,151.16,115.1,306.26,221.78,208.29,225.74,133.32,174.24,299.97,170.54,120.89,128.74,163.46,121.99,129.07,143.14,115.68
Cash & Cash Equivalents,46.86,49.73,53.22,42.31,40.93,51.45,61,50.27,60.74,47.92,60.29,67.24,87.66,88.41,110.71,90.38,132.84,155.95,266.8,95.68,85.55,149.18,147.85,151.16,115.1,306.26,221.78,208.29,225.74,133.32,174.24,299.97,170.54,120.89,128.74,163.46,121.99,129.07,143.14,115.68
Cash Growth,-14.38%,-20.80%,-29.38%,-0.14%,-12.66%,3.46%,14.61%,18.80%,48.40%,-6.87%,-1.16%,33.76%,44.33%,84.49%,83.61%,34.42%,51.55%,76.40%,141.00%,5.86%,-35.60%,-4.34%,-44.59%,57.99%,34.54%,105.29%,50.01%,37.79%,96.13%,-56.47%,-21.44%,44.01%,-24.45%,-9.32%,-26.11%,-45.51%,-28.47%,6.77%,11.19%,-29.23%
Receivables,279.98,327.39,358.19,365.84,348.32,316.09,375.75,389.55,343.93,382.81,412.61,428.56,358.37,428.73,498.85,505.09,488.28,512.39,507.68,491.42,463.23,489.75,499.98,530.77,471.63,474.91,498.28,471.87,455.38,470.62,516.69,489.39,465.72,499.54,530.76,537.31,546.65,527.85,533.79,590.89
Inventory,200.62,206.44,210.35,210.87,212.61,239.41,228.83,225.67,224.79,240.65,239.61,220.36,241.26,275.81,275.71,264.27,275.69,284.36,271.36,264.48,271.16,280.73,282.61,283.4,294.77,312.12,310.56,277.03,282.44,295.84,303.98,327.2,366.38,383.22,399.58,383.4,447.73,440.18,439.74,454.78
Other Current Assets,55.81,55.19,58.03,53.65,55.79,55.19,55.78,46.1,51.42,52.09,57.14,29.42,32.67,35.9,34.9,28.64,31.22,31.32,31.98,32.52,47.27,45.28,50.3,45.87,48.83,49.99,50.08,63.41,64.58,49.64,50.87,48.28,51.6,56.2,56.53,48.8,62.05,58.34,60.25,67.97
Total Current Assets,583.26,638.75,679.79,672.68,657.65,662.14,721.36,711.59,680.87,723.47,769.65,745.58,719.95,828.85,920.16,888.37,928.04,984.02,"1,078",884.1,867.2,964.94,980.74,"1,011",930.32,"1,143","1,081","1,021","1,028",949.43,"1,046","1,165","1,054","1,060","1,116","1,133","1,178","1,155","1,177","1,229"
"Property, Plant & Equipment",201.89,206.84,209.29,224.44,229.67,241.67,244.3,249.94,250.7,257.2,267.57,273.13,269.75,319.97,335.68,346.41,356.77,359.49,356.78,386.67,387.72,386.35,392.03,398.9,530.7,526.23,547.04,480.74,481.71,482.29,473.84,466.42,473.33,463.53,459.74,455.72,472.82,461.99,455.33,499.02
Goodwill and Intangibles,"1,201","1,201","1,187","1,344","1,318","1,310","1,314","1,360","1,348","1,353","1,340","1,367","1,368","2,174","2,147","2,136","2,170","2,148","2,127","2,108","2,098","2,079","2,073","2,060","2,045","2,028","2,138","2,121","2,120","2,105","2,089","2,071","2,211","2,179","2,157","2,134","2,485","2,475","2,461","3,457"
Other Long-Term Assets,32.51,32.9,33.15,39.16,36.49,36.16,36.57,39.11,37.81,38.05,32.68,34.44,34.9,55.94,57.19,43.37,45.72,47.43,46.22,42.49,45.13,45.09,46.26,46.04,44.45,45.18,54.49,52.36,53.8,58.35,61.21,89.19,96.79,93.94,91.47,97.59,101.24,100.81,103.48,66.49
Total Long-Term Assets,"1,435","1,440","1,430","1,607","1,584","1,588","1,595","1,649","1,636","1,649","1,640","1,675","1,673","2,550","2,540","2,526","2,573","2,555","2,530","2,537","2,531","2,510","2,511","2,505","2,621","2,600","2,739","2,654","2,655","2,645","2,624","2,626","2,781","2,737","2,708","2,687","3,059","3,038","3,020","4,022"
Total Assets,"2,018","2,079","2,109","2,280","2,242","2,250","2,316","2,360","2,317","2,372","2,410","2,421","2,393","3,379","3,461","3,415","3,501","3,539","3,607","3,421","3,398","3,475","3,492","3,516","3,551","3,743","3,820","3,675","3,683","3,595","3,670","3,791","3,835","3,796","3,824","3,820","4,237","4,193","4,197","5,252"
