,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"10,134","10,025","10,148","10,589","10,502","11,796","13,366","14,047","15,357","15,198","17,948","15,287","15,818","14,755","13,828","12,046","14,414","12,959","12,616","12,320","11,931","13,949","12,647","12,053","11,817","13,104","12,471","12,799","13,282","14,355","14,205","13,313","15,234","14,851","14,087","16,054","16,294","16,466","15,373","11,627","13,171"
Market Cap Growth,5.42%,-9.46%,-14.90%,-9.43%,3.63%,17.67%,31.71%,32.66%,46.22%,28.83%,34.29%,8.82%,3.00%,-2.91%,-22.96%,-21.20%,-8.87%,-12.17%,-8.76%,2.28%,-17.23%,7.63%,0.25%,-2.17%,-0.95%,-6.06%,-1.39%,6.19%,12.39%,9.54%,13.91%,4.01%,14.70%,3.46%,-0.83%,20.59%,6.96%,10.87%,9.14%,-27.58%,-
Enterprise Value,"11,995","12,087","12,349","12,920","12,571","17,842","19,229","19,773","20,500","20,518","23,190","20,516","20,765","19,987","18,873","17,123","19,171","17,599","19,139","18,424","17,814","19,758","18,535","17,876","17,311","18,491","17,591","17,686","17,776","18,926","18,816","17,921","19,477","19,288","18,742","20,737","20,594","19,747","19,165","15,508","17,053"
PE Ratio,17.56,17.74,18.30,18.93,18.97,34.20,36.59,36.68,37.69,22.07,24.85,21.13,23.51,24.91,25.18,21.27,11.41,9.68,9.38,9.20,18.97,27.12,23.60,21.57,18.92,16.81,14.47,14.52,13.90,16.38,17.91,17.33,26.42,23.51,23.97,28.03,22.90,-180.35,-878.48,-848.66,12409.00
PS Ratio,1.77,1.79,1.82,1.92,1.92,2.07,2.12,2.03,2.06,1.95,2.34,2.04,2.13,2.00,1.89,1.64,1.96,1.76,1.68,1.62,1.55,1.78,1.64,1.58,1.55,1.68,1.56,1.59,1.63,1.79,1.80,1.68,1.93,1.86,1.76,1.97,1.96,1.93,1.82,1.42,1.61
PB Ratio,1.95,1.99,2.00,2.05,2.01,1.67,1.88,1.94,2.10,2.17,2.53,2.13,2.18,2.15,2.00,1.71,1.85,1.64,1.59,1.53,1.49,1.75,1.58,1.49,1.45,1.60,1.49,1.50,1.62,1.77,1.74,1.61,1.84,1.82,1.73,1.95,1.96,2.26,2.19,1.64,1.86
P/FCF Ratio,18.28,17.07,20.95,22.41,21.16,23.88,16.63,14.22,13.87,12.03,14.98,14.03,16.51,17.02,15.14,13.68,15.83,14.25,15.45,14.13,14.78,17.85,16.05,14.63,12.36,13.30,10.66,9.59,10.32,11.41,14.27,17.17,22.37,20.66,27.00,30.95,25.50,22.96,16.86,13.89,15.73
P/OCF Ratio,13.31,11.71,13.25,13.72,13.49,15.96,12.68,11.35,11.36,10.40,12.89,12.19,13.99,13.93,12.30,10.77,12.34,10.64,10.91,10.02,10.10,12.22,11.30,10.57,9.52,10.44,8.65,8.01,8.50,9.17,10.98,12.32,14.74,13.07,14.68,16.06,14.24,13.79,10.59,8.17,9.25
Debt / Equity Ratio,0.39,0.44,0.46,0.47,0.42,0.87,0.84,0.81,0.72,0.77,0.75,0.75,0.70,0.79,0.75,0.75,0.63,0.61,0.85,0.78,0.76,0.74,0.74,0.73,0.68,0.71,0.66,0.62,0.61,0.60,0.59,0.57,0.55,0.57,0.59,0.57,0.53,0.61,0.64,1.12,1.12
Quick Ratio,0.88,0.52,0.53,0.56,0.68,0.54,0.61,0.66,0.64,0.46,0.49,0.49,0.56,0.33,0.35,0.36,0.56,0.56,0.45,0.51,0.39,0.26,0.23,0.25,0.27,0.59,0.43,0.36,0.44,0.30,0.27,0.43,0.51,0.36,0.35,0.31,0.37,0.88,0.66,2.53,2.53
Current Ratio,2.48,1.74,1.70,1.72,2.13,1.94,1.91,1.77,1.79,1.30,1.35,1.38,1.70,0.90,0.97,0.96,1.48,1.50,1.17,1.25,0.95,0.69,0.70,0.72,0.77,1.24,0.96,0.77,0.82,0.68,0.71,1.06,1.19,1.03,1.05,1.09,1.17,1.44,1.28,3.20,3.20
Interest Coverage,14.40,12.00,11.09,15.75,15.19,-3.40,6.02,7.33,7.31,6.19,7.11,7.48,5.90,5.02,5.50,8.01,3.69,6.57,4.23,6.03,4.05,3.08,5.18,6.68,6.38,7.54,7.80,7.73,9.31,5.56,5.76,7.67,3.77,7.85,4.61,7.37,8.27,-18.22,8.43,8.11,1.60
Return on Capital (ROIC),Upgrade,8.75%,8.44%,8.01%,7.86%,7.98%,4.06%,4.38%,4.67%,5.18%,6.48%,6.75%,6.68%,6.37%,5.74%,5.46%,5.55%,13.31%,13.95%,12.23%,12.59%,5.62%,4.91%,5.02%,5.14%,5.63%,6.65%,7.28%,7.60%,8.47%,7.96%,7.41%,6.96%,5.56%,5.99%,5.48%,5.35%,6.57%,-0.27%,0.54%,0.50%
Dividend Yield,2.30%,2.30%,2.30%,2.30%,2.40%,2.20%,2.30%,2.20%,2.00%,2.10%,1.70%,2.10%,2.10%,2.30%,2.50%,2.90%,2.40%,2.70%,2.80%,2.90%,3.10%,2.70%,3.10%,3.20%,3.30%,3.00%,3.20%,3.20%,3.10%,2.70%,2.70%,3.00%,2.70%,2.80%,3.00%,2.60%,2.60%,2.60%,2.70%,3.60%,3.42%
Payout Ratio,36.50%,49.20%,50.90%,41.30%,40.50%,-67.40%,56.10%,45.60%,43.20%,41.60%,45.90%,49.30%,64.70%,77.30%,67.00%,45.60%,10.70%,47.60%,66.70%,51.20%,79.40%,134.90%,62.50%,47.60%,53.70%,44.20%,42.30%,44.60%,38.80%,65.70%,63.40%,52.10%,154.70%,52.70%,96.10%,57.00%,52.00%,-18.10%,57.00%,55.50%,42400.00%
