,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"12,542","12,413","12,394","12,960","6,778","7,098","5,259","4,972","5,663","6,640"
Revenue Growth (YoY),-45.55%,-1.03%,-0.15%,4.57%,-47.70%,4.72%,-25.91%,-5.46%,13.90%,17.25%
Cost of Revenue,"10,349","10,104","9,696","10,221","5,114","5,214","3,878","3,596","4,103","4,773"
Gross Profit,"2,193","2,309","2,698","2,739","1,664","1,884","1,381","1,376","1,560","1,867"
"Selling, General & Admin",770,765,924,715,371,400,277,251,288,333
Research & Development,123,169,130,109,41,28,17,17,32,36
Other Operating Expenses,750,747,690,"1,435",477,877,461,360,321,295
Operating Expenses,"1,643","1,681","1,744","2,259",889,"1,305",755,628,641,664
Operating Income,550,628,954,480,775,579,626,748,919,"1,203"
Interest Expense / Income,442,473,499,496,377,338,317,259,229,218
Other Expense / Income,-334,138,-80,-486,-363,-313,88,165,84,10
Pretax Income,442,17,535,470,761,554,221,324,606,975
Income Tax,174,339,"1,476",544,119,84,-40,66,137,210
Net Income,268,-322,-941,-74,642,470,261,258,469,765
Net Income Growth,-,-,-,-,-,-26.79%,-44.47%,-1.15%,81.78%,63.11%
Shares Outstanding (Basic),393,437,438,451,483,446,435,430,416,412
Shares Outstanding (Diluted),-,-,-,451,503,463,439,435,421,416
Shares Change,10.21%,11.14%,0.40%,2.86%,11.53%,-7.95%,-5.18%,-0.91%,-3.22%,-1.19%
EPS (Basic),0.64,-0.93,-2.31,-0.28,1.33,1.05,0.59,0.60,1.12,1.85
EPS (Diluted),0.63,-0.93,-2.31,-0.28,1.30,1.03,0.59,0.59,1.11,1.83
EPS Growth,-,-,-,-,-,-20.77%,-42.72%,0%,88.14%,64.86%
Free Cash Flow,455,402,"-1,030",-635,-551,-180,-258,250,540,682
Free Cash Flow Per Share,1.16,0.92,-2.35,-1.41,-1.14,-0.40,-0.59,0.58,1.30,1.66
Dividend Per Share,0.360,0.360,0.360,0.240,0.240,0.120,0.020,0.040,0.100,0.120
Dividend Growth,0%,0%,0%,-33.33%,0%,-50.00%,-83.33%,100.00%,150.00%,20.00%
Gross Margin,17.49%,18.60%,21.77%,21.13%,24.55%,26.54%,26.26%,27.67%,27.55%,28.12%
Operating Margin,4.39%,5.06%,7.70%,3.70%,11.43%,8.16%,11.90%,15.04%,16.23%,18.12%
Profit Margin,2.14%,-2.59%,-7.59%,-0.57%,9.47%,6.62%,4.96%,5.19%,8.28%,11.52%
Free Cash Flow Margin,3.63%,3.24%,-8.31%,-4.90%,-8.13%,-2.54%,-4.91%,5.03%,9.54%,10.27%
Effective Tax Rate,39.37%,1994.12%,275.89%,115.74%,15.64%,15.16%,-18.10%,20.37%,22.61%,21.54%
EBITDA,"2,256","1,770","2,166","1,517","1,714","1,428",876,853,"1,100","1,465"
EBITDA Margin,17.99%,14.26%,17.48%,11.71%,25.29%,20.12%,16.66%,17.16%,19.42%,22.06%
Depreciation & Amortization,"1,372","1,280","1,132",551,576,536,338,270,265,272
EBIT,884,490,"1,034",966,"1,138",892,538,583,835,"1,193"
EBIT Margin,7.05%,3.95%,8.34%,7.45%,16.79%,12.57%,10.23%,11.73%,14.74%,17.97%
