,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"26,724","28,101","18,809","31,900","43,840","48,847","54,020","59,463","31,806","22,111","22,774"
Market Cap Growth,91.55%,5.15%,-33.07%,69.60%,37.43%,11.42%,10.59%,10.08%,-46.51%,-30.48%,-
Enterprise Value,"26,677","27,805","18,308","30,947","42,325","47,269","52,403","60,593","33,248","23,233","23,896"
PE Ratio,75.63,60.82,41.43,44.00,53.08,48.75,82.35,78.04,-7.22,-19.05,-19.05
PS Ratio,14.36,12.66,7.84,11.59,13.15,13.79,16.68,13.14,6.94,4.91,5.06
PB Ratio,18.27,15.20,8.56,11.60,11.67,10.59,11.51,5.54,4.82,3.85,3.96
P/FCF Ratio,74.43,43.70,37.03,56.66,51.82,58.01,60.63,176.45,300.06,78.13,80.47
P/OCF Ratio,53.31,35.75,24.15,36.46,38.39,46.48,50.02,109.11,81.14,46.26,47.64
EV/Sales Ratio,14.33,12.52,7.63,11.25,12.70,13.34,16.18,13.39,7.25,5.16,5.31
EV/EBITDA Ratio,44.24,36.73,23.78,24.10,36.05,34.50,47.99,50.66,-8.49,-38.21,-38.21
EV/EBIT Ratio,54.39,44.14,29.11,27.43,42.54,39.99,57.90,64.12,-7.71,-22.34,-22.34
EV/FCF Ratio,74.30,43.24,36.04,54.97,50.03,56.14,58.81,179.80,313.66,82.10,84.44
Debt / Equity Ratio,0.88,0.59,0.48,0.43,0.53,0.40,0.40,0.23,0.53,0.38,0.38
Debt / EBITDA Ratio,2.14,1.44,1.37,0.93,1.70,1.34,1.70,2.06,-0.89,-3.58,-3.58
Debt / FCF Ratio,3.60,1.70,2.08,2.12,2.36,2.18,2.08,7.33,32.82,7.69,7.69
Quick Ratio,2.25,2.90,2.75,3.43,2.23,6.00,3.18,1.82,0.98,1.14,1.14
Current Ratio,2.62,3.44,3.29,4.00,2.49,6.69,3.60,2.48,1.28,1.66,1.66
Asset Turnover,0.59,0.61,0.59,0.56,0.53,0.49,0.44,0.38,0.34,0.41,0.41
Interest Coverage,11.75,14.65,19.06,30.49,17.46,22.73,18.47,15.49,-165.77,-13.51,-13.51
Return on Equity (ROE),26.20%,25.70%,21.40%,26.70%,24.40%,23.10%,14.10%,9.70%,-50.80%,-18.70%,-18.70%
Return on Assets (ROA),11.10%,12.60%,11.10%,14.70%,13.20%,13.90%,8.90%,6.40%,-32.50%,-10.60%,-10.60%
Return on Capital (ROIC),14.72%,16.42%,14.01%,10.23%,13.51%,13.54%,6.79%,-0.80%,-41.47%,-13.50%,-13.50%
Earnings Yield,1.32%,1.64%,2.41%,2.27%,1.88%,2.05%,1.21%,1.28%,-13.85%,-5.25%,-5.10%
FCF Yield,1.34%,2.29%,2.70%,1.76%,1.93%,1.72%,1.65%,0.57%,0.33%,1.28%,1.24%
Buyback Yield / Dilution,-6.46%,-0.02%,0.67%,0.68%,-0.68%,-,0.67%,-2.03%,-3.97%,-0.64%,-0.64%
Total Shareholder Return,-6.46%,-0.02%,0.67%,0.68%,-0.68%,-,0.67%,-2.03%,-3.97%,-0.64%,-0.64%
