,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"13,690","24,687","21,362","23,124","19,967","22,813","22,291","12,585","14,176","12,325","13,773"
Market Cap Growth,76.14%,80.33%,-13.47%,8.25%,-13.65%,14.25%,-2.29%,-43.54%,12.64%,-13.06%,-
Enterprise Value,"20,583","31,974","27,721","30,277","30,470","38,545","37,691","34,338","36,583","32,956","32,761"
PE Ratio,23.98,21.81,2.91,10.35,9.32,10.75,7.41,-1.78,-7.22,16.72,4.87
PS Ratio,0.36,0.64,0.56,0.63,0.53,0.55,0.52,0.82,0.57,0.27,0.26
PB Ratio,4.59,10.30,2.38,2.67,2.29,2.27,1.93,2.11,2.82,1.79,1.56
P/FCF Ratio,-24.10,34.15,6.41,9.97,-50.42,10.89,9.17,-2.15,211.59,8.48,10.00
P/OCF Ratio,9.48,9.37,3.57,4.17,5.75,3.70,3.23,-3.05,6.86,2.03,1.53
EV/Sales Ratio,0.54,0.82,0.73,0.83,0.81,0.93,0.87,2.24,1.49,0.73,0.62
EV/EBITDA Ratio,6.84,9.03,4.13,4.71,5.30,7.03,5.44,-6.51,23.08,6.31,4.02
EV/EBIT Ratio,15.57,17.16,5.67,6.81,8.35,11.62,8.11,-4.43,-40.65,11.91,5.75
EV/FCF Ratio,-36.24,44.22,8.32,13.06,-76.95,18.41,15.51,-5.87,546.02,22.67,23.77
Debt / Equity Ratio,4.16,4.99,1.31,1.35,1.65,1.97,1.77,5.69,8.17,5.41,4.15
Debt / EBITDA Ratio,4.12,3.37,1.75,1.82,2.51,3.61,2.95,-6.43,25.91,7.14,4.50
Debt / FCF Ratio,-21.85,16.52,3.53,5.05,-36.34,9.45,8.42,-5.79,612.88,25.65,26.64
Quick Ratio,0.58,0.46,0.53,0.47,0.41,0.40,0.43,1.06,1.11,0.92,0.80
Current Ratio,0.72,0.60,0.63,0.60,0.56,0.51,0.55,1.16,1.19,1.00,0.89
Asset Turnover,1.03,1.04,0.94,0.91,0.90,0.91,0.83,0.27,0.37,0.65,0.74
Interest Coverage,1.69,2.53,7.31,6.60,5.83,4.95,6.35,-7.30,-0.54,1.56,2.92
Return on Equity (ROE),37.90%,37.20%,119.10%,27.30%,24.50%,23.30%,28.00%,-91.50%,-38.20%,15.20%,38.00%
Return on Assets (ROA),1.50%,3.00%,18.20%,5.50%,5.10%,4.60%,5.80%,-12.40%,-2.90%,1.10%,4.00%
Return on Capital (ROIC),8.60%,16.60%,43.37%,12.63%,11.09%,8.67%,10.34%,-15.95%,-2.22%,3.94%,7.69%
Earnings Yield,4.17%,4.59%,34.36%,9.66%,10.73%,9.30%,13.50%,-56.17%,-13.85%,5.98%,20.77%
FCF Yield,-4.15%,2.93%,15.59%,10.03%,-1.98%,9.18%,10.90%,-46.51%,0.47%,11.80%,10.00%
Buyback Yield / Dilution,-8.86%,-1.99%,-1.01%,14.89%,6.63%,8.03%,7.13%,-15.00%,-11.28%,-0.96%,-0.38%
Total Shareholder Return,-8.86%,-1.99%,-1.01%,14.89%,6.63%,8.03%,7.13%,-15.00%,-11.28%,-0.96%,-0.38%
