,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"18,084","20,206","19,425","19,689","17,899","19,736","19,470","18,692","18,456","17,555","17,548","17,760","17,934","18,366","18,155","18,419","17,504","18,872","18,469","18,389","17,124","18,576","18,758","18,574","19,159","20,731","19,766","17,302","17,702","19,667","17,753","17,447","17,017","19,186","19,638","18,508","18,006","21,447","19,436","20,139"
Revenue Growth (YoY),0.58%,-0.21%,-5.19%,9.97%,-1.02%,-2.33%,0.23%,-5.06%,3.11%,-11.05%,-9.87%,-4.99%,-2.83%,4.62%,3.46%,3.71%,-2.40%,2.76%,1.73%,-0.16%,-2.17%,-1.57%,1.56%,1.01%,11.88%,11.60%,5.37%,-6.85%,-7.60%,-5.13%,-10.18%,0.84%,-3.87%,-2.45%,10.62%,6.08%,5.81%,11.78%,-1.03%,8.81%
Cost of Revenue,"2,072","1,974","1,730","1,750","2,013","1,915","1,648","1,836","2,514","2,045","1,409","1,736","1,792","1,662","1,717","1,999","2,073","1,857","1,812","1,974","1,925","1,980","2,093","2,088","2,222","6,960","8,197","2,384",-46,"-2,055","-1,066",-192,-465,755,"1,274","1,365","1,845","1,975","1,824","1,840"
Gross Profit,"16,012","18,232","17,695","17,939","15,886","17,821","17,822","16,856","15,942","15,510","16,139","16,024","16,142","16,704","16,438","16,420","15,431","17,015","16,657","16,415","15,199","16,596","16,665","16,486","16,937","13,771","11,569","14,918","17,748","21,722","18,819","17,639","17,482","18,431","18,364","17,143","16,161","19,472","17,612","18,299"
"Selling, General & Admin","12,292","12,149","15,521","12,955","14,426","10,884","10,928","10,669","11,134","10,523","10,369","10,404","11,042","10,723","10,760","10,417","10,332","10,925","10,712","10,311","9,893","10,584","10,500","10,464","11,235","10,643","10,460","10,964","12,307","11,413","11,471","11,777","13,532","13,165","12,393","12,749","12,985","13,289","13,570","13,511"
Operating Expenses,"12,292","12,149","15,521","12,955","14,426","10,884","10,928","10,669","11,134","10,523","10,369","10,404","11,042","10,723","10,760","10,417","10,332","10,925","10,712","10,311","9,893","10,584","10,500","10,464","11,235","10,643","10,460","10,964","12,307","11,413","11,471","11,777","13,532","13,165","12,393","12,749","12,985","13,289","13,570","13,511"
Operating Income,"3,720","6,083","2,174","4,984","1,460","6,937","6,894","6,187","4,808","4,987","5,770","5,620","5,100","5,981","5,678","6,003","5,099","6,090","5,945","6,104","5,306","6,012","6,165","6,022","5,702","3,128","1,109","3,954","5,441","10,309","7,348","5,862","3,950","5,266","5,971","4,394","3,176","6,183","4,042","4,788"
Other Expense / Income,-131,8,72,75,39,47,12,15,70,7,49,47,18,28,11,4,128,29,11,11,-8,27,-7,30,20,12,1,31,16,35,-,25,6,19,242,36,23,46,37,39
Pretax Income,"3,851","6,075","2,102","4,909","1,421","6,890","6,882","6,172","4,738","4,980","5,721","5,573","5,082","5,953","5,667","5,999","4,971","6,061","5,934","6,093","5,314","5,985","6,172","5,992","5,682","3,116","1,108","3,923","5,425","10,274","7,348","5,837","3,944","5,247","5,729","4,358","3,153","6,137","4,005","4,749"
Income Tax,"1,409","2,131","1,921","2,068","1,077","2,120","2,036","1,881","1,403","1,479","1,723","1,733","1,509","1,863","1,795","1,866","23,864","1,441","1,444","1,471","1,001","1,275","1,373","1,079",703,580,52,777,"1,116","2,332","1,155","1,193",771,941,"1,182",879,640,"1,531","1,090","1,203"
Net Income,"2,442","3,944",181,"2,841",344,"4,770","4,846","4,291","3,335","3,501","3,998","3,840","3,573","4,090","3,872","4,133","-18,893","4,620","4,490","4,622","4,313","4,710","4,799","4,913","4,979","2,536","1,056","3,146","4,309","7,942","6,193","4,644","3,173","4,306","4,547","3,479","2,513","4,606","2,915","3,546"
Net Income Growth,104.18%,3.57%,-95.67%,-11.96%,-85.91%,20.94%,2577.35%,51.04%,869.48%,-26.60%,-17.50%,-10.51%,7.14%,16.82%,-3.15%,7.63%,-,12.96%,15.96%,11.83%,-,1.95%,6.88%,6.30%,15.44%,-46.16%,-78.00%,-35.97%,-13.46%,213.17%,486.46%,47.62%,-26.36%,-45.78%,-26.58%,-25.09%,-20.80%,6.97%,-35.89%,1.93%
Shares Outstanding (Basic),"3,028","3,037","3,034","3,030","3,026","3,034","3,020","2,993","2,969","2,943","2,916","2,880","2,814","2,765","2,739","2,684","2,606","2,562","2,531","2,480","2,401","2,340","2,286","2,221","2,150","2,098","2,082","2,082","2,082","2,082","2,057","2,009","1,984","1,972","1,942","1,937","1,937","1,944","1,943","1,924"
Shares Outstanding (Diluted),"3,034","3,043","3,038","3,035","3,032","3,039","3,025","2,997","2,970","2,943","2,916","2,880","2,814","2,766","2,739","2,684","2,606","2,563","2,532","2,481","2,403","2,342","2,289","2,237","2,167","2,114","2,084","2,094","2,096","2,097","2,073","2,026","2,002","1,988","1,958","1,955","1,956","1,964","1,969","1,952"
Shares Change,0.57%,-0.05%,-0.26%,-0.20%,-0.09%,-0.13%,-0.44%,-1.25%,-2.05%,-3.17%,-3.61%,-3.90%,-5.23%,-6.03%,-6.06%,-6.82%,-7.42%,-7.32%,-7.55%,-7.54%,-7.78%,-8.61%,-9.61%,-9.85%,-9.83%,-9.76%,-8.94%,-6.38%,-3.27%,-0.81%,-0.54%,-3.25%,-4.49%,-5.17%,-5.54%,-3.51%,-2.29%,-1.21%,0.54%,-0.17%
EPS (Basic),0.77,1.24,0.03,0.88,0.07,1.51,1.52,1.36,1.03,1.10,1.24,1.24,1.14,1.35,1.28,1.42,-7.03,1.68,1.63,1.73,1.65,1.88,1.95,2.09,2.16,1.06,0.38,1.37,1.93,3.64,2.87,2.17,1.51,2.03,2.20,1.64,1.17,2.21,1.34,1.64
