,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"35,502","35,063","38,325","39,730","39,937","42,902","37,585","43,435","37,014","33,460","41,799","52,456","54,522","57,480","58,568","68,990","70,340","68,985","66,942","55,775","58,825","54,129","54,379","61,067","43,269","43,457","46,700","98,018","122,669","137,320","137,522","159,117","159,683","119,789","135,619","155,197","96,065","103,158","99,973","125,422","114,146"
Market Cap Growth,59.71%,27.92%,40.86%,18.34%,12.49%,22.36%,-1.93%,9.32%,-7.32%,-22.01%,11.21%,20.77%,47.30%,71.79%,40.12%,31.52%,29.01%,20.01%,14.30%,-19.16%,-16.37%,-21.53%,-18.77%,9.49%,-26.45%,-19.72%,-14.12%,60.51%,183.50%,215.99%,194.48%,62.33%,30.17%,-12.77%,-1.38%,-2.46%,-39.84%,-13.88%,-26.28%,-19.18%,-
Enterprise Value,"30,231","30,132","31,637","30,266","33,821","36,779","30,112","34,347","30,234","28,360","37,245","44,504","49,165","51,723","54,583","74,526","60,323","61,524","50,902","34,715","33,096","37,353","41,506","39,197","-16,667","18,409","27,071","71,302","94,685","129,191","125,729","119,911","94,664","77,701","110,477","152,880","119,590","126,820","130,875","125,268","113,678"
PE Ratio,27.23,27.05,29.85,28.38,33.06,30.38,24.99,26.10,22.46,18.51,20.77,25.12,24.17,24.99,23.69,28.89,22.46,19.91,18.13,14.91,15.26,14.44,14.30,17.92,13.61,16.19,16.73,21.59,20.67,27.14,22.53,25.18,28.47,16.70,16.78,19.72,14.98,19.93,22.22,30.01,24.77
PS Ratio,6.32,6.10,6.46,6.56,6.55,6.93,6.03,6.82,5.60,4.87,5.81,7.02,7.00,7.10,7.02,8.01,7.87,7.42,6.90,5.50,5.63,5.08,5.04,5.70,4.08,4.19,4.61,8.38,8.90,8.65,7.65,8.59,8.64,6.29,6.79,7.48,4.53,4.97,5.03,7.60,6.91
PB Ratio,3.28,3.14,3.34,3.37,3.28,3.45,2.85,3.24,2.55,2.23,2.70,3.19,3.21,3.29,3.25,3.72,3.64,3.43,3.21,2.70,2.72,2.54,2.54,2.81,1.65,1.41,1.49,1.75,2.21,2.39,2.39,2.83,3.32,2.69,3.66,4.24,2.64,2.78,2.65,61.12,55.63
P/FCF Ratio,19.29,20.75,19.80,20.40,69.82,57.20,40.85,44.32,19.33,10.56,27.28,22.65,23.43,43.12,18.45,79.94,50.14,18.93,18.82,4.69,6.52,6.71,4.48,7.09,2.03,16.41,-16.93,15.76,-14.15,19.29,15.34,132.38,17.97,77.99,15.55,142.91,12.09,9.66,-29.44,-,-115.38
P/OCF Ratio,16.96,17.59,16.53,16.92,41.00,38.65,30.96,34.86,16.96,9.54,22.40,19.71,20.22,34.88,16.66,54.62,38.12,16.69,16.37,4.48,6.12,6.23,4.24,6.55,1.96,12.85,-22.23,14.31,-15.32,17.51,14.13,75.13,16.11,46.72,13.83,75.45,10.94,8.96,-39.10,-,-278.72
Debt / Equity Ratio,0.18,0.17,0.17,0.16,0.24,0.23,0.22,0.22,0.25,0.53,0.38,0.18,0.24,0.22,0.46,1.07,0.21,0.29,0.28,0.33,0.32,0.35,0.35,0.34,0.32,0.28,0.25,0.24,0.36,0.39,0.39,0.42,0.54,0.50,0.58,1.03,2.00,1.92,1.70,0.16,0.16
Quick Ratio,0.57,0.58,0.57,0.59,0.60,0.61,0.61,0.57,0.57,0.58,0.54,0.52,0.38,0.37,0.38,0.39,0.39,0.39,0.42,0.44,0.45,0.41,0.40,0.43,0.92,0.93,6.86,4.28,185.96,4.35,4.29,112.94,105.63,300.71,713.72,2.26,35.88,30.47,2173.32,8.31,8.31
