,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"3,175","3,620","1,193","2,241","3,321","3,674","1,123","1,907","2,369","3,815",819,"2,298","4,569","5,228","2,255","2,582","1,253","2,191","1,430","2,393","1,333","3,352","1,796","1,604","2,117","5,616","4,826","4,123","4,945","5,792","1,877","2,957","4,544","5,353","2,567","2,483","4,030","3,913",874,"1,537"
Cash & Cash Equivalents,"3,175","3,620","1,193","2,241","3,321","3,674","1,123","1,907","2,369","3,815",819,"2,298","4,569","5,228","2,255","2,582","1,253","2,191","1,430","2,393","1,333","3,352","1,796","1,604","2,117","5,616","4,826","4,123","4,945","5,792","1,877","2,957","4,544","5,353","2,567","2,483","4,030","3,913",874,"1,537"
Cash Growth,9.48%,-4.11%,-53.60%,-46.78%,4.60%,1.49%,-5.87%,-14.90%,-28.67%,3.84%,-27.07%,20.50%,92.87%,37.04%,175.34%,12.36%,-72.58%,-58.09%,-36.59%,-7.32%,6.38%,52.99%,25.59%,-32.97%,58.81%,67.54%,168.71%,157.04%,133.59%,3.13%,-61.11%,-28.28%,-8.11%,-7.58%,36.76%,-16.03%,-11.31%,-26.90%,-65.95%,-38.10%
Receivables,115,113,105,106,124,172,142,137,124,104,122,146,151,135,119,148,142,133,144,187,142,158,163,165,152,147,140,151,137,142,132,36,0,46,43,52,0,0,0,0
Inventory,"1,879","1,970","1,850","1,890","2,040","2,085","1,914","1,954","2,031","2,108","1,970","1,980","2,051","2,122","1,999","1,987","2,225","2,257","2,123","2,077","2,331","2,356","2,235","2,188","2,293","2,006","1,914","1,862","1,966","1,948","1,794","1,133","1,194","1,214","1,144","1,106","1,180","1,252","1,191","1,174"
Other Current Assets,"1,421","1,274","1,327","1,425","1,393","1,302","1,454","1,513",387,"1,471","1,689","1,979",489,141,238,439,724,243,434,508,493,396,289,334,262,166,124,263,69,147,381,"1,894",345,149,332,379,"2,010","1,987","2,273",679
Total Current Assets,"6,590","6,977","4,475","5,662","6,878","7,233","4,633","5,511","4,911","7,498","4,600","6,403","7,260","7,626","4,611","5,156","4,344","4,824","4,131","5,165","4,299","6,262","4,483","4,291","4,824","7,935","7,004","6,399","7,117","8,029","4,184","6,020","6,083","6,762","4,086","4,020","7,220","7,152","4,338","3,390"
"Property, Plant & Equipment","2,028","2,003","1,997","1,998","1,983","1,972","1,991","2,016","1,982","1,955","1,962","1,969","1,958","1,923","1,900","1,907","1,914","1,891","1,878","1,891","1,938","1,922","1,917","1,962","1,999","1,997","2,002","2,009","2,012","1,982","1,933","1,518","1,553","1,547","1,557","1,587","1,608","1,593","1,626","1,629"
Long-Term Investments,"8,452","8,608","8,816","8,413","7,797","7,210","7,456","6,737","6,722","6,908","7,032","6,872","18,880","18,598","19,207","19,114","17,952","19,053","19,034","18,673","30,496","32,015","32,094","27,346","23,581","23,861","22,319","19,408","19,529","20,133","19,831","13,874","13,481","13,479","12,590","9,814","9,600","9,559","9,643","9,907"
Goodwill and Intangibles,"17,232","17,227","17,344","17,339","17,334","17,329","17,324","17,318","17,313","17,308","17,332","17,327","17,321","17,508","17,503","17,503","17,707","17,707","17,712","17,692","17,475","17,523","17,527","17,950","17,864","17,845","17,827","17,810","17,792","17,775","17,757","17,503","17,483","17,466","17,549","17,530","17,561","17,543","20,539","20,518"
Other Long-Term Assets,557,591,650,670,483,468,465,417,531,394,398,363,513,520,505,480,"1,285",424,422,532,"1,251","1,511","1,480","1,364","1,003",980,"1,048","1,025",964,857,683,649,923,981,964,"1,002",965,979,"1,005","1,025"
Total Long-Term Assets,"28,269","28,429","28,807","28,420","27,597","26,979","27,236","26,488","26,548","26,565","26,724","26,531","38,672","38,549","39,115","39,004","38,858","39,075","39,046","38,788","51,160","52,971","53,018","48,622","44,447","44,683","43,196","40,252","40,297","40,747","40,204","33,544","33,440","33,473","32,660","29,933","29,734","29,674","32,813","33,079"
Total Assets,"34,859","35,406","33,282","34,082","34,475","34,212","31,869","31,999","31,459","34,063","31,324","32,934","45,932","46,175","43,726","44,160","43,202","43,899","43,177","43,953","55,459","59,233","57,501","52,913","49,271","52,618","50,200","46,651","47,414","48,776","44,388","39,564","39,523","40,235","36,746","33,953","36,954","36,826","37,151","36,469"
Accounts Payable,409,321,311,332,416,274,290,307,400,208,193,296,425,235,194,270,374,203,209,289,399,205,224,246,325,278,273,348,380,271,260,266,449,379,396,417,552,412,454,490
Current Debt,525,0,0,"1,300","1,000","1,000","1,003",3,4,4,0,0,0,0,0,0,864,864,864,"2,007","13,848","2,144","2,144","1,000","1,000","3,000","1,500","1,500","1,500","1,500",0,"1,105","1,105","2,517","2,634","1,443","1,556","1,339","3,121","1,121"
Other Current Liabilities,"6,124","7,263","4,735","5,735","6,257","7,621","4,968","6,257","6,666","8,404","5,319","6,599","6,950","8,065","5,388","6,392","5,554","6,408","5,315","6,350","6,946","7,770","5,584","6,416","6,849","7,876","7,627","6,442","7,183","8,233","5,523","6,741","7,025","8,032","5,281","6,237","6,508","7,395","8,089","8,770"
Total Current Liabilities,"7,058","7,584","5,046","7,367","7,673","8,895","6,261","6,567","7,070","8,616","5,512","6,895","7,375","8,300","5,582","6,662","6,792","7,475","6,388","8,646","21,193","10,119","7,952","7,662","8,174","11,154","9,400","8,290","9,063","10,004","5,783","8,112","8,579","10,928","8,311","8,097","8,616","9,146","11,664","10,381"
Long-Term Debt,"13,992","13,992","13,993","12,693","13,693","12,901","12,917","12,918","12,843","12,846","12,837","13,878","13,881","13,884","13,887","13,890","13,030","13,033","13,036","11,896","11,898","27,024","27,096","26,903","27,042","26,971","27,542","27,755","27,971","28,180","28,241","27,022","26,939","25,405","25,046","24,848","25,124","24,048","24,074","23,977"
Other Long-Term Liabilities,"9,656","9,683","9,816","9,696","10,064","9,854","9,882","9,598","8,636","9,816","9,796","9,178","11,865","11,690","11,800","11,402","7,962","7,957","7,918","7,877","7,540","7,971","7,949","7,672","7,698","7,818","7,434","7,335","7,415","7,557","7,064","5,656","5,611","5,662","5,792","5,240","7,137","7,458","5,190","5,468"
