,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,488,"1,175","1,262","1,397","1,236","1,018","1,448","1,528","1,247","1,217","1,653","1,093","10,276","1,401","1,989","1,866","4,966","1,894","1,876","1,943","1,250","1,120","1,996","-2,600","-1,809","1,552","1,943",-952,"1,924","1,424","2,149","-2,722","1,624","1,959",891,224,"2,690","1,787","2,117","2,166"
Depreciation & Amortization,54,50,50,49,59,49,51,50,75,49,49,51,55,52,52,51,54,53,51,64,59,53,53,57,63,65,65,62,65,63,65,62,54,52,57,54,63,52,62,80
Other Operating Activities,974,900,"-2,678",855,308,"1,431","-2,750","1,265",431,"1,452","-3,332","1,298","-10,035","1,222","-2,771",282,"-4,263",862,-886,709,516,"1,116","-1,946","5,425","4,309","1,512",-191,"1,788",552,"1,553","-2,575","5,723",985,"1,064","-1,462","2,798",-134,"1,145","-2,055",706
Operating Cash Flow,"1,516","2,125","-1,366","2,301","1,603","2,498","-1,251","2,843","1,753","2,718","-1,630","2,442",296,"2,675",-730,"2,199",757,"2,809","1,041","2,716","1,825","2,289",103,"2,882","2,563","3,129","1,817",898,"2,541","3,040",-361,"3,063","2,663","3,075",-514,"3,076","2,619","2,984",124,"2,952"
Operating Cash Flow Growth,-14.11%,27.70%,-,-4.84%,5.74%,17.55%,-,23.55%,9.36%,8.81%,-,-14.10%,-83.11%,-1.58%,-,-9.95%,155.74%,5.01%,-,23.51%,141.08%,-18.51%,-90.11%,6.11%,40.44%,36.70%,1664.08%,-68.84%,-0.86%,-2.84%,-,241.09%,4.80%,1.15%,-,0.42%,-1.65%,-2.96%,-,-4.03%
Capital Expenditures,-41,-27,-33,-56,-47,-48,-51,-63,-67,-26,-51,-51,-61,-33,-58,-60,-48,-34,-38,-60,-106,-38,-41,-81,-86,-52,-54,-56,-69,-26,-27,-49,-67,-45,-38,-64,-58,-55,-48,-40
Acquisitions,0,0,-93,0,-9,0,0,0,0,0,0,0,"3,150",0,0,0,-415,0,0,-15,"-12,800","-1,831",-1,-452,-36,0,0,0,0,0,0,0,"1,176",0,0,0,"1,000",0,"-2,750","1,699"
Change in Investments,157,98,91,1,179,147,38,70,-33,56,0,151,534,2,43,88,-133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,1,5,61,13,-6,-,1,1,-10,4,-46,-2,50,-199,-1,16,331,-7,-2,19,55,-81,16,97,136,-,43,12,33,-3,47,16,145,11,-78,-1,55,-1,-4,-18
Investing Cash Flow,117,76,26,-42,117,99,-12,8,-110,34,-97,98,"3,673",-230,-16,44,-265,-41,-40,-56,"-12,851","-1,950",-26,-436,14,-52,-11,-44,-36,-29,20,-33,"1,254",-34,-116,-65,997,-56,"-2,802","1,641"
Dividends Paid,-960,-957,-955,-952,"-1,028","-1,026","-1,024","-1,021","-1,108","-1,108","-1,107","-1,106","-1,191","-1,187","-1,182","-1,175","-1,263","-1,257","-1,328","-1,324","-1,506","-1,502","-1,499","-1,497","-1,571","-1,563","-1,563","-1,564","-1,600","-1,601","-1,595","-1,591","-1,659","-1,645","-1,634","-1,629","-1,691","-1,683","-1,682","-1,675"
Share Issuance / Repurchase,-252,-272,-132,-275,-260,-192,-263,-63,-36,-168,-173,-171,-518,-551,"-1,049",-759,-558,-513,-437,-367,-356,-151,-195,0,-499,0,0,0,0,-325,-325,-322,-703,-576,-507,-368,-374,0,-472,-260
Debt Issued / Paid,-376,-525,0,0,699,-793,0,"-1,000",0,0,0,"1,043",0,0,0,0,0,0,0,0,"11,936","3,465",0,"-1,144",0,"2,000","-1,007",0,0,430,"-1,500",0,0,0,0,"-1,105",0,"-1,348","1,782","-2,000"
Other Financing Activities,"-1,081",-2,-,16,-51,-233,-1,17,-37,-30,11,-827,16,-38,-9,-,-,-23,-2,-,-107,-129,-2,4,8,-10,-6,-,-83,-676,-157,-6,1,-11,-,-1,-,-14,-1,-
Financing Cash Flow,"-2,669","-1,756","-1,087","-1,211",-640,"-2,244","-1,288","-2,067","-1,181","-1,306","-1,269","-1,061","-1,693","-1,776","-2,240","-1,934","-1,821","-1,793","-1,767","-1,691","9,967","1,683","-1,696","-2,637","-2,062",427,"-2,576","-1,564","-1,683","-2,172","-3,577","-1,919","-2,361","-2,232","-2,141","-3,103","-2,065","-3,045",-373,"-3,935"
Net Cash Flow,"-1,036",445,"-2,427","1,048","1,080",353,"-2,551",784,462,"1,446","-2,996","1,479","2,276",669,"-2,986",309,"-1,329",975,-766,969,"-1,059","2,022","-1,619",-191,515,"3,504",-770,-710,822,839,"-3,918","1,111","1,556",809,"-2,771",-92,"1,551",-117,"-3,051",658
Free Cash Flow,"1,475","2,098","-1,399","2,245","1,556","2,450","-1,302","2,780","1,686","2,692","-1,681","2,391",235,"2,642",-788,"2,139",709,"2,775","1,003","2,656","1,719","2,251",62,"2,801","2,477","3,077","1,763",842,"2,472","3,014",-388,"3,014","2,596","3,030",-552,"3,012","2,561","2,929",76,"2,912"
Free Cash Flow Growth,-14.14%,27.23%,-,-5.23%,5.49%,16.78%,-,23.83%,8.35%,9.88%,-,-13.99%,-86.06%,-1.86%,-,-10.54%,201.70%,5.03%,-,24.17%,142.45%,-18.88%,-93.82%,5.46%,44.10%,36.69%,2743.55%,-69.94%,-0.20%,-2.05%,-,257.96%,5.02%,0.53%,-,-0.07%,-1.35%,-3.33%,-,-3.32%
Free Cash Flow Margin,24.26%,38.03%,-22.36%,34.59%,24.86%,42.21%,-19.69%,41.50%,26.69%,44.38%,-25.78%,34.63%,3.76%,43.43%,-11.83%,31.79%,11.62%,45.43%,15.91%,38.85%,28.12%,40.00%,0.94%,40.85%,41.24%,48.39%,27.69%,11.82%,39.21%,49.93%,-5.59%,44.41%,41.50%,51.43%,-8.44%,45.98%,41.91%,51.22%,1.17%,46.36%
