,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"3,319","2,754","3,002","2,911","3,642","4,045","4,367","5,062","6,159","4,701","6,028","6,238","5,233","5,695","6,527","6,518","6,674","8,017","8,526","9,295","7,175","7,925","8,468","10,176","11,724","11,714","13,862","14,033","17,637","17,241","18,441","18,756","22,124","18,402","13,798","14,456","13,447","14,835","17,483","16,251","18,576"
Market Cap Growth,122.61%,45.80%,35.74%,3.90%,9.72%,46.86%,45.44%,73.85%,69.14%,16.20%,38.05%,23.25%,-15.04%,21.15%,8.27%,4.48%,27.53%,40.78%,30.64%,42.60%,7.52%,-1.15%,-0.68%,9.48%,63.39%,47.82%,63.70%,37.91%,50.44%,47.18%,33.03%,33.65%,25.44%,6.74%,-25.18%,-22.92%,-39.22%,-19.38%,26.71%,12.42%,-
Enterprise Value,"3,240","2,657","2,914","2,754","3,435","3,851","4,163","4,823","6,192","4,805","6,122","6,249","5,207","5,631","6,472","6,393","6,488","7,806","8,433","9,075","7,041","7,995","8,497","10,039","11,514","11,434","13,531","13,533","17,056","16,604","19,805","19,997","23,203","19,531","14,854","15,407","14,319","15,631","18,290","16,909","19,097"
PE Ratio,78.93,57.95,50.92,42.82,59.44,58.55,57.96,62.82,178.68,68.81,79.86,70.05,41.94,44.07,51.67,42.59,27.00,52.99,54.43,59.70,56.85,72.44,66.16,62.98,62.64,61.59,64.31,89.31,81.51,116.57,180.58,106.16,100.96,115.06,86.35,67.89,108.17,120.12,88.97,86.42,113.36
PS Ratio,7.66,6.06,6.30,5.90,7.07,7.53,7.80,8.56,9.69,6.93,8.35,8.25,6.74,7.15,8.00,7.75,7.74,9.02,9.36,9.94,7.47,7.92,8.15,9.37,10.51,10.54,12.35,12.57,15.54,13.60,12.79,11.78,12.62,10.12,7.53,7.81,7.21,7.80,9.09,8.33,9.52
PB Ratio,13.47,10.33,11.27,9.84,10.81,11.04,10.90,11.74,7.17,5.94,7.27,7.07,5.72,5.89,6.41,6.05,5.72,6.36,6.36,6.54,5.42,5.83,5.96,6.70,7.25,6.84,7.58,7.39,8.88,8.37,8.75,8.52,9.52,7.71,5.61,5.68,5.12,5.52,6.32,5.70,3.97
P/FCF Ratio,82.63,46.82,34.16,25.52,37.48,40.28,49.40,66.15,59.19,47.00,56.43,46.10,37.34,46.46,44.02,42.69,41.69,43.21,41.81,41.72,36.24,41.13,39.75,47.85,47.32,43.70,44.79,42.97,51.53,62.18,60.52,59.33,74.87,47.31,44.26,43.63,38.00,56.90,56.81,48.88,55.87
P/OCF Ratio,50.62,35.16,29.29,23.59,34.75,36.97,44.46,56.86,46.88,36.62,42.96,36.05,28.92,33.80,33.61,33.30,34.72,37.57,36.64,37.15,31.26,34.24,33.96,39.95,40.78,38.69,40.47,39.52,47.66,55.63,53.37,50.45,62.57,40.84,36.83,37.90,33.40,48.36,49.27,42.72,48.83
Debt / Equity Ratio,0,0,0,0,0,-0.05,0,0,0.08,0.18,0.16,0.04,0.01,-0.06,-0.06,-0.05,-0.06,-0.04,-0.03,-0.03,-0.05,0.08,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.30,0.75,0.67,0.60,0.57,0.53,0.45,0.40,0.34,0.33,0.28,0.28
Quick Ratio,1.02,1.14,1.08,1.22,1.37,1.52,1.48,1.66,0.79,0.70,0.84,0.73,0.78,0.77,0.98,1.04,1.30,1.67,1.34,1.43,1.22,1.00,1.00,1.14,1.34,1.60,1.69,1.79,1.97,3.24,1.21,1.01,1.09,1.03,1.06,0.98,0.89,0.80,0.91,0.85,0.85
