,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"19,175","20,407","24,572","40,891","54,693","68,321","96,172","128,355","93,771","118,775","133,401"
Market Cap Growth,31.16%,6.43%,20.41%,66.41%,33.75%,24.92%,40.76%,33.46%,-26.94%,26.67%,-
Enterprise Value,"17,943","18,848","22,018","38,930","51,630","65,100","91,061","124,151","89,653","113,552","128,178"
PE Ratio,45.79,34.66,33.28,60.95,48.49,49.53,90.68,75.30,70.92,66.06,75.27
PS Ratio,8.99,8.56,9.08,13.03,14.69,15.26,22.07,22.48,15.07,16.67,18.73
PB Ratio,5.67,4.72,4.25,8.56,8.19,8.27,9.88,10.79,8.49,8.93,10.02
P/FCF Ratio,34.27,28.14,23.78,42.90,55.68,58.26,84.12,73.35,97.84,158.45,177.96
P/OCF Ratio,28.83,25.31,22.61,35.75,46.76,42.75,64.77,61.43,62.90,65.48,73.55
EV/Sales Ratio,8.42,7.90,8.14,12.41,13.86,14.54,20.89,21.74,14.41,15.94,17.99
EV/EBITDA Ratio,28.78,22.23,20.44,32.05,36.47,37.94,60.95,56.46,45.35,47.42,53.53
EV/EBIT Ratio,32.68,24.85,22.35,35.24,40.26,43.41,75.83,66.50,56.57,58.54,66.08
EV/FCF Ratio,32.07,25.99,21.31,40.84,52.57,55.52,79.65,70.95,93.54,151.48,171.00
Quick Ratio,3.09,3.97,5.00,3.72,4.56,3.75,5.96,4.34,3.56,3.83,3.83
Current Ratio,3.62,4.46,5.45,4.24,5.28,4.53,6.87,5.08,4.40,4.76,4.76
Asset Turnover,0.56,0.53,0.46,0.58,0.52,0.50,0.42,0.45,0.46,0.50,0.50
Return on Equity (ROE),12.90%,14.90%,13.90%,14.60%,18.60%,18.20%,11.70%,15.40%,11.30%,14.70%,14.70%
Return on Assets (ROA),11.00%,13.00%,12.40%,12.50%,15.90%,15.50%,10.20%,13.50%,9.90%,12.60%,12.60%
Return on Capital (ROIC),12.30%,13.30%,12.32%,13.51%,15.79%,15.30%,9.53%,13.97%,11.92%,12.31%,12.31%
Earnings Yield,2.18%,2.89%,3.00%,1.64%,2.06%,2.02%,1.10%,1.33%,1.41%,1.51%,1.35%
FCF Yield,2.92%,3.55%,4.20%,2.33%,1.80%,1.72%,1.19%,1.36%,1.02%,0.63%,0.56%
Buyback Yield / Dilution,5.99%,-0.53%,-3.69%,1.36%,-2.15%,-0.56%,-0.73%,-1.33%,1.04%,1.27%,1.27%
Total Shareholder Return,5.99%,-0.53%,-3.69%,1.36%,-2.15%,-0.56%,-0.73%,-1.33%,1.04%,1.27%,1.27%
