,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"16,616","18,160","19,270","17,015","21,098","22,456","33,254","19,795","26,589","22,743","21,981","20,391","20,414","20,879","20,806","16,823","22,697","21,194","18,628","18,870","14,128","14,622","9,814","10,204","10,374","7,696","8,312","7,666","10,149","16,863","17,272","16,386","16,363","13,160","12,693","10,331","13,497","11,513","11,966","11,827","15,668"
Market Cap Growth,48.53%,58.56%,62.95%,16.75%,26.97%,23.66%,72.57%,16.34%,26.03%,1.28%,-33.90%,3.01%,-23.22%,-8.20%,-5.35%,-17.50%,11.18%,1.51%,-10.47%,12.17%,-37.75%,-31.01%,-47.32%,-45.92%,-26.57%,-47.37%,-15.30%,-24.87%,-2.18%,119.11%,107.78%,113.74%,61.24%,-21.96%,-26.51%,-36.95%,-17.51%,-12.51%,-5.73%,14.48%,-
Enterprise Value,"24,355","26,122","27,300","24,897","29,376","30,710","41,304","25,622","32,727","29,019","29,102","34,952","34,955","35,181","35,251","30,994","37,125","35,959","33,040","32,889","27,603","28,183","22,943","22,911","22,621","19,809","20,182","19,341","35,143","40,495","41,000","39,099","38,749","34,432","33,023","29,673","31,512","29,789","29,941","28,902","32,742"
PE Ratio,26.64,28.70,33.21,18.49,22.70,25.81,36.43,23.50,31.37,28.26,27.29,79.31,42.53,39.21,31.47,19.36,32.61,29.57,40.74,34.59,40.08,60.82,285.29,214.82,617.52,122.94,30.73,28.78,-15.15,-9.76,-8.44,-8.53,-12.89,78.47,16.68,12.86,6.49,6.05,6.45,6.46,8.65
PS Ratio,2.40,2.60,2.70,2.29,2.73,2.85,3.95,2.19,2.82,2.33,2.21,1.98,1.84,1.80,1.73,1.41,1.91,1.79,1.59,1.63,1.24,1.30,0.87,0.90,0.90,0.66,0.72,0.67,0.85,1.23,1.11,0.95,0.92,0.75,0.74,0.62,0.83,0.73,0.77,0.77,1.01
PB Ratio,5.65,5.72,5.78,5.02,6.48,2.48,3.48,2.02,2.72,2.21,2.13,1.72,1.84,1.79,1.62,1.27,1.71,1.61,1.53,1.56,1.16,1.23,0.83,0.89,0.87,0.68,0.71,0.61,0.44,0.79,0.81,0.78,0.80,0.64,0.64,0.54,0.64,0.55,0.57,0.57,0.75
P/FCF Ratio,20.84,18.94,20.32,16.62,30.60,31.51,51.16,17.04,16.16,15.63,12.47,10.43,12.32,10.32,9.49,10.44,12.69,10.67,10.05,9.71,6.76,10.40,5.96,6.81,6.52,3.99,5.06,4.55,10.24,10.93,10.21,7.55,6.35,4.61,4.10,3.56,5.27,4.78,5.60,5.60,7.42
P/OCF Ratio,15.02,14.11,15.05,13.03,20.79,22.15,35.04,13.35,13.24,12.48,10.35,8.68,9.97,8.63,8.09,8.77,10.99,9.49,8.89,8.57,6.03,8.70,5.11,5.82,5.75,3.61,4.51,4.07,8.24,9.42,8.77,6.48,5.42,3.98,3.58,3.10,4.57,4.13,4.79,4.80,6.36
Debt / Equity Ratio,2.73,2.58,2.47,2.39,2.61,0.94,0.89,0.65,0.76,0.73,1.31,1.34,1.40,1.29,1.17,1.11,1.11,1.15,1.21,1.20,1.14,1.16,1.12,1.14,1.07,1.13,1.04,0.98,1.13,1.14,1.15,1.11,1.13,1.08,1.06,1.04,0.91,0.90,0.89,0.88,0.88
Quick Ratio,0.71,0.73,0.75,0.43,0.47,0.48,0.61,0.95,0.95,0.96,2.46,0.46,0.85,0.79,0.69,0.77,0.61,0.53,0.65,0.66,0.71,0.72,0.64,0.71,0.63,0.64,0.44,0.50,0.54,0.53,0.51,0.50,0.50,0.50,0.57,0.61,0.75,0.66,0.65,0.74,0.74
