,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"1,490","1,604","3,564","6,367","7,034","7,725","7,280","8,559","19,894","22,726"
Revenue Growth (YoY),39.15%,7.67%,122.21%,78.63%,10.47%,9.82%,-5.75%,17.56%,132.44%,14.24%
Cost of Revenue,"1,170","1,247","2,663","4,771","5,307","5,802","5,304","6,336","14,043","14,982"
Gross Profit,319.92,357,901.46,"1,597","1,727","1,923","1,977","2,223","5,851","7,744"
"Selling, General & Admin",271.88,307.39,810.7,"1,360","1,442","1,554","1,585","1,679","3,464","3,974"
Operating Expenses,271.88,307.39,810.7,"1,360","1,442","1,554","1,585","1,679","3,464","3,974"
Operating Income,48.04,49.61,90.76,236.34,285.1,368.97,392.31,543.85,"2,387","3,770"
Interest Expense / Income,89.64,30.35,109.2,214.67,193.17,108.21,109.55,135.69,135.88,198.37
Other Expense / Income,0.33,-,-,-,-,-,-,-,-,-
Pretax Income,-41.92,19.26,-18.44,21.67,91.93,260.76,282.76,408.17,"2,252","3,572"
Income Tax,0.77,1.11,4.39,-122.67,53.15,55.56,60.95,94.63,526.13,822.46
Net Income,-42.69,18.15,-22.83,144.34,38.78,205.19,221.81,313.54,"1,725","2,749"
Net Income Growth,-,-,-,-,-73.13%,429.10%,8.10%,41.35%,450.31%,59.35%
Shares Outstanding (Basic),96,98,103,111,113,115,116,117,202,162
Shares Outstanding (Diluted),96,101,103,114,116,117,117,118,203,163
Shares Change,1.03%,4.22%,2.65%,10.07%,1.77%,0.83%,0.40%,0.76%,72.55%,-19.65%
EPS (Basic),-0.44,0.19,-0.22,1.30,0.34,1.79,1.92,2.69,8.55,16.98
EPS (Diluted),-0.44,0.18,-0.22,1.27,0.34,1.76,1.90,2.66,8.48,16.82
EPS Growth,-,-,-,-,-73.23%,417.65%,7.95%,40.00%,218.80%,98.35%
Free Cash Flow,-60.04,1.99,137.5,123.87,119.1,186.17,397.72,156.49,"1,529","3,270"
Free Cash Flow Per Share,-0.62,0.02,1.33,1.12,1.06,1.63,3.44,1.34,7.58,20.19
Gross Margin,21.47%,22.26%,25.29%,25.08%,24.56%,24.89%,27.15%,25.97%,29.41%,34.08%
Operating Margin,3.22%,3.09%,2.55%,3.71%,4.05%,4.78%,5.39%,6.35%,12.00%,16.59%
Profit Margin,-2.87%,1.13%,-0.64%,2.27%,0.55%,2.66%,3.05%,3.66%,8.67%,12.10%
Free Cash Flow Margin,-4.03%,0.12%,3.86%,1.95%,1.69%,2.41%,5.46%,1.83%,7.69%,14.39%
Effective Tax Rate,-,5.77%,-,-566.12%,57.81%,21.31%,21.55%,23.18%,23.37%,23.03%
EBITDA,57.02,59.13,149.04,346.13,378.1,466.87,492.34,660.42,"2,935","4,267"
EBITDA Margin,3.83%,3.69%,4.18%,5.44%,5.38%,6.04%,6.76%,7.72%,14.75%,18.78%
Depreciation & Amortization,9.31,9.52,58.28,109.79,92.99,97.91,100.04,116.57,547.35,497.14
EBIT,47.72,49.61,90.76,236.34,285.1,368.97,392.31,543.85,"2,387","3,770"
EBIT Margin,3.20%,3.09%,2.55%,3.71%,4.05%,4.78%,5.39%,6.35%,12.00%,16.59%
