,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"166,072","188,139","175,242","223,322","307,912","241,822","316,808","262,205","364,110","265,703","269,779"
Market Cap Growth,32.72%,13.29%,-6.86%,27.44%,37.88%,-21.46%,31.01%,-17.24%,38.86%,-27.03%,-
Enterprise Value,"326,661","325,805","254,816","278,557","363,511","232,362","303,713","23,716","254,224","259,216","232,067"
PE Ratio,16.47,42.03,12.15,13.84,18.53,9.06,12.19,15.92,11.92,10.21,9.55
PS Ratio,1.87,2.19,2.11,2.67,3.53,2.66,3.47,3.07,4.09,2.80,2.67
PB Ratio,0.71,0.77,0.68,0.84,1.15,0.91,1.20,0.96,1.35,0.97,0.94
P/FCF Ratio,1.79,6.11,6.17,12.93,31.22,6.12,5.13,6.90,-50.62,-42.00,6.24
P/OCF Ratio,1.79,6.11,6.17,12.93,31.22,6.12,5.13,6.90,-50.62,-42.00,6.24
EV/Sales Ratio,3.67,3.79,3.07,3.33,4.17,2.55,3.33,0.28,2.85,2.73,2.29
EV/EBITDA Ratio,17.32,31.07,10.37,10.22,11.61,6.34,8.81,1.14,7.09,7.87,6.60
EV/EBIT Ratio,20.20,40.91,11.48,11.13,12.44,6.72,9.27,1.25,7.48,8.37,7.01
EV/FCF Ratio,3.52,10.58,8.97,16.12,36.85,5.88,4.92,0.62,-35.34,-40.97,5.36
Debt / Equity Ratio,2.12,1.95,1.71,1.54,1.64,1.65,1.62,1.66,1.84,1.82,2.20
Debt / EBITDA Ratio,26.19,45.36,17.87,15.08,13.95,11.91,12.47,21.72,13.83,15.13,17.96
Debt / FCF Ratio,5.32,15.44,15.46,23.79,44.30,11.05,6.96,11.91,-68.98,-78.80,14.59
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03
Return on Equity (ROE),4.30%,1.90%,5.70%,6.10%,6.20%,10.10%,9.70%,6.10%,11.20%,9.60%,10.30%
Return on Assets (ROA),0.50%,0.20%,0.70%,0.70%,0.70%,1.10%,1.10%,0.60%,1.00%,0.80%,0.90%
Return on Capital (ROIC),1.92%,0.99%,2.61%,3.01%,2.89%,4.39%,4.38%,3.94%,3.61%,3.86%,3.76%
Earnings Yield,6.07%,2.38%,8.23%,7.23%,5.40%,11.04%,8.21%,6.28%,8.39%,9.79%,10.72%
FCF Yield,55.89%,16.37%,16.20%,7.74%,3.20%,16.34%,19.50%,14.49%,-1.98%,-2.38%,16.03%
Dividend Yield,0.30%,0.70%,1.20%,1.10%,1.30%,2.20%,1.90%,2.40%,1.80%,2.60%,2.82%
Payout Ratio,4.30%,27.90%,14.50%,15.90%,23.90%,20.50%,23.80%,38.30%,21.70%,26.80%,26.89%
Buyback Yield / Dilution,-6.00%,7.89%,-6.16%,1.69%,2.43%,5.02%,7.76%,6.84%,2.71%,4.57%,1.04%
Total Shareholder Return,-5.70%,8.59%,-4.96%,2.79%,3.73%,7.22%,9.66%,9.24%,4.51%,7.17%,3.86%
