,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"88,942","85,894","82,965","83,701","87,126","91,020","91,244","85,528","89,113","94,950"
Revenue Growth (YoY),6.73%,-3.43%,-3.41%,0.89%,4.09%,4.47%,0.25%,-6.26%,4.19%,6.55%
Gross Profit,"88,942","85,894","82,965","83,701","87,126","91,020","91,244","85,528","89,113","94,950"
"Selling, General & Admin","68,128","74,720","57,617","55,083","46,946","45,742","47,492","46,558","50,081","51,506"
Other Operating Expenses,"1,086",936,0,0,"7,571","7,412","7,408","8,655","9,650","9,932"
Operating Expenses,"69,214","75,656","57,617","55,083","54,517","53,154","54,900","55,213","59,731","61,438"
Operating Income,"19,728","10,238","25,348","28,618","32,609","37,866","36,344","30,315","29,382","33,512"
Other Expense / Income,"3,556","2,275","3,161","3,597","3,396","3,282","3,590","11,320","-4,594","2,543"
Pretax Income,"16,172","7,963","22,187","25,021","29,213","34,584","32,754","18,995","33,976","30,969"
Income Tax,"4,741","2,443","6,277","7,199","10,981","6,437","5,324","1,101","1,998","3,441"
Net Income,"11,431","5,520","15,910","17,822","18,232","28,147","27,430","17,894","31,978","27,528"
Preferred Dividends,"1,349","1,044","1,483","1,682","1,614","1,451","1,432","1,421","1,421","1,513"
Net Income Common,"10,082","4,476","14,427","16,140","16,618","26,696","25,998","16,473","30,557","26,015"
Net Income Growth,265.29%,-55.60%,222.32%,11.87%,2.96%,60.65%,-2.61%,-36.64%,85.50%,-14.86%
Shares Outstanding (Basic),"10,731","10,528","10,462","10,284","10,196","10,097","9,391","8,753","8,493","8,114"
Shares Outstanding (Diluted),"11,491","10,585","11,236","11,047","10,778","10,237","9,443","8,797","8,558","8,168"
Shares Change,6.00%,-7.89%,6.16%,-1.69%,-2.43%,-5.02%,-7.76%,-6.84%,-2.71%,-4.57%
EPS (Basic),0.94,0.43,1.38,1.57,1.63,2.64,2.77,1.88,3.60,3.21
EPS (Diluted),0.90,0.42,1.31,1.49,1.56,2.61,2.75,1.87,3.57,3.19
EPS Growth,260.00%,-53.33%,211.90%,13.74%,4.70%,67.31%,5.36%,-32.00%,90.91%,-10.64%
Free Cash Flow,"92,817","30,795","28,397","17,277","9,864","39,520","61,777","37,993","-7,193","-6,327"
Free Cash Flow Per Share,8.65,2.92,2.71,1.68,0.97,3.91,6.58,4.34,-0.85,-0.78
Dividend Per Share,0.040,0.120,0.200,0.250,0.390,0.540,0.660,0.720,0.780,0.860
Dividend Growth,0%,200.00%,66.67%,25.00%,56.00%,38.46%,22.22%,9.09%,8.33%,10.26%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,22.18%,11.92%,30.55%,34.19%,37.43%,41.60%,39.83%,35.44%,32.97%,35.29%
Profit Margin,11.34%,5.21%,17.39%,19.28%,19.07%,29.33%,28.49%,19.26%,34.29%,27.40%
Free Cash Flow Margin,104.36%,35.85%,34.23%,20.64%,11.32%,43.42%,67.71%,44.42%,-8.07%,-6.66%
Effective Tax Rate,29.32%,30.68%,28.29%,28.77%,37.59%,18.61%,16.25%,5.80%,5.88%,11.11%
EBITDA,"18,855","10,485","24,576","27,262","31,316","36,647","34,483","20,838","35,874","32,947"
EBITDA Margin,21.20%,12.21%,29.62%,32.57%,35.94%,40.26%,37.79%,24.36%,40.26%,34.70%
Depreciation & Amortization,"2,683","2,522","2,389","2,241","2,103","2,063","1,729","1,843","1,898","1,978"
EBIT,"16,172","7,963","22,187","25,021","29,213","34,584","32,754","18,995","33,976","30,969"
EBIT Margin,18.18%,9.27%,26.74%,29.89%,33.53%,38.00%,35.90%,22.21%,38.13%,32.62%
