,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"333,190","337,922","359,579","355,823","381,334","446,029","443,264","691,067","606,085","505,036"
Cash & Cash Equivalents,"333,190","337,922","359,579","355,823","381,334","446,029","443,264","691,067","606,085","505,036"
Cash Growth,-4.63%,1.42%,6.41%,-1.04%,7.17%,16.97%,-0.62%,55.90%,-12.30%,-16.67%
Receivables,"59,448","61,845","58,312","58,759","61,623","65,814","55,937","64,221","72,263","67,543"
"Property, Plant & Equipment","10,475","10,049","9,485","9,139","9,247","9,906","10,561","11,000","10,833","11,510"
Goodwill and Intangibles,"80,470","77,919","73,529","68,969","68,951","68,951","68,951","68,951","69,022","69,022"
Total Assets,"2,102,273","2,104,534","2,144,287","2,188,067","2,281,234","2,354,507","2,434,079","2,819,627","3,169,495","3,051,375"
Total Liabilities,"1,869,588","1,861,063","1,888,111","1,921,872","2,014,088","2,089,182","2,169,269","2,546,703","2,899,429","2,778,178"
Total Debt,"493,779","475,588","439,153","411,058","436,933","436,569","430,169","452,578","496,199","498,549"
Debt Growth,-17.65%,-3.68%,-7.66%,-6.40%,6.29%,-0.08%,-1.47%,5.21%,9.64%,0.47%
Common Stock,"168,645","172,767","173,315","172,258","160,412","141,222","115,124","110,492","87,106","87,350"
Retained Earnings,"72,497","75,024","88,219","101,225","113,816","136,314","156,319","164,088","188,064","207,003"
Comprehensive Income,"-8,457","-4,320","-5,358","-7,288","-7,082","-12,211","-6,633","-1,656","-5,104","-21,156"
Shareholders' Equity,"232,685","243,471","256,176","266,195","267,146","265,325","264,810","272,924","270,066","273,197"
Net Cash / Debt,"-160,589","-137,666","-79,574","-55,235","-55,599","9,460","13,095","238,489","109,886","6,487"
Net Cash / Debt Growth,-,-,-,-,-,-,38.42%,1721.22%,-53.92%,-94.10%
Net Cash Per Share,-13.97,-13.01,-7.08,-5.00,-5.16,0.92,1.39,27.11,12.84,0.79
Book Value Per Share,21.68,23.13,24.49,25.88,26.20,26.28,28.20,31.18,31.80,33.67
