,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"19,295","18,018","18,693","18,437","12,665","13,892","13,644","12,514","12,506","13,412","15,661","14,133","15,756","17,743","19,213","21,894","23,719","21,200","21,130","20,653","24,224","24,925","21,933","23,442","25,609","23,738","29,745","31,475","36,874","40,720","46,497","47,676","42,075","35,795","40,057","40,957","45,027","40,047","35,968","30,245","39,509"
Market Cap Growth,23.84%,25.24%,21.31%,9.80%,-34.36%,-22.90%,-27.01%,-32.13%,-1.25%,-3.46%,14.78%,12.94%,25.99%,32.29%,22.68%,54.91%,50.54%,19.48%,9.98%,-5.67%,2.13%,17.57%,3.80%,13.50%,5.71%,-4.76%,35.61%,34.27%,43.99%,71.54%,56.32%,51.47%,14.10%,-12.10%,-13.85%,-14.09%,7.02%,11.88%,-10.21%,-26.16%,-
Enterprise Value,"19,248","17,761","18,518","17,882","12,205","13,351","13,224","11,924","12,308","13,162","15,349","13,748","15,507","17,397","18,731","21,227","22,977","20,304","20,798","20,205","23,965","24,568","21,966","24,467","26,845","24,902","30,710","32,393","38,044","42,272","47,927","48,830","43,647","37,493","41,892","42,673","46,748","41,605","37,428","31,390","40,947"
PE Ratio,25.73,24.92,26.63,33.58,30.37,38.06,41.47,31.21,27.25,28.97,32.90,30.59,30.96,30.49,30.35,32.01,121.02,89.45,70.91,65.36,21.25,22.31,20.46,21.89,33.52,34.76,43.05,43.78,45.52,44.02,46.97,39.40,34.92,28.34,30.16,32.66,34.03,29.64,31.75,24.39,32.18
PS Ratio,5.99,7.27,10.19,4.55,3.12,3.44,3.37,3.10,3.10,3.27,3.80,3.36,3.72,4.10,4.37,4.90,5.14,4.49,4.39,4.20,4.86,4.97,4.31,4.54,4.89,4.53,5.70,5.90,6.67,7.00,7.57,7.55,6.53,5.48,6.02,5.98,6.50,5.69,5.14,4.43,5.82
PB Ratio,3.54,3.20,3.32,3.48,2.99,3.34,3.33,3.00,3.09,3.22,3.61,3.33,3.67,4.06,4.17,4.53,5.25,4.60,4.63,4.52,4.81,4.86,4.62,4.94,5.28,4.98,5.97,6.46,7.68,8.47,9.40,8.85,8.16,6.99,7.87,7.72,8.03,6.93,6.47,5.17,6.81
P/FCF Ratio,20.95,19.37,25.12,34.14,37.36,58.13,38.76,29.38,22.70,22.13,22.80,21.61,23.69,27.30,28.89,30.71,30.25,25.70,26.28,22.67,26.05,28.07,23.87,27.07,42.75,35.64,40.36,39.20,33.74,32.47,36.67,36.73,32.85,33.80,39.16,40.11,42.44,33.85,25.33,20.52,27.00
P/OCF Ratio,17.52,16.22,20.23,25.22,24.50,37.05,29.99,24.44,19.45,18.78,19.58,17.82,19.74,22.15,23.01,24.63,24.01,20.50,21.07,19.00,22.33,24.11,20.33,22.96,34.19,29.31,34.67,34.18,30.27,29.57,32.72,32.10,28.01,27.26,30.69,31.22,33.28,27.28,21.11,17.07,22.46
Debt / Equity Ratio,0.50,0.48,0.39,0.31,0.39,0.40,0.40,0.40,0.43,0.45,0.43,0.45,0.46,0.47,0.45,0.42,0.47,0.46,0.39,0.39,0.36,0.35,0.38,0.51,0.51,0.52,0.47,0.48,0.52,0.61,0.58,0.51,0.53,0.57,0.57,0.52,0.53,0.47,0.50,0.47,0.47
Quick Ratio,2.32,2.24,2.08,1.68,2.95,2.98,3.12,2.92,2.69,2.42,2.42,3.09,2.66,2.58,2.61,2.69,2.67,2.76,2.82,2.58,2.64,2.66,1.62,1.11,1.16,1.14,1.74,1.69,1.43,1.40,1.48,1.61,1.49,1.35,1.27,1.32,1.40,1.55,1.52,1.80,1.80
