,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"2,615","2,745","2,426","2,471","2,578","2,701","2,572","2,464","2,735","2,874"
Revenue Growth (YoY),9.51%,4.98%,-11.63%,1.88%,4.30%,4.77%,-4.78%,-4.19%,11.01%,5.07%
Cost of Revenue,883.56,905.17,806.23,826.27,879.63,908.33,916.39,948.79,982.58,"1,046"
Gross Profit,"1,731","1,840","1,620","1,645","1,698","1,792","1,655","1,515","1,753","1,827"
"Selling, General & Admin",50.68,64.66,57.84,52.22,53.81,52.76,48.31,56.51,58.71,60.72
Other Operating Expenses,758.86,765.9,705.65,745.44,786.43,831.08,820.83,855.04,882.17,888.71
Operating Expenses,809.54,830.56,763.49,797.67,840.24,883.84,869.14,911.55,940.88,949.43
Operating Income,921.64,"1,009",856.09,847.47,857.81,908.52,786.18,603.66,811.72,878.05
Interest Expense / Income,457.46,444.49,482.25,383.89,413.36,390.08,365.07,272.47,282.92,269.56
Other Expense / Income,-168.52,-306.29,"-3,919.94",-140.35,-213.97,-449.65,-493.38,"-1,002.58",-249.01,-228.1
Pretax Income,632.7,871.04,"4,294",603.93,658.41,968.1,914.49,"1,334",777.81,836.59
Income Tax,1.39,0.92,1.61,0.48,0.88,-2.28,0.85,0.92,0.9,1.15
Net Income,631.31,870.12,"4,292",603.45,657.54,970.38,913.64,"1,333",776.91,835.44
Preferred Dividends,4.15,6.84,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
Net Income Common,627.16,863.28,"4,289",600.36,654.45,967.29,910.55,"1,330",773.82,832.35
Net Income Growth,-65.66%,37.65%,396.84%,-86.00%,9.01%,47.80%,-5.87%,46.04%,-41.81%,7.56%
Shares Outstanding (Basic),361,363,365,367,368,370,372,374,376,379
Shares Outstanding (Diluted),378,381,382,383,384,386,386,388,389,391
Shares Change,6.61%,0.76%,0.36%,0.18%,0.27%,0.69%,-0.12%,0.57%,0.35%,0.37%
EPS (Basic),1.74,2.37,11.75,1.64,1.78,2.61,2.45,3.56,2.06,2.20
EPS (Diluted),1.73,2.36,11.68,1.63,1.77,2.60,2.45,3.54,2.05,2.20
EPS Growth,-66.47%,36.42%,394.92%,-86.04%,8.59%,46.89%,-5.77%,44.49%,-42.09%,7.32%
Free Cash Flow,655.1,630.15,"7,037",677.19,986.03,623.66,"1,944",896.66,"1,728","1,183"
Free Cash Flow Per Share,1.81,1.73,19.28,1.84,2.68,1.68,5.23,2.40,4.59,3.12
Dividend Per Share,2.000,2.211,13.015,2.016,2.160,2.270,2.410,2.410,2.500,2.650
Dividend Growth,8.11%,10.55%,488.65%,-84.51%,7.14%,5.09%,6.17%,0%,3.73%,6.00%
Gross Margin,66.21%,67.02%,66.76%,66.57%,65.87%,66.37%,64.37%,61.49%,64.08%,63.59%
Operating Margin,35.25%,36.77%,35.29%,34.29%,33.28%,33.64%,30.57%,24.50%,29.68%,30.55%
Profit Margin,23.99%,31.45%,176.81%,24.29%,25.39%,35.82%,35.41%,53.97%,28.29%,28.96%
Free Cash Flow Margin,25.05%,22.96%,290.08%,27.40%,38.25%,23.09%,75.60%,36.39%,63.16%,41.16%
Effective Tax Rate,0.22%,0.11%,0.04%,0.08%,0.13%,-0.24%,0.09%,0.07%,0.12%,0.14%
EBITDA,"1,849","2,085","5,485","1,735","1,862","2,201","2,112","2,458","1,955","2,008"
EBITDA Margin,70.72%,75.95%,226.11%,70.22%,72.23%,81.50%,82.12%,99.74%,71.48%,69.86%
Depreciation & Amortization,758.86,769.28,709.08,747.58,790.12,842.78,832.44,851.38,894.33,901.5
EBIT,"1,090","1,316","4,776",987.82,"1,072","1,358","1,280","1,606","1,061","1,106"
EBIT Margin,41.69%,47.92%,196.88%,39.97%,41.58%,50.29%,49.76%,65.19%,38.78%,38.49%
