,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"7,270","7,466","7,699","8,557","9,795","9,848","9,367","9,888","9,082","10,144","12,245","12,026","12,396","13,258","14,235","16,737","18,173","19,450","22,677","20,030","21,599","23,197","27,036","26,606","27,674","25,800","34,490","37,173","34,065","37,141","40,751","43,658","38,933","40,759","41,167","46,892","44,558","48,017","51,295","56,351","62,309"
Market Cap Growth,34.33%,33.48%,31.79%,28.60%,34.72%,31.90%,21.66%,15.55%,-7.28%,3.00%,30.73%,21.62%,36.49%,30.70%,16.25%,39.17%,46.61%,46.70%,59.30%,19.68%,18.85%,19.27%,19.22%,32.83%,28.13%,11.22%,27.57%,39.72%,23.09%,43.95%,18.15%,17.44%,14.29%,9.74%,1.02%,7.41%,14.45%,17.81%,24.60%,20.17%,-
Enterprise Value,"8,218","8,254","8,417","9,030","10,691","10,715","10,467","10,515","9,995","11,229","13,290","12,993","13,393","16,200","16,863","19,312","20,709","21,846","25,094","22,652","24,272","25,950","29,979","29,292","30,350","28,360","36,774","39,171","36,216","39,363","43,456","46,166","41,877","43,637","44,262","49,902","47,386","50,562","53,869","59,133","65,090"
PE Ratio,21.82,19.94,18.93,19.35,21.64,22.87,22.27,15.32,13.60,14.63,16.74,22.83,23.51,27.58,25.43,30.07,24.54,23.08,27.06,21.22,25.56,26.21,29.28,28.72,28.90,29.45,37.28,38.56,34.49,33.43,35.68,37.90,32.20,32.98,32.77,36.47,34.37,35.62,37.13,39.36,44.57
PS Ratio,1.66,1.78,1.84,2.04,2.34,2.25,2.10,2.17,1.95,2.12,2.52,2.45,2.50,2.49,2.51,2.79,2.87,3.00,3.46,3.00,3.19,3.37,3.86,3.73,3.81,3.64,4.91,5.36,4.94,5.22,5.61,5.87,5.11,5.19,5.07,5.60,5.18,5.45,5.71,6.13,6.78
PB Ratio,3.24,3.41,3.39,3.88,4.78,5.10,5.07,5.14,4.66,5.51,6.16,5.94,5.69,5.76,5.55,6.56,6.28,6.45,6.78,6.62,6.79,7.73,8.86,8.57,8.32,7.98,9.57,10.33,8.93,10.07,12.32,12.25,11.82,12.32,12.75,13.67,12.26,12.43,12.58,14.11,15.60
P/FCF Ratio,17.65,16.22,15.54,17.31,24.31,27.16,25.81,30.31,38.22,53.26,64.79,62.06,33.87,27.03,23.59,28.34,26.33,28.09,37.85,30.68,31.28,29.32,29.88,25.85,25.78,24.31,30.51,32.86,30.40,30.51,35.46,36.78,31.55,31.43,31.38,36.50,34.39,37.91,40.43,42.59,47.09
P/OCF Ratio,12.75,12.32,11.46,12.65,16.38,16.97,16.29,17.89,18.17,21.78,25.49,23.93,19.00,17.36,16.54,19.90,19.31,20.17,25.98,21.54,22.18,21.72,22.88,20.55,20.78,19.98,25.99,28.75,27.00,27.29,31.09,31.60,26.98,26.51,26.16,30.00,27.94,30.05,31.34,32.99,36.47
Debt / Equity Ratio,0.58,0.59,0.57,0.59,0.63,0.67,0.70,0.68,0.67,0.70,0.61,0.55,0.53,1.36,1.11,1.11,0.94,0.84,0.76,0.90,0.87,0.95,1.00,0.94,0.88,0.84,0.75,0.75,0.71,0.74,0.84,0.74,0.92,0.90,0.98,0.90,0.80,0.69,0.65,0.72,0.72
Quick Ratio,1.60,1.62,1.68,1.57,1.56,1.83,0.76,1.08,1.09,0.93,1.06,1.00,0.79,0.82,0.90,0.89,1.05,1.22,1.41,0.89,0.96,0.89,0.91,0.91,1.10,1.15,1.18,1.07,1.17,0.72,0.44,0.50,0.42,0.77,0.72,0.79,0.88,1.04,1.10,1.00,1.00
Current Ratio,3.01,2.87,3.17,2.52,2.95,3.41,1.81,1.81,2.05,1.95,2.24,2.14,1.73,1.73,1.84,1.77,2.16,2.55,3.10,1.99,2.24,1.98,2.04,1.92,2.34,2.61,2.44,2.06,2.35,1.47,1.09,1.22,1.02,1.84,1.72,1.86,2.10,2.39,2.56,2.24,2.24
Interest Coverage,9.13,12.01,11.43,12.45,10.35,10.84,10.94,26.60,11.96,13.42,14.53,16.50,14.10,3.95,10.08,8.06,7.98,10.58,10.93,13.88,10.49,12.20,11.21,12.78,12.14,8.00,14.25,14.38,13.30,14.52,18.04,17.41,18.50,17.54,15.88,15.40,15.52,18.30,20.41,18.82,18.16
Return on Capital (ROIC),Upgrade,10.56%,11.20%,11.41%,12.34%,13.32%,13.61%,14.28%,15.41%,15.88%,17.08%,17.80%,17.17%,16.16%,9.59%,10.56%,10.97%,14.23%,16.13%,15.85%,17.16%,14.71%,15.57%,15.63%,16.80%,16.74%,16.20%,16.01%,16.65%,16.45%,18.66%,20.08%,19.89%,20.31%,20.85%,20.84%,20.94%,21.10%,21.97%,21.73%,22.05%
Dividend Yield,1.30%,1.20%,1.20%,1.20%,1.00%,1.00%,1.00%,1.10%,1.30%,1.10%,0.90%,1.20%,1.10%,1.10%,1.00%,1.00%,0.90%,0.90%,0.80%,1.10%,1.00%,0.90%,0.80%,1.00%,1.00%,1.00%,0.80%,1.00%,1.30%,1.40%,1.50%,0.80%,1.00%,1.00%,1.00%,0.90%,1.00%,1.00%,1.00%,0.90%,0.88%
Payout Ratio,0.00%,0.00%,0.00%,83.30%,0.00%,0.00%,0.00%,33.80%,0.00%,0.00%,0.00%,100.80%,0.00%,0.00%,0.00%,128.60%,0.00%,0.00%,0.00%,91.10%,0.00%,0.00%,0.00%,108.50%,0.00%,0.00%,0.00%,130.50%,30.70%,29.60%,29.80%,33.60%,31.20%,33.10%,33.30%,36.20%,36.10%,33.90%,35.90%,36.80%,39.16%
Buyback Yield / Dilution,2.79%,1.90%,4.84%,2.43%,2.10%,4.82%,5.32%,7.71%,7.84%,6.46%,5.45%,2.80%,2.86%,1.57%,-1.18%,-1.30%,-1.38%,-1.33%,-0.80%,-0.56%,1.83%,2.01%,3.57%,3.18%,0.76%,0.50%,-0.99%,-1.09%,-1.23%,-0.96%,0.51%,1.16%,1.24%,2.60%,1.73%,1.80%,2.04%,0.61%,-0.55%,-0.30%,-0.30%
Total Shareholder Return,4.09%,3.10%,6.04%,3.63%,3.10%,5.82%,6.32%,8.81%,9.14%,7.56%,6.35%,4.00%,3.96%,2.67%,-0.18%,-0.30%,-0.48%,-0.43%,0.00%,0.54%,2.83%,2.91%,4.37%,4.18%,1.76%,1.50%,-0.19%,-0.09%,0.07%,0.44%,2.01%,1.96%,2.24%,3.60%,2.73%,2.70%,3.04%,1.61%,0.45%,0.60%,0.57%
