,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"48,411","65,924","65,576","63,751","84,221","77,975","89,095","122,255","158,324","130,598","130,464"
Market Cap Growth,11.63%,36.18%,-0.53%,-2.78%,32.11%,-7.42%,14.26%,37.22%,29.50%,-17.51%,-
Enterprise Value,"58,356","76,691","77,513","78,792","100,526","93,469","111,969","143,270","186,304","166,860","168,986"
PE Ratio,21.18,24.44,25.76,20.61,24.43,33.70,20.81,20.95,18.75,20.29,17.41
PS Ratio,0.91,1.17,1.11,0.98,1.23,1.09,1.24,1.36,1.65,1.35,1.45
PB Ratio,4.08,6.61,8.57,9.91,14.34,21.40,45.18,85.08,-32.87,-9.16,-7.43
P/FCF Ratio,14.91,16.08,18.00,14.21,21.12,15.30,29.95,13.08,18.91,19.19,24.00
P/OCF Ratio,11.78,13.37,13.71,11.35,16.63,12.59,20.74,11.06,15.66,15.21,17.43
EV/Sales Ratio,1.09,1.36,1.31,1.21,1.46,1.31,1.55,1.60,1.94,1.72,1.87
EV/EBITDA Ratio,10.22,12.02,11.82,10.60,13.12,16.62,13.67,13.44,12.86,13.17,12.10
EV/EBIT Ratio,14.07,16.00,15.59,13.48,16.42,23.26,17.73,16.68,15.41,16.42,14.60
EV/FCF Ratio,17.98,18.70,21.27,17.56,25.21,18.35,37.64,15.33,22.25,24.52,31.08
Debt / Equity Ratio,0.89,1.14,1.65,2.44,2.89,4.45,12.04,18.24,-6.10,-2.67,-2.64
Debt / EBITDA Ratio,1.84,1.78,1.93,2.11,2.22,2.88,2.90,2.46,2.03,3.00,2.87
Debt / FCF Ratio,3.24,2.77,3.47,3.50,4.26,3.18,7.98,2.80,3.51,5.58,7.37
Quick Ratio,0.06,0.06,0.07,0.05,0.06,0.05,0.06,0.28,0.07,0.09,0.09
Current Ratio,1.16,1.05,1.01,1.00,1.06,0.98,1.01,1.19,1.02,1.10,1.21
Asset Turnover,1.58,1.69,1.79,1.81,1.88,1.95,1.77,1.84,1.98,2.08,2.04
Interest Coverage,8.72,9.29,9.01,9.06,9.67,6.44,9.14,10.13,13.66,9.05,8.54
Return on Equity (ROE),18.00%,24.90%,29.80%,45.60%,60.80%,45.00%,166.20%,201.50%,-551.60%,-60.70%,-52.10%
Return on Assets (ROA),6.80%,8.10%,7.70%,8.60%,9.40%,6.30%,10.50%,12.00%,17.30%,13.80%,17.40%
Return on Capital (ROIC),11.54%,14.18%,14.11%,15.71%,18.09%,13.79%,18.69%,26.31%,37.08%,30.48%,34.86%
Earnings Yield,4.72%,4.09%,3.88%,4.85%,4.09%,2.97%,4.80%,4.77%,5.33%,4.93%,5.87%
FCF Yield,6.71%,6.22%,5.56%,7.04%,4.73%,6.53%,3.34%,7.65%,5.29%,5.21%,4.17%
Dividend Yield,1.50%,1.30%,1.50%,1.80%,1.60%,1.90%,1.80%,1.40%,1.30%,1.80%,1.94%
Payout Ratio,32.70%,32.10%,39.20%,38.20%,38.60%,65.10%,38.80%,29.60%,24.90%,38.70%,33.77%
Buyback Yield / Dilution,7.01%,6.97%,5.94%,4.95%,4.61%,3.23%,4.54%,4.40%,8.05%,10.25%,6.80%
Total Shareholder Return,8.51%,8.27%,7.44%,6.75%,6.21%,5.13%,6.34%,5.80%,9.35%,12.05%,8.74%
