,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,330","8,482","9,836","9,081","10,624","11,612","10,322","11,130","12,887","15,661","17,416","17,306","14,864","15,485","15,067","15,674","16,067","14,704","15,297","16,501","18,604","22,347","20,954","24,402","23,997","16,635","20,433","20,961","21,821","23,710","24,928","25,256","28,938","40,979","41,065","35,943","39,780","41,824","40,252","35,397","43,000"
Market Cap Growth,36.59%,4.54%,19.58%,16.46%,44.95%,36.90%,4.94%,22.56%,21.30%,34.87%,68.72%,55.48%,15.34%,-1.13%,-13.48%,-9.43%,8.09%,-5.04%,1.52%,5.27%,15.79%,51.98%,36.98%,47.88%,28.99%,-25.56%,-2.49%,-14.10%,-9.07%,42.54%,22.00%,20.49%,32.61%,72.83%,64.73%,42.32%,37.47%,2.06%,-1.98%,-1.52%,-
Enterprise Value,"11,486","13,286","14,421","13,827","15,551","16,625","15,609","16,375","17,668","20,758","22,343","22,527","20,694","20,881","21,045","21,458","22,172","21,278","21,807","23,274","25,094","29,359","28,001","31,203","31,845","24,128","28,273","28,672","29,814","32,059","33,863","33,988","44,122","56,758","56,847","52,097","57,720","60,543","59,630","55,506","63,109"
PE Ratio,35.99,45.10,50.82,43.16,46.69,48.21,41.49,44.25,50.21,60.31,64.65,62.03,51.52,52.21,48.81,48.03,53.29,46.96,46.59,48.62,51.17,57.10,53.70,62.21,54.98,35.22,42.13,51.52,55.18,68.81,69.01,53.36,80.50,88.53,73.12,55.62,45.76,46.73,46.41,40.17,39.64
PS Ratio,9.39,10.27,11.33,10.07,11.38,12.11,10.49,11.05,12.59,15.01,16.42,16.04,13.47,13.65,12.95,13.14,13.22,11.90,12.10,12.73,14.01,16.38,14.96,16.99,16.13,10.75,12.79,12.88,13.25,14.16,14.46,13.96,13.91,16.76,14.71,11.45,11.90,12.02,10.91,9.10,11.05
PB Ratio,1.36,1.59,1.69,1.63,1.89,2.06,1.73,1.84,1.97,2.42,2.56,2.56,2.20,2.20,2.15,2.13,2.18,2.02,2.05,2.15,2.30,2.80,2.37,2.63,2.46,1.60,1.98,2.00,1.99,2.06,2.11,1.89,1.16,1.61,1.56,1.34,1.39,1.43,1.29,1.12,1.36
P/FCF Ratio,-9.25,-6.60,-10.67,-17.08,-20.79,-120.32,-20.56,-23.86,-24.83,-25.19,-103.04,-46.14,-16.27,-17.64,-16.97,-20.10,-41.66,-27.50,-30.10,-20.44,-26.14,-31.12,-14.30,-20.17,-9.92,-7.50,-15.35,-13.63,-23.80,-15.21,-10.56,-7.80,-6.08,-8.30,-8.22,-7.44,-6.65,-6.96,-5.36,-4.57,-4.57
P/OCF Ratio,14.13,14.71,16.50,14.81,16.93,18.39,15.87,16.85,18.58,22.00,23.75,21.64,18.58,17.60,16.74,18.18,18.34,16.84,17.16,17.85,19.78,23.79,21.98,23.72,22.45,14.82,18.68,19.04,19.56,21.23,21.09,19.80,21.89,26.11,20.56,15.73,15.52,15.04,14.51,12.51,15.20
Debt / Equity Ratio,0.77,0.90,0.79,0.86,0.88,0.89,0.89,0.87,0.74,0.79,0.73,0.78,0.86,0.77,0.86,0.79,0.83,0.91,0.87,0.88,0.80,0.88,0.80,0.76,0.81,0.73,0.76,0.81,0.80,0.74,0.77,0.69,0.62,0.62,0.61,0.61,0.63,0.65,0.63,0.65,0.65
Interest Coverage,2.28,2.14,2.19,2.40,2.33,2.17,2.14,2.07,2.61,2.17,2.34,2.47,2.90,2.52,2.28,2.41,2.05,2.42,2.46,2.45,2.23,2.61,2.33,2.40,2.75,2.97,2.42,1.36,2.55,2.40,2.81,2.85,1.14,2.98,3.16,2.96,2.80,2.54,2.13,2.33,2.42
Return on Capital (ROIC),Upgrade,3.78%,3.86%,3.98%,4.32%,4.58%,4.70%,4.55%,4.58%,4.54%,4.49%,4.50%,4.39%,4.24%,4.43%,4.34%,4.44%,4.46%,4.30%,4.38%,4.37%,4.30%,4.43%,4.21%,4.13%,4.07%,4.30%,4.32%,3.70%,3.47%,3.30%,3.19%,3.53%,1.62%,1.80%,2.08%,2.36%,2.79%,2.84%,2.78%,2.81%
Dividend Yield,5.80%,5.30%,4.90%,5.40%,4.60%,4.30%,5.00%,4.80%,4.40%,3.70%,3.40%,3.50%,4.20%,4.10%,4.50%,4.40%,4.50%,5.00%,4.80%,4.60%,4.20%,3.60%,3.90%,3.50%,3.70%,5.50%,4.60%,4.60%,4.50%,4.40%,4.20%,4.30%,4.00%,4.20%,4.30%,5.10%,4.70%,4.70%,5.00%,6.10%,5.87%
Payout Ratio,210.00%,237.80%,238.30%,211.20%,171.60%,210.40%,219.20%,219.60%,184.50%,238.40%,221.50%,223.30%,183.90%,234.40%,211.30%,198.80%,303.30%,226.60%,193.80%,194.10%,228.30%,183.00%,218.70%,212.50%,174.60%,158.60%,225.80%,1001.40%,206.80%,270.80%,213.90%,207.90%,-1040.00%,217.60%,200.50%,206.40%,206.70%,222.90%,263.80%,232.40%,232.50%
Buyback Yield / Dilution,-51.82%,-20.50%,-12.90%,-13.03%,-10.75%,-8.92%,-5.21%,-6.53%,-11.45%,-11.01%,-9.05%,-9.27%,-3.86%,-5.28%,-7.53%,-6.72%,-9.07%,-7.73%,-4.49%,-5.49%,-5.67%,-6.85%,-9.09%,-9.98%,-10.28%,-10.91%,-10.40%,-8.27%,-7.65%,-10.28%,-8.92%,-13.06%,-17.10%,-59.86%,-60.82%,-57.62%,-52.91%,-11.31%,-12.05%,-14.82%,-14.82%
Total Shareholder Return,-46.02%,-15.20%,-8.00%,-7.63%,-6.15%,-4.62%,-0.21%,-1.73%,-7.05%,-7.31%,-5.65%,-5.77%,0.34%,-1.18%,-3.03%,-2.32%,-4.57%,-2.73%,0.31%,-0.89%,-1.47%,-3.25%,-5.19%,-6.48%,-6.58%,-5.41%,-5.80%,-3.67%,-3.15%,-5.88%,-4.72%,-8.76%,-13.10%,-55.66%,-56.52%,-52.52%,-48.21%,-6.61%,-7.05%,-8.72%,-8.96%
