,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,53.85,47.18,51.42,57.94,71.02,60.49,59.32,60.71,76.17,63.47,69.05,70.3,85.67,71.59,81.14,87.94,60.85,83.16,96.38,99,85.07,110.94,95.19,101.05,129.3,146.83,107.82,22.9,117.93,95.94,124.48,135,4.04,199.37,223.21,219.57,227.27,225.02,195.42,233.47
Depreciation & Amortization,85.29,89.97,92.89,95.26,96.54,98.04,101.1,104.34,105.74,107.93,110.34,113.92,117.75,121.1,123.09,127.57,127.03,131.1,134,136.97,137.71,137.52,150.43,149.42,156.59,164.59,168.33,169.08,175.04,177.99,187.79,198.83,333.23,403.76,409.44,419.02,438.17,451.48,472.28,495.57
Share-Based Compensation,6.55,2.7,2.75,2.2,4.31,2.55,2.81,2.24,2.79,2.61,3.95,2.65,2.8,2.75,4.46,3.43,3.31,3.66,5,3.87,14.74,2.76,4.53,3.19,3.18,5.52,4.88,3.02,3.08,3.7,4.47,4.32,29.29,5,6.64,5.1,4.88,6.3,7.62,6.23
Other Operating Activities,17.06,-36.13,27.03,-29.44,8.98,-50,33.86,-22.81,29.15,-44.49,35.03,24.14,7.66,3.3,37.13,-39.23,43.11,-4.4,28.37,-27.26,13.38,-39.2,27.49,34.38,2.16,-51.71,-31.61,100.15,9.68,-11.17,-2.06,50.79,-14.44,-94.65,103.8,33.12,-39.82,48.44,59.56,-3.27
Operating Cash Flow,173.24,114.2,184.58,141.31,187.61,117.85,203.86,151.24,220.62,136.29,225.14,217.78,220.65,216.02,245.82,179.71,234.3,213.53,263.74,212.57,250.9,212.03,277.64,288.04,291.23,265.22,249.43,295.16,305.74,266.45,314.68,388.93,352.12,513.48,743.08,676.81,630.49,731.23,734.88,732
Operating Cash Flow Growth,46.89%,102.93%,11.76%,13.74%,8.30%,3.20%,10.44%,7.03%,17.59%,15.65%,10.44%,44.00%,0.02%,58.50%,9.19%,-17.48%,6.19%,-1.15%,7.29%,18.29%,7.08%,-0.70%,5.27%,35.50%,16.07%,25.09%,-10.16%,2.47%,4.98%,0.47%,26.16%,31.77%,15.17%,92.71%,136.14%,74.02%,79.05%,42.41%,-1.10%,8.15%
Capital Expenditures,-117.69,-592.66,-289.76,-144.95,-111.3,-181.85,-714.7,-119.22,-196.84,-303.03,-283.22,-391.84,-735.12,-347.09,-314.25,-245.72,-354.47,-493.61,-305.7,-577.48,-275.61,-498.51,"-1,066.78",-397.61,"-1,524.31",-350.67,-152.57,-611.46,-917.68,-993.73,"-1,020.7","-1,583.1","-2,484.1","-1,417.07","-1,506.4","-1,708.05","-3,914.32","-1,660.4","-2,995.4","-2,000.68"
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,-327.69,0,0.75,108.28,0.47,0,3.93,0
Change in Investments,-0.11,0,0.35,0,0,0,0,0,0,12.43,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5.24,0,0,0,0,0,0,0,-300,300,0,0,0,0,0,0,0,5.87,0,0,0,0
Other Investing Activities,-2.81,-0.46,-4.82,-22.06,-9.2,18.08,3.23,-0.8,-20.52,-4.09,-13.2,9.53,7.76,-,-,12.75,-5.84,1.18,2.65,0.01,3.6,-,-9.62,2.45,-7.43,-0.74,0.85,2.77,-2.87,-,-11.15,5.72,-22.96,-0.94,3.17,-14.74,55.91,-17.32,22.58,8.73
Investing Cash Flow,-120.61,-593.12,-294.23,-167.01,-120.5,-163.77,-711.47,-120.01,-217.35,-294.69,-296.4,-382.28,-727.34,-347.06,-314.22,-232.95,-360.28,-492.84,-297.37,-577.47,-272.01,-498.51,"-1,076.4",-395.16,"-1,531.74",-351.41,-451.72,-308.69,-920.55,-993.73,"-1,031.85","-1,577.38","-2,834.74","-1,418.01","-1,502.49","-1,608.64","-3,857.94","-1,677.72","-2,968.89","-1,991.95"
Dividends Paid,-110.68,-113.41,-121.23,-122.09,-122.52,-126.68,-131.6,-134.49,-140.47,-147.35,-151.24,-155.19,-156.74,-162.51,-172.87,-174.61,-179.31,-185.56,-187.49,-191.7,-196.84,-204.55,-208.86,-216.25,-222.48,-233.82,-240.47,-242.24,-247.63,-260.7,-263.36,-273.79,-371.18,-438.28,-445.83,-458.59,-470.74,-497.25,-515.09,-543.34
Share Issuance / Repurchase,430.47,2.13,580.71,2.36,101.88,102.16,382.3,152.91,519.22,3.51,385.82,-6.61,2.08,762,2.58,8.16,2.12,2.35,300.44,293.04,-589.46,-18.06,969.15,568.75,-687.46,731.25,96.53,350.19,654.97,672.24,452.33,"1,618","1,711",658.89,"1,060",694.37,"2,155",798.9,"2,183",876.25
