,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27,2022-06-26,2022-09-25,2022-12-25,2023-04-02,2023-07-02,2023-10-01
Revenue,"1,282",679.45,829.26,"1,470","1,299",713.5,797.66,"1,471","1,465",831.18,878.95,"1,680","1,630",849.66,972.51,"1,792","1,596",716.34,904.46,"1,570","1,389",732.51,984.54,"1,575","1,428","1,106",860.3,"1,777","1,723","1,115","1,322","1,970","2,013","1,163","1,339","1,676","1,679","1,001","1,210","1,503"
Revenue Growth (YoY),-0.14%,2.37%,8.21%,7.26%,1.31%,5.01%,-3.81%,0.07%,12.84%,16.49%,10.19%,14.19%,11.23%,2.22%,10.64%,6.65%,-2.08%,-15.69%,-7.00%,-12.38%,-12.97%,2.26%,8.85%,0.35%,2.79%,50.93%,-12.62%,12.79%,20.65%,0.83%,53.69%,10.89%,16.86%,4.33%,1.29%,-14.93%,-16.63%,-13.94%,-9.65%,-10.29%
Cost of Revenue,536.18,258.55,320.34,602.77,516.73,247.74,295.4,579.15,554.75,290.24,321.68,658.99,634.57,306.08,368.23,730.66,628.72,255.19,338.31,655.6,601.59,259.99,343.69,627.12,577,262.7,253.2,610.1,592.9,289.9,345,609.5,683.1,333.1,411.5,586.6,580.6,285.3,352.2,494.5
Gross Profit,745.6,420.91,508.93,867.13,781.87,465.77,502.26,891.85,910.6,540.94,557.27,"1,021",995.37,543.58,604.27,"1,061",967.39,461.15,566.15,914.09,787.57,472.52,640.84,948.05,850.98,842.9,607.1,"1,167","1,130",824.9,977.2,"1,361","1,330",830,927.7,"1,089","1,098",715.7,857.8,"1,009"
"Selling, General & Admin",359.26,262.56,285.52,391.56,376.15,276.53,291.51,389.05,413.09,313.01,325.59,439.32,501.78,324.82,349.28,481.41,471.1,396.03,340.81,406.75,583.9,301.86,340.5,415.64,392.7,380.8,353.5,462.8,467.7,376.5,459.7,525.1,578,384.7,411.4,481,776.3,399.9,465.7,434.2
Research & Development,53.14,47.26,51.71,58.22,65.37,51.9,57.61,64.79,68.65,57.16,63.67,70.08,75.46,62.59,62.79,67.39,76.26,57.38,59.86,65.81,63.12,56.26,65.63,67.35,72.95,53.8,58.4,62.7,84.6,61.8,87.2,80.1,86.6,69.6,79.2,82.4,76.7,83.3,72.4,76.7
Other Operating Expenses,149.53,67.64,89.14,131.54,116.8,83.14,77.64,134.48,170.17,84.85,83.13,149.27,162.97,77.83,92.22,151.11,148.94,88.16,77.9,128.19,130.02,78.28,106.38,167.85,194.89,431.6,193,304.4,391.4,239.3,353.7,387.4,487.2,255.7,218,331.6,348.5,214.6,508.3,667.5
Operating Expenses,561.92,377.46,426.36,581.32,558.32,411.56,426.76,588.32,651.9,455.02,472.4,658.67,740.21,465.24,504.29,699.9,696.3,541.57,478.56,600.75,777.03,436.4,512.51,650.84,660.55,866.2,604.9,829.9,943.7,677.6,900.6,992.6,"1,152",710,708.6,895,"1,202",697.8,"1,046","1,178"
Operating Income,183.67,43.45,82.56,285.81,223.55,54.21,75.5,303.53,258.7,85.92,84.87,362.1,255.16,78.34,99.98,360.94,271.09,-80.42,87.59,313.34,10.55,36.13,128.33,297.21,190.43,-23.3,2.2,336.6,186.3,147.3,76.6,367.9,178.5,120,219.1,194.3,-103.6,17.9,-188.6,-169.5
Interest Expense / Income,19.19,22.43,22.8,24.71,23.16,24.59,24.19,24.05,24.31,24.04,23.91,24.31,25.14,24.46,24.22,25.07,24.52,22.81,22.8,22.78,22.44,22.31,22.02,22.76,34.8,54.7,49.6,49.4,47.4,47.9,46.1,43.3,42.4,41.6,41.7,41.9,45.8,46.3,46.6,47.1
Other Expense / Income,1.62,-5.55,-5.41,16.75,-6.12,-5.54,-3.86,-6.36,1.69,0.88,-8.75,-10.16,-2.04,-16.95,-11.13,-13.97,-32.01,-14.84,-3.34,-5.24,-6.76,-15.78,100.21,14.7,-143.23,-4.2,-2.7,-12.9,1.3,-28.8,-9.6,2.9,50.8,-0.1,-4,-14.2,15.1,-7,-7.2,-0.9
Pretax Income,162.87,26.57,65.17,244.36,206.51,35.16,55.17,285.84,232.71,60.99,69.71,347.96,232.06,70.84,86.89,349.84,278.59,-88.39,68.12,295.79,-5.13,29.6,6.11,259.75,298.85,-73.8,-44.7,300.1,137.6,128.2,40.1,321.7,85.3,78.5,181.4,166.6,-164.5,-21.4,-228,-215.7
Income Tax,33.05,-5.52,31.7,63.9,36.6,8.49,13.36,78.24,56.94,12.24,17.6,90.16,39.33,2.24,19.16,84.26,283.88,24.1,7.83,31.93,-13.89,2.87,-7.33,46.8,31.46,-4.1,-10.8,79.2,32.4,12,63,68.5,3.1,17.3,39.4,37.4,-35.6,0.7,7,-44.6
Net Income,129.82,32.09,33.48,180.46,169.91,26.67,41.81,207.6,175.76,48.75,52.11,257.8,192.73,68.6,67.72,265.58,-5.3,-112.49,60.3,263.86,8.77,26.73,13.43,212.95,267.39,-69.7,-33.9,220.9,105.2,116.2,-22.9,253.2,82.2,61.2,142,129.2,-128.9,-22.1,-235,-171.1
Net Income Growth,-0.37%,-,-8.24%,42.57%,30.89%,-16.89%,24.90%,15.04%,3.44%,82.81%,24.63%,24.18%,9.65%,40.71%,29.97%,3.02%,-,-,-10.96%,-0.65%,-,-,-77.72%,-19.30%,2950.32%,-,-,3.73%,-60.66%,-,-,14.62%,-21.86%,-47.33%,-,-48.97%,-,-,-,-
Shares Outstanding (Basic),130,131,130,127,126,124,124,125,125,125,125,125,125,124,125,125,125,124,125,127,127,126,126,126,126,137,137,137,137,137,138,138,138,139,139,138,138,138,139,139
Shares Change,-0.13%,1.71%,0.34%,-1.73%,-3.14%,-5.07%,-4.11%,-2.02%,-0.84%,0.39%,0.18%,0.40%,0.13%,-0.40%,0.24%,-0.26%,-0.19%,-0.10%,-0.05%,1.49%,1.57%,1.34%,0.73%,-0.58%,-0.20%,8.77%,8.87%,8.58%,8.54%,0.35%,0.41%,0.48%,0.67%,1.17%,1.36%,0.30%,0.12%,-0.53%,-0.60%,0.47%
EPS (Basic),1.00,0.24,0.26,1.42,1.34,0.21,0.33,1.66,1.40,0.39,0.42,2.05,1.54,0.55,0.54,2.12,-0.04,-0.90,0.48,2.08,0.07,0.21,0.11,1.68,2.07,-0.51,-0.25,1.61,0.76,0.84,-0.17,1.83,0.60,0.44,1.02,0.93,-0.92,-0.16,-1.69,-1.23
EPS (Diluted),0.98,0.24,0.26,1.40,1.32,0.21,0.33,1.64,1.39,0.38,0.41,2.03,1.52,0.54,0.53,2.09,-0.04,-0.90,0.48,2.06,0.07,0.21,0.11,1.67,2.06,-0.51,-0.25,1.61,0.77,0.84,-0.17,1.83,0.59,0.44,1.02,0.93,-0.93,-0.16,-1.69,-1.23
EPS Growth,-1.01%,-,-7.14%,45.83%,34.69%,-12.50%,26.92%,17.14%,5.30%,80.95%,24.24%,23.78%,9.35%,42.11%,29.27%,2.96%,-,-,-9.43%,-1.44%,-,-,-77.08%,-18.93%,2842.86%,-,-,-3.59%,-62.62%,-,-,13.66%,-23.38%,-47.62%,-,-49.18%,-,-,-,-
Free Cash Flow,320.03,219.8,-162.17,-109.06,392.45,284.13,-115.74,-196.71,457.66,282.06,-42.52,-147.78,570.65,381.69,-81.9,-200.5,490.22,289.5,-120.46,-98.32,434.84,239.29,38.79,20.69,220.73,260.8,-66.6,208,448.3,353.7,160.3,73.5,97.7,105.5,-33.5,59.5,67.2,35.6,-28.5,167.4
Free Cash Flow Per Share,2.47,1.68,-1.25,-0.86,3.12,2.29,-0.93,-1.57,3.67,2.26,-0.34,-1.18,4.57,3.07,-0.66,-1.60,3.94,2.33,-0.96,-0.78,3.44,1.90,0.31,0.16,1.75,1.91,-0.49,1.52,3.27,2.58,1.17,0.53,0.71,0.76,-0.24,0.43,0.49,0.26,-0.21,1.21
Dividend Per Share,0.400,0.400,0.430,0.430,0.430,0.430,0.460,0.460,0.460,0.460,0.510,0.510,0.510,0.510,0.570,0.570,0.570,0.570,0.630,0.630,0.630,0.630,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.700,0.700,0.700,0.700,0.700,0.700
Dividend Growth,-44.44%,-,7.50%,7.50%,7.50%,7.50%,6.98%,6.98%,6.98%,6.98%,10.87%,10.87%,10.87%,10.87%,11.76%,11.76%,11.76%,11.76%,10.53%,10.53%,10.53%,10.53%,7.94%,7.94%,7.94%,7.94%,0%,0%,0%,0%,0%,0%,0%,0%,2.94%,2.94%,2.94%,2.94%,0%,0%
Gross Margin,58.17%,61.95%,61.37%,58.99%,60.21%,65.28%,62.97%,60.63%,62.14%,65.08%,63.40%,60.77%,61.07%,63.98%,62.14%,59.22%,60.61%,64.38%,62.60%,58.23%,56.69%,64.51%,65.09%,60.19%,59.59%,76.24%,70.57%,65.66%,65.59%,74.00%,73.91%,69.06%,66.07%,71.36%,69.27%,65.00%,65.41%,71.50%,70.89%,67.11%
Operating Margin,14.33%,6.39%,9.96%,19.44%,17.21%,7.60%,9.47%,20.63%,17.65%,10.34%,9.66%,21.56%,15.65%,9.22%,10.28%,20.15%,16.98%,-11.23%,9.68%,19.96%,0.76%,4.93%,13.03%,18.87%,13.34%,-2.11%,0.26%,18.95%,10.81%,13.21%,5.79%,18.68%,8.87%,10.32%,16.36%,11.59%,-6.17%,1.79%,-15.59%,-11.27%
Profit Margin,10.13%,4.72%,4.04%,12.28%,13.08%,3.74%,5.24%,14.11%,11.99%,5.87%,5.93%,15.35%,11.82%,8.07%,6.96%,14.82%,-0.33%,-15.70%,6.67%,16.81%,0.63%,3.65%,1.36%,13.52%,18.73%,-6.30%,-3.94%,12.43%,6.11%,10.42%,-1.73%,12.85%,4.08%,5.26%,10.60%,7.71%,-7.68%,-2.21%,-19.42%,-11.38%
Free Cash Flow Margin,24.97%,32.35%,-19.56%,-7.42%,30.22%,39.82%,-14.51%,-13.37%,31.23%,33.94%,-4.84%,-8.80%,35.01%,44.92%,-8.42%,-11.19%,30.71%,40.41%,-13.32%,-6.26%,31.30%,32.67%,3.94%,1.31%,15.46%,23.59%,-7.74%,11.71%,26.02%,31.73%,12.12%,3.73%,4.85%,9.07%,-2.50%,3.55%,4.00%,3.56%,-2.36%,11.13%
Effective Tax Rate,20.29%,-20.77%,48.64%,26.15%,17.72%,24.16%,24.22%,27.37%,24.47%,20.07%,25.25%,25.91%,16.95%,3.16%,22.06%,24.08%,101.90%,-,11.49%,10.80%,-,9.69%,-119.92%,18.02%,10.53%,-,-,26.39%,23.55%,9.36%,157.11%,21.29%,3.63%,22.04%,21.72%,22.45%,-,-,-,-
EBITDA,249.83,83.9,128.44,314.33,267,94.1,122.05,354.56,290.62,118.85,134.28,413.19,296.27,130.88,157.08,423.47,344.83,-32.88,131.55,370.04,104.38,97.33,98.82,360.96,405.49,173.7,123,508.7,366.9,331.5,269.2,629.2,433.8,310.8,367.6,414.6,128.1,194.4,6.5,-47.6
EBITDA Margin,19.49%,12.35%,15.49%,21.38%,20.56%,13.19%,15.30%,24.10%,19.83%,14.30%,15.28%,24.60%,18.18%,15.40%,16.15%,23.64%,21.60%,-4.59%,14.54%,23.57%,7.51%,13.29%,10.04%,22.92%,28.40%,15.71%,14.30%,28.63%,21.30%,29.74%,20.36%,31.94%,21.55%,26.72%,27.45%,24.74%,7.63%,19.42%,0.54%,-3.17%
Depreciation & Amortization,67.78,34.91,40.47,45.27,37.33,34.36,42.69,44.68,33.6,33.82,40.66,40.93,39.07,35.58,45.97,48.55,41.73,32.7,40.63,51.46,87.08,45.42,70.7,78.45,71.83,192.8,118.1,159.2,181.9,155.4,183,264.2,306.1,190.7,144.5,206.1,246.8,169.5,187.9,121
EBIT,182.05,49,87.97,269.07,229.67,59.75,79.36,309.89,257.01,85.04,93.62,372.27,257.2,95.29,111.11,374.91,303.1,-65.58,90.93,318.57,17.31,51.91,28.13,282.51,333.66,-19.1,4.9,349.5,185,176.1,86.2,365,127.7,120.1,223.1,208.5,-118.7,24.9,-181.4,-168.6
EBIT Margin,14.20%,7.21%,10.61%,18.31%,17.69%,8.37%,9.95%,21.07%,17.54%,10.23%,10.65%,22.16%,15.78%,11.22%,11.43%,20.93%,18.99%,-9.15%,10.05%,20.30%,1.25%,7.09%,2.86%,17.94%,23.37%,-1.73%,0.57%,19.67%,10.74%,15.80%,6.52%,18.53%,6.34%,10.33%,16.66%,12.44%,-7.07%,2.49%,-14.99%,-11.21%
