,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27,2022-06-26,2022-09-25,2022-12-25,2023-04-02,2023-07-02,2023-10-01
Net Income,129.82,32.09,33.48,180.46,169.91,26.67,41.81,207.6,175.76,48.75,52.11,257.8,192.73,68.6,67.72,265.58,-5.3,-112.49,60.3,263.86,8.77,26.73,13.43,212.95,267.39,-69.7,-33.9,220.9,105.2,116.2,-22.9,253.2,82.2,61.2,142,129.2,-128.9,-22.1,-235,-171.1
Depreciation & Amortization,67.78,34.91,40.47,45.27,37.33,34.36,42.69,44.68,33.6,33.82,40.66,40.93,39.07,35.58,45.97,48.55,41.73,32.7,40.63,51.46,87.08,45.42,70.7,78.45,71.83,192.8,118.1,159.2,181.9,155.4,183,264.2,306.1,190.7,144.5,206.1,246.8,169.5,187.9,121
Share-Based Compensation,0.67,7.06,10.79,9.02,9.28,9.62,12.09,11.36,20.81,11.97,13.6,14.1,21.95,10.84,14.29,12.26,18.64,10.29,13.25,12.28,-7.93,5.29,10.61,8.89,3.21,10.7,15.4,13.9,9.7,16.7,20.4,19.1,41.6,18.1,24.9,23.2,17.2,15.7,20.9,19.3
Other Operating Activities,155.55,167.99,-217.5,-317.19,211.06,244.64,-175.77,-430.18,271.63,218.74,-113.71,-423.35,368.16,296.9,-173.8,-490.71,467.51,387.24,-191.12,-393.66,383.34,187.06,-22.96,-247,-78.91,157.8,-133,-157.9,185.2,89.3,19,-428,-297.6,-135.3,-298.3,-244.1,-24.4,-74.3,56.6,246.5
Operating Cash Flow,353.82,242.04,-132.77,-82.44,427.59,315.28,-79.18,-166.55,501.81,313.28,-7.34,-110.53,621.91,411.93,-45.82,-164.31,522.58,317.74,-76.94,-66.06,471.25,264.49,71.78,53.29,263.53,291.6,-33.4,236.1,482,377.6,199.5,108.5,132.3,134.7,13.1,114.4,110.7,88.8,30.4,215.7
Operating Cash Flow Growth,-9.55%,-18.63%,-,-,20.85%,30.26%,-,-,17.36%,-0.63%,-,-,23.93%,31.49%,-,-,-15.97%,-22.87%,-,-,-9.82%,-16.76%,-,-,-44.08%,10.25%,-,343.03%,82.90%,29.49%,-,-54.04%,-72.55%,-64.33%,-93.43%,5.44%,-16.33%,-34.08%,132.06%,88.55%
Capital Expenditures,-33.79,-22.24,-29.4,-26.62,-35.13,-31.15,-36.56,-30.16,-44.15,-31.22,-35.17,-37.25,-51.26,-30.24,-36.08,-36.19,-32.37,-28.24,-43.52,-32.26,-36.41,-25.2,-32.99,-32.61,-42.8,-30.8,-33.2,-28.1,-33.7,-23.9,-39.2,-35,-34.6,-29.2,-46.6,-54.9,-43.5,-53.2,-58.9,-48.3
Acquisitions,-0.74,0,0,64.4,0,0,0,15.63,3,0,0,-12.44,0,0,0,0,0,0,-155.45,0,0,0,0,0,-8.8,"-4,403.9",0,0,-9,0,0,379.2,-0.7,0,-146.3,0,0,0,0,0
Other Investing Activities,1.87,-4.84,3.81,5.04,44.49,-1.96,10.67,14.74,-3.7,3.63,16.81,5.15,3.37,-0.78,-0.68,6.98,-2.12,2.01,1.38,5.2,0.81,-1.8,-0.48,6.62,77.16,4.2,8.9,11.2,14.2,-1.6,-1.6,-0.4,-0.2,5.3,4.2,1.7,-3.7,-2.4,-1.3,1.5
Investing Cash Flow,-32.66,-27.08,-25.59,42.82,9.36,-33.11,-25.89,0.21,-44.85,-27.59,-18.37,-44.54,-47.89,-31.02,-36.76,-29.21,-34.49,-26.23,-197.59,-27.06,-35.6,-27,-33.48,-25.98,25.56,"-4,430.5",-24.3,-16.9,-28.5,-25.5,-40.8,343.8,-35.5,-23.9,-188.7,-53.2,-47.2,-55.6,-60.2,-46.8
