,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27,2022-06-26,2022-09-25,2022-12-25,2023-04-02,2023-07-02,2023-10-01,Current
Market Capitalization,"7,059","7,226","6,912","7,054","6,980","7,587","9,671","9,361","8,427","9,647","10,272","10,053","9,778","12,407","13,939","12,217","11,321","10,468","11,533","13,344","10,264","10,699","13,300","14,995","13,353","8,985","9,674","10,547","12,764","13,529","12,868","13,001","13,508","11,795","11,956","9,803","8,040","7,421","8,978","9,176","7,046"
Market Cap Growth,53.86%,27.73%,19.18%,14.76%,-1.11%,5.00%,39.90%,32.72%,20.72%,27.15%,6.21%,7.38%,16.04%,28.62%,35.70%,21.53%,15.77%,-15.63%,-17.26%,9.23%,-9.34%,2.21%,15.32%,12.38%,30.10%,-16.02%,-27.26%,-29.67%,-4.40%,50.58%,33.01%,23.28%,5.82%,-12.82%,-7.09%,-24.60%,-40.48%,-37.08%,-24.91%,-6.39%,-
Enterprise Value,"7,773","7,832","7,895","8,239","7,886","8,283","10,527","10,471","9,162","10,187","10,901","10,949","10,217","12,558","14,242","12,854","11,588","10,585","12,088","14,152","10,786","11,211","13,858","15,639","12,819","12,977","13,824","14,571","16,414","16,931","16,219","15,986","16,514","14,735","15,302","13,221","11,493","10,961","12,647","12,705","10,576"
PE Ratio,24.66,22.24,21.47,18.77,16.78,18.48,23.09,20.99,18.65,20.36,21.21,18.81,17.73,21.72,23.75,20.55,28.54,48.57,55.42,64.66,46.56,29.75,42.52,57.26,25.65,21.19,25.68,27.42,57.37,33.13,30.68,28.78,31.51,31.56,22.20,23.65,39.51,61.74,-34.96,-16.47,-16.47
PS Ratio,1.73,1.76,1.66,1.66,1.63,1.76,2.26,2.19,1.90,2.11,2.21,2.07,1.95,2.46,2.72,2.33,2.17,2.06,2.30,2.79,2.24,2.33,2.84,3.20,2.83,1.76,1.95,2.04,2.34,2.47,2.17,2.12,2.10,1.82,1.84,1.58,1.37,1.30,1.61,1.70,1.31
PB Ratio,4.20,4.53,4.76,4.71,4.76,5.25,6.77,6.07,5.07,6.00,6.37,5.77,5.25,6.70,7.61,6.25,6.19,6.66,6.53,7.07,5.85,6.47,7.75,8.15,4.46,3.25,3.66,3.76,4.35,4.57,4.45,4.25,4.41,3.83,3.97,3.27,2.81,2.69,3.63,4.13,3.17
P/FCF Ratio,24.42,30.66,67.67,26.26,20.47,18.72,21.41,25.71,19.63,22.58,20.52,18.30,14.76,16.28,19.29,18.24,19.20,21.05,25.14,23.79,20.30,23.50,21.64,20.44,25.70,16.61,22.21,16.93,15.01,14.34,11.00,12.55,19.71,26.99,49.16,42.77,40.46,57.62,67.10,37.97,29.15
P/OCF Ratio,17.60,20.90,32.57,18.53,15.36,14.38,16.64,18.83,14.75,16.94,16.02,14.42,11.96,13.55,15.89,14.83,15.63,16.61,19.25,19.14,15.89,18.05,17.94,17.42,20.44,13.21,16.82,13.92,13.07,12.74,9.94,11.14,16.52,20.51,30.77,24.85,21.56,22.69,26.08,20.59,15.81
Debt / Equity Ratio,0.83,0.88,1.08,1.09,1.23,1.23,1.20,1.08,1.03,1.02,0.96,0.99,0.92,0.87,0.95,0.96,1.01,1.09,0.97,0.91,0.97,1.03,1.00,0.93,1.35,1.89,1.96,1.84,1.74,1.63,1.58,1.36,1.31,1.30,1.32,1.32,1.39,1.42,1.57,1.67,1.67
Quick Ratio,1.30,1.23,1.83,1.74,1.85,2.01,1.96,1.87,2.06,2.30,2.19,1.41,1.61,1.78,1.55,1.95,2.39,2.59,1.80,1.74,1.86,1.93,1.82,1.69,4.77,1.27,0.98,1.11,1.18,1.28,1.02,1.08,1.03,0.97,0.69,0.74,0.75,0.56,0.56,0.64,0.64
Current Ratio,1.82,1.96,3.04,2.61,2.47,2.85,2.91,2.61,2.69,3.29,3.39,1.95,2.00,2.33,2.10,2.53,2.90,3.55,2.69,2.42,2.42,2.77,2.64,2.33,5.37,1.91,1.61,1.62,1.60,1.85,1.77,1.52,1.52,1.59,1.43,1.38,1.37,1.34,1.29,1.60,1.60
Interest Coverage,9.49,2.18,3.86,10.89,9.92,2.43,3.28,12.89,10.57,3.54,3.91,15.32,10.23,3.90,4.59,14.95,12.36,-2.88,3.99,13.99,0.77,2.33,1.28,12.41,9.59,-0.35,0.10,7.07,3.90,3.68,1.87,8.43,3.01,2.89,5.35,4.98,-2.59,0.54,-3.89,-3.58,-2.39
Return on Capital (ROIC),Upgrade,12.03%,13.77%,13.30%,14.42%,15.01%,14.84%,15.70%,15.69%,15.23%,16.70%,17.31%,17.18%,17.09%,17.88%,17.77%,16.67%,11.49%,8.10%,7.64%,7.54%,8.30%,11.90%,17.66%,16.05%,10.35%,8.42%,5.02%,4.98%,4.59%,6.75%,6.43%,7.22%,7.78%,7.22%,10.40%,8.43%,4.57%,3.54%,-1.94%,-7.47%
Dividend Yield,2.20%,2.90%,3.10%,3.00%,3.00%,2.80%,2.30%,2.40%,2.70%,2.40%,2.30%,2.40%,2.50%,2.00%,1.90%,2.20%,2.40%,2.70%,2.50%,2.30%,3.00%,3.00%,2.40%,2.20%,2.50%,4.10%,3.90%,3.50%,2.90%,2.80%,2.90%,2.90%,2.80%,3.20%,3.20%,3.90%,4.80%,5.20%,4.30%,4.20%,5.51%
Payout Ratio,40.00%,166.70%,165.40%,30.30%,32.10%,204.80%,139.40%,27.70%,32.90%,117.90%,121.40%,24.90%,33.10%,92.70%,105.60%,26.90%,-1425.00%,-63.30%,131.20%,30.30%,900.00%,300.00%,618.20%,40.50%,32.90%,-133.30%,-272.00%,42.20%,89.50%,81.00%,-400.00%,37.20%,113.30%,154.50%,68.60%,75.30%,-76.10%,-437.50%,-41.40%,-56.90%,-70.00%
Buyback Yield / Dilution,0.13%,-1.71%,-0.34%,1.73%,3.14%,5.07%,4.11%,2.02%,0.84%,-0.39%,-0.18%,-0.40%,-0.13%,0.40%,-0.24%,0.26%,0.19%,0.10%,0.05%,-1.49%,-1.57%,-1.34%,-0.73%,0.58%,0.20%,-8.77%,-8.87%,-8.58%,-8.54%,-0.35%,-0.41%,-0.48%,-0.67%,-1.17%,-1.36%,-0.30%,-0.12%,0.53%,0.60%,-0.47%,-0.47%
Total Shareholder Return,2.33%,1.19%,2.76%,4.73%,6.14%,7.87%,6.41%,4.42%,3.54%,2.01%,2.12%,2.00%,2.37%,2.40%,1.66%,2.46%,2.59%,2.80%,2.55%,0.81%,1.43%,1.66%,1.67%,2.78%,2.70%,-4.67%,-4.97%,-5.08%,-5.64%,2.45%,2.49%,2.42%,2.13%,2.03%,1.84%,3.60%,4.68%,5.73%,4.90%,3.73%,5.04%
