,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,-43.31,-50.36,-41.05,-44.66,-58.09,-61.93,-41.03,-37.38,-333.33,-49.63,-36.26,4.97,-21.51,-55.8,-22.18,-17.35,10.62,-52.75,8.41,7.02,-1.55,-11.08,40.6,599.03,48,41,13,17,82,59,63,26,75,20,80,150,150,"1,044",242,295
Depreciation & Amortization,7.94,8.69,12.1,13.33,13.82,15.03,15.1,16.4,17.45,20,22.26,23.37,25.23,27.18,29.4,32.07,33.41,35.21,37.87,43.11,55.45,60.33,64.01,72.22,76,83,84,93,106,115,125,126,101,105,109,118,126,136,146,154
Share-Based Compensation,28.29,37.93,40.92,47.19,58.07,66.35,65.11,68.18,75.31,78.07,81.09,83.19,89.87,98.07,100.44,105.63,121.34,135.56,144.41,142.64,157.45,171.76,162.93,169.86,188,217,220,245,256,281,291,303,325,352,361,363,381,397,413,413
Other Operating Activities,31.3,45.8,13.03,33.81,53.56,60.73,24.47,59.35,319.26,-196.61,29.63,20.32,94.03,59.28,34.16,64.44,84.71,7.88,-45.19,96.84,149.49,22.73,-57.36,-419.86,180,27,-76,330,283,-155,-159,389,362,-44,-285,531,245,-997,-490,743
Operating Cash Flow,24.22,42.06,25,49.66,67.37,80.19,63.65,106.55,78.69,-148.17,96.72,131.85,187.61,128.73,141.82,184.78,250.08,125.9,145.5,289.61,360.85,243.74,210.18,421.24,492,368,241,685,727,300,320,844,863,433,265,"1,162",902,580,311,"1,605"
Operating Cash Flow Growth,61.20%,331.99%,20.66%,36.93%,178.18%,90.65%,154.60%,114.56%,16.81%,-,51.96%,23.74%,138.42%,-,46.64%,40.15%,33.30%,-2.20%,2.59%,56.73%,44.29%,93.60%,44.45%,45.45%,36.35%,50.98%,14.66%,62.62%,47.76%,-18.48%,32.78%,23.21%,18.71%,44.33%,-17.19%,37.68%,4.52%,33.95%,17.36%,38.12%
Capital Expenditures,-10.97,-16.44,-18.09,-8.88,-26.7,-15.12,-20.77,-24.89,-29.08,-23.85,-31.18,-21.45,-33.19,-35.92,-46.75,-34.65,-35.37,-52.99,-47.99,-112.51,-47.12,-86.06,-90.07,-114.75,-83,-111,-91,-147,-107,-91,-94,-100,-93,-151,-162,-144,-165,-132,-136,-261
Acquisitions,0,0,-99.81,0,-1.1,0,0,0,-0.5,-33.8,0,0,-15.04,-6.5,-5,-31.67,0,-24.94,0,-12.5,0,0,0,-7,-83,0,-25,1,-225,-513,-40,-7,0,-57,0,-34,0,0,-282,0
Change in Investments,-64.66,-40.59,-23.11,-34.32,-6.57,-49.91,-50.43,-34.29,4.38,66.66,-20.7,0.03,-79.54,20.87,-158.43,-451.46,-194.03,307.24,-38.61,-135.73,-175.9,-116.43,-31.92,-78.76,-215,-127,-588,-39,-112,-4,-74,-247,-186,-593,-470,-711,-372,-542,-79,-194
Other Investing Activities,-0.06,-,-,-,0.03,0.04,-0.47,-1.34,-6.21,-5.15,0.29,-7.68,-,-6.17,-,-0.5,-7.85,-3,-2.75,13.6,22.15,-0.04,-0.37,1.26,-4,-5,2,8,7,-6,11,-5,-1,1,3,15,13,-,-28,11
