,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,337.92,329.28,235.09,252.46,307.98,325.35,349.07,412.31,453.45,289.11,325.07,401.24,439.92,"1,173","1,105",726.5,682.85,704.85,703.63,566.2,639.72,583.58,622.93,775.78,808.73,837.31,"1,348","1,677","1,821","1,362","1,400","1,728","2,252","1,664","1,248","1,470","1,852","1,663","1,112","1,897"
Short-Term Investments,317.84,348.21,410.99,416.34,437.03,397.17,379.88,388.95,447.42,517.6,481.81,498.12,535.4,518.72,567.03,"1,053","1,203","1,045",922.41,931.72,"1,022","1,070",848.15,915.32,"1,050","1,505","1,603","1,415","1,635","1,622","1,631","1,576","1,762","2,170","2,708","2,810","3,062","3,084","2,955","2,980"
Cash & Cash Equivalents,655.76,677.48,646.07,668.79,745.01,722.52,728.95,801.25,900.87,806.71,806.88,899.36,975.31,"1,692","1,672","1,779","1,886","1,750","1,626","1,498","1,662","1,653","1,471","1,691","1,859","2,343","2,952","3,092","3,456","2,984","3,031","3,304","4,014","3,834","3,956","4,280","4,914","4,747","4,067","4,877"
Cash Growth,93.52%,166.96%,193.48%,5.40%,13.61%,6.65%,12.83%,19.81%,20.92%,11.65%,10.69%,12.24%,8.26%,109.76%,107.21%,97.84%,93.37%,3.40%,-2.74%,-15.81%,-11.87%,-5.50%,-9.53%,12.90%,11.83%,41.69%,100.64%,82.84%,85.94%,27.38%,2.69%,6.86%,16.15%,28.49%,30.52%,29.54%,22.42%,23.81%,2.81%,13.95%
Receivables,107.93,109.25,111.16,159.17,142.72,143.21,159.77,203.33,190.26,197.3,220.09,322.76,278.11,279.09,291.9,437.05,371.01,367.6,424.7,574.81,422.56,503.38,539.42,835.28,615.23,631.99,631.06,"1,009",645,781,776,"1,390",824,853,898,"1,725","1,109","1,093","1,168","2,036"
Other Current Assets,64.93,57.93,64.16,79.02,96.2,88.34,92.89,81.05,102.12,93.88,99.94,120.42,142.83,139.76,163.69,205.6,232.96,234.37,241.45,271.96,289.81,285.53,286.72,300.53,331.92,362.46,384.22,421,423,460,481,526,604,645,622,649,711,763,811,864
Total Current Assets,828.63,844.66,821.4,906.99,983.93,954.07,981.61,"1,086","1,193","1,098","1,127","1,343","1,396","2,111","2,127","2,422","2,490","2,352","2,292","2,345","2,374","2,442","2,297","2,827","2,806","3,337","3,967","4,522","4,524","4,225","4,288","5,220","5,442","5,332","5,476","6,654","6,734","6,603","6,046","7,777"
"Property, Plant & Equipment",86.2,96.48,96.98,104.24,115.44,124.9,132.71,144.71,154.24,166.55,176.11,181.62,189.66,213.5,231.3,245.12,267.45,286.95,297.37,347.22,744.21,761.96,806.28,870.51,935.55,"1,010","1,022","1,114","1,148","1,198","1,346","1,357","1,381","1,480","1,495","1,735","1,799","1,804","1,898","2,073"
Long-Term Investments,268.64,279.58,238.05,266.77,253.63,333.28,400.51,422.67,361.83,224.44,281.35,262.66,326.26,319.8,424.86,391.44,451.21,304.63,457.56,581.86,674.63,746.72,"1,002","1,013","1,078",776.81,"1,260","1,468","1,348","1,350","1,384","1,630","1,484","1,608","1,517","2,117","2,239","2,740","2,939","3,203"
Goodwill and Intangibles,14.46,13.91,116.65,109.54,104.83,104.84,100.07,98.67,103.61,147.99,145.15,148.39,164.67,177.02,177.07,215.64,211.24,230.73,227.14,249.43,244.44,274.07,266.85,300.61,378.65,375.27,387.78,394,582,"1,103","1,072","1,064","1,040","1,060","1,028","1,056","1,035","1,012","1,446","1,455"
