,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"3,617","3,808","4,059","3,915","5,859","8,118","6,411","8,687","9,930","11,195"
Depreciation & Amortization,321,366,373,437,459,522,580,726,750,799
Share-Based Compensation,-15,80,101,176,196,250,254,273,295,460
Other Operating Activities,-516,-153,104,"1,136",-291,-707,-21,-223,220,-474
Operating Cash Flow,"3,407","4,101","4,637","5,664","6,223","8,183","7,224","9,463","11,195","11,980"
Operating Cash Flow Growth,-17.61%,20.37%,13.07%,22.15%,9.87%,31.50%,-11.72%,30.99%,18.30%,7.01%
Capital Expenditures,-334,-342,-382,-423,-504,-728,-708,-814,"-1,097","-1,088"
Acquisitions,-525,-584,0,"-1,175",0,"-1,440",-989,"-4,436",-313,0
Change in Investments,"1,450",212,-783,-182,12,532,-10,-55,-57,-257
Other Investing Activities,99,-1,2,-1,-14,-4,-172,33,-3,-6
Investing Cash Flow,690,-715,"-1,163","-1,781",-506,"-1,640","-1,879","-5,272","-1,470","-1,351"
Dividends Paid,-515,-727,-837,-942,"-1,044","-1,345","-1,605","-1,741","-1,903","-2,158"
Share Issuance / Repurchase,"-3,358","-3,491","-3,474","-3,705","-4,829","-6,371","-4,376","-5,843","-8,663","-8,795"
Debt Issued / Paid,"1,530","1,735","1,972",-64,991,"2,224","3,959","1,374",399,"1,554"
Other Financing Activities,4,-33,-5,-53,-84,-375,-130,-345,-161,-89
Financing Cash Flow,"-2,339","-2,516","-2,344","-4,764","-4,966","-5,867","-2,152","-6,555","-10,328","-9,488"
Exchange Rate Effect,-220,-260,-50,200,-6,-44,257,-153,-103,128
Net Cash Flow,"1,538",610,"1,080",-681,745,632,"3,450","-2,517",-706,"1,269"
Free Cash Flow,"3,073","3,759","4,255","5,241","5,719","7,455","6,516","8,649","10,098","10,892"
Free Cash Flow Growth,-19.89%,22.32%,13.19%,23.17%,9.12%,30.35%,-12.60%,32.73%,16.75%,7.86%
Free Cash Flow Margin,32.55%,38.88%,39.49%,41.94%,38.25%,44.16%,42.59%,45.80%,45.41%,43.40%
Free Cash Flow Per Share,2.64,3.31,3.88,4.91,5.49,7.33,6.50,8.75,10.43,11.54
