,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31,Current
Market Capitalization,"9,801","9,969","9,952","11,327","13,523","14,180","13,968","14,000","14,234","14,037","14,856","14,809","17,031","17,964","18,399","20,531","17,289","15,984","13,082","8,638","9,126","10,677","8,911","9,770","5,584","6,813","6,710","10,001","13,915","13,545","12,285","12,244","8,037","8,195","5,794","6,494","6,372","6,569","5,465","6,591","7,350"
Market Cap Growth,24.88%,22.40%,5.41%,4.70%,37.98%,42.24%,40.35%,23.61%,5.25%,-1.01%,6.36%,5.78%,19.65%,27.98%,23.85%,38.64%,1.52%,-11.02%,-28.90%,-57.93%,-47.22%,-33.20%,-31.88%,13.11%,-38.82%,-36.19%,-24.70%,2.36%,149.22%,98.80%,83.09%,22.43%,-42.25%,-39.50%,-52.84%,-46.96%,-20.71%,-19.84%,-5.68%,1.49%,-
Enterprise Value,"12,195","12,326","12,237","13,482","15,828","17,485","17,048","17,119","17,385","16,881","17,458","17,199","19,473","20,762","21,032","23,210","20,092","18,496","15,853","11,777","12,609","13,960","11,898","12,535","8,390","9,129","8,880","12,299","16,378","15,866","13,851","14,702","10,839","10,939","8,442","9,205","9,532","9,466","7,966","9,099","9,858"
PE Ratio,30.22,16.32,16.45,19.28,151.29,19.01,16.25,18.27,20.74,13.75,13.76,15.84,21.23,17.23,17.03,21.35,20.70,20.33,14.41,9.42,18.76,13.19,14.32,9.23,12.63,-35.30,8.18,10.07,14.69,10.07,11.33,16.19,8.19,7.31,-2.71,48.53,19.85,16.23,-1.80,11.81,11.81
PS Ratio,1.28,1.29,1.28,1.45,1.72,1.80,1.74,1.73,1.70,1.63,1.69,1.65,1.89,1.96,1.98,2.16,1.79,1.63,1.32,0.87,0.91,1.07,0.89,0.98,0.57,0.73,0.72,1.05,1.40,1.25,1.11,1.09,0.70,0.70,0.49,0.55,0.55,0.58,0.49,0.59,0.66
PB Ratio,2.18,2.13,2.17,2.56,3.20,3.07,2.94,2.88,2.76,2.61,2.62,2.56,2.81,2.78,2.71,2.91,2.35,2.17,1.73,1.16,1.20,1.37,1.15,1.20,0.71,0.86,0.82,1.17,1.64,1.54,1.40,1.45,0.97,0.95,0.74,0.81,0.79,0.80,0.75,0.86,0.96
P/FCF Ratio,144.65,255.80,523.61,112.83,97.97,48.68,29.50,34.30,25.39,21.88,23.68,22.59,27.33,48.37,52.41,71.39,67.73,37.90,40.94,22.31,18.70,19.42,12.58,11.19,6.07,5.90,4.80,7.44,9.87,11.80,12.67,19.34,19.43,44.28,-63.52,73.46,21.84,14.88,7.27,6.89,7.68
P/OCF Ratio,19.88,19.58,19.08,17.10,19.78,17.05,14.03,15.35,12.95,11.76,11.98,11.16,12.56,15.07,15.12,17.20,14.28,11.41,10.78,7.31,7.81,9.48,7.04,6.89,3.87,4.22,3.72,5.65,7.59,8.44,8.16,9.35,7.28,8.97,9.06,9.71,7.31,6.65,4.29,4.96,5.53
Debt / Equity Ratio,0.55,0.52,0.52,0.51,0.57,0.75,0.67,0.66,0.63,0.55,0.48,0.43,0.43,0.45,0.40,0.39,0.40,0.41,0.38,0.44,0.47,0.44,0.40,0.36,0.39,0.39,0.36,0.36,0.36,0.35,0.31,0.32,0.37,0.35,0.38,0.40,0.46,0.42,0.42,0.41,0.41
Quick Ratio,0.68,0.71,0.72,0.60,0.44,0.52,0.44,0.41,0.45,0.50,0.54,0.55,0.60,0.55,0.65,0.62,0.65,0.82,0.62,0.53,0.54,0.53,0.61,0.61,0.66,1.24,1.21,1.29,1.05,1.08,1.04,0.83,0.67,0.66,0.62,0.84,0.84,0.81,0.77,0.80,0.80
Current Ratio,1.77,1.80,1.84,1.60,1.11,1.20,1.06,1.00,1.04,1.12,1.20,1.28,1.32,1.25,1.48,1.53,1.54,1.74,1.54,1.38,1.37,1.30,1.52,1.63,1.61,2.53,2.16,2.26,1.85,1.87,1.95,1.78,1.44,1.51,1.50,1.92,1.83,1.78,1.73,1.78,1.78
Asset Turnover,Upgrade,0.21,0.23,0.23,0.24,0.23,0.20,0.21,0.20,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.20,0.19,0.20,0.20,0.19,0.18,0.19,0.19,0.18,0.17,0.15,0.19,0.18,0.19,0.20,0.19,0.19,0.21,0.21,0.21,0.19,0.19,0.20,0.21,0.19
Interest Coverage,5.92,10.74,6.14,9.99,2.66,15.19,14.95,13.49,19.97,33.88,40.20,35.98,33.50,42.40,52.36,47.33,35.65,41.50,31.83,14.81,15.79,25.36,25.79,14.12,17.47,-4.71,17.69,17.79,20.83,27.15,24.08,20.80,15.41,30.51,2.75,4.18,-2.54,6.70,-36.42,9.62,9.62
Return on Equity (ROE),Upgrade,8.44%,9.58%,10.48%,12.03%,11.20%,10.99%,12.00%,12.66%,14.83%,15.47%,15.66%,16.09%,15.82%,14.95%,14.20%,13.75%,13.34%,12.42%,11.53%,11.58%,10.22%,9.98%,9.13%,9.16%,9.34%,6.09%,6.51%,6.04%,7.55%,11.70%,12.48%,12.26%,12.57%,11.46%,2.31%,0.32%,-1.72%,-3.88%,-7.50%,-5.76%
Return on Assets (ROA),Upgrade,4.37%,5.04%,5.51%,6.42%,5.71%,4.99%,5.67%,6.19%,7.43%,8.08%,8.52%,9.09%,8.94%,8.33%,8.16%,8.03%,7.80%,7.10%,6.71%,6.58%,5.69%,5.65%,5.29%,5.56%,5.53%,3.61%,3.86%,3.60%,4.49%,6.94%,7.56%,7.26%,7.24%,6.71%,1.31%,0.18%,-0.95%,-2.19%,-4.15%,-3.24%
Return on Capital (ROIC),Upgrade,6.91%,7.66%,8.33%,9.29%,8.33%,7.27%,8.11%,8.56%,9.99%,10.75%,11.24%,11.61%,11.31%,10.60%,10.42%,10.19%,9.89%,9.12%,8.70%,8.47%,7.29%,7.29%,7.29%,7.37%,7.40%,4.90%,4.90%,4.61%,5.73%,8.95%,9.84%,9.58%,8.51%,7.88%,6.17%,4.66%,2.96%,1.57%,-5.72%,-4.57%
