,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Revenue,"3,076","3,750","3,599","3,405","3,514","4,015","3,885","3,544","3,706","4,126","3,997","3,702","4,050","4,542","4,387","4,107","4,084","4,793","4,766","4,296","4,319","5,366","5,201","4,790","4,962","3,229","5,372","5,185","5,164","7,698","7,988","8,528","7,687","9,312","8,145","6,506","5,722","7,687","7,074","6,149"
Revenue Growth (YoY),8.78%,13.26%,10.90%,15.77%,14.23%,7.06%,7.94%,4.08%,5.46%,2.78%,2.89%,4.44%,9.29%,10.08%,9.74%,10.95%,0.85%,5.51%,8.65%,4.60%,5.74%,11.97%,9.13%,11.50%,14.91%,-39.83%,3.29%,8.24%,4.07%,138.41%,48.70%,64.47%,48.84%,20.97%,1.96%,-23.71%,-25.55%,-17.45%,-13.15%,-5.49%
Cost of Revenue,"2,692","3,248","3,136","2,959","3,038","3,471","3,364","3,080","3,217","3,554","3,452","3,198","3,488","3,893","3,783","3,568","3,547","4,131","4,115","3,727","3,719","4,624","4,508","4,176","4,290","2,875","4,620","4,554","4,523","6,773","7,173","7,691","6,976","8,436","7,408","5,929","5,112","6,870","6,377","5,536"
Gross Profit,384.14,501.73,463.34,446.62,475.84,543.79,521.37,464.33,489.27,572.64,545.36,503.14,562.16,648.94,604.01,539.19,536.73,661.34,650.64,569.24,599.38,742.38,693.45,613.65,672.86,354.18,752.14,631.43,641.37,924.51,815.48,836.56,710.99,875.39,737.15,576.69,610.98,817.39,696.77,612.86
"Selling, General & Admin",297.45,313.45,297.64,316.63,330.01,349.78,330.78,337.51,333.86,380.23,366.13,356.74,385.41,403.5,405.06,399.67,408.81,438.23,453.55,409.52,428.97,489.66,480.83,484.85,294.83,324.89,441.92,430.78,506.82,554.07,574.29,575.93,620.94,656.74,666.04,591.73,572.85,559.84,585.69,559.96
Other Operating Expenses,-80.57,-94.34,-92.29,-88.19,-89.19,-109.11,-98.28,-92.32,-92.33,-100.76,-95.97,-89.36,-82.9,-109.36,-107.94,-102.81,-101.07,-115.59,-109.67,-109.73,-103.71,-115.96,-114.13,-114.03,77.99,-2.13,-98.91,-128.43,-138.99,-191.84,-147.24,-111.54,-138.93,-148.83,-125.18,-94.82,-66.13,-78.94,-76.17,-88.04
Operating Expenses,216.89,219.11,205.35,228.45,240.82,240.67,232.51,245.2,241.53,279.47,270.16,267.38,302.52,294.14,297.13,296.86,307.74,322.64,343.89,299.8,325.26,373.7,366.7,370.82,372.82,322.77,343.01,302.35,367.83,362.23,427.04,464.39,482.01,507.92,540.86,496.91,506.72,480.9,509.52,471.93
Operating Income,167.25,282.62,257.99,218.17,235.02,303.12,288.87,219.14,247.74,293.17,275.21,235.76,259.65,354.8,306.88,242.33,228.99,338.7,306.75,269.44,274.12,368.68,326.75,242.83,300.04,31.42,409.13,329.08,273.54,562.28,388.44,372.17,228.98,367.48,196.28,79.78,104.26,336.49,187.24,140.94
Interest Expense / Income,7.55,7.6,7.35,7.34,2.18,7.1,7.45,10.02,11.78,11.09,13.9,15.07,16.35,16.84,16.84,17.41,19.67,18.05,17.95,18.81,20.98,17.78,21.07,21.84,22.31,23.96,22.47,19.46,20.29,20.53,22.41,24.3,26.85,28.78,32.75,30.15,28.73,30.47,31.59,31.27
Other Expense / Income,-,-,-,-,-,0.04,1.59,1.16,9.77,-0.62,-0.44,1.03,0.98,-0.09,-0.19,-0.28,-0.8,0.96,-0.69,2.82,-2.69,-0.36,0.14,-6.57,1.1,3.3,-1.68,-0.89,-9,-25.58,-1.78,-8.09,0.89,2.1,-4.04,-0.36,-7.1,-1.21,-2.63,-0.89
