,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-10-03,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Net Income,213,260,137,309,310,343,258,461,432,484,391,593,340,447,394,"1,631",315,541,483,551,426,676,327,505,376,526,654,467,476,749,"1,355","1,121",829,750,538,316,-97,-417,-450,107
Depreciation & Amortization,127,128,148,175,172,177,187,172,176,178,179,177,179,187,218,229,230,238,246,250,273,286,289,288,293,295,316,298,306,302,308,300,295,297,310,303,317,323,396,373
Share-Based Compensation,0,0,51,0,0,0,69,0,0,0,81,0,0,0,92,0,0,0,69,0,0,0,77,0,0,0,89,0,0,0,91,0,0,0,93,0,0,0,61,0
Other Operating Activities,-436,-110,299,328,-486,344,384,462,-598,106,192,364,-671,-167,446,-734,-532,6,241,67,-628,-366,285,101,-303,627,107,620,-818,256,-570,11,"-1,332",-381,-144,143,-213,754,316,820
Operating Cash Flow,-96,278,635,812,-4,864,898,"1,095",10,768,843,"1,134",-152,467,"1,150","1,126",13,785,"1,039",868,71,596,978,894,366,"1,448","1,166","1,385",-36,"1,307","1,184","1,432",-208,666,797,762,7,660,323,"1,300"
Operating Cash Flow Growth,-,-48.71%,17.16%,124.93%,-,210.79%,41.42%,34.85%,-,-11.11%,-6.12%,3.56%,-,-39.19%,36.42%,-0.71%,-,68.09%,-9.65%,-22.91%,446.15%,-24.08%,-5.87%,3.00%,415.49%,142.95%,19.22%,54.92%,-,-9.74%,1.54%,3.39%,-,-49.04%,-32.69%,-46.79%,-,-0.90%,-59.47%,70.60%
Capital Expenditures,-153,-144,-195,-231,-204,-201,-218,-188,-167,-160,-180,-200,-267,-315,-287,-296,-263,-328,-313,-318,-338,-315,-288,-312,-312,-283,-292,-289,-268,-302,-350,-408,-439,-476,-564,-589,-508,-467,-375,-354
Acquisitions,-56,0,"-8,137",142,0,23,374,0,0,0,0,0,0,"-3,081",0,-101,0,-382,-194,"-2,141",0,-320,169,29,0,0,0,0,0,0,"1,188",0,0,0,0,-39,0,-223,0,0
Change in Investments,-2,2,16,-3,1,21,-5,-2,3,-3,-7,-2,1,-1,-16,-3,2,0,-4,0,-1,0,0,-16,-185,0,0,1,-1,-46,0,-45,-51,-2,-80,-36,-2,-13,-66,-27
Other Investing Activities,11,36,-34,3,1,22,5,-1,3,13,5,-12,2,8,6,-22,-3,-27,28,10,22,66,-10,-82,1,17,12,29,20,73,3,-6,64,38,34,-5,3,7,14,3
Investing Cash Flow,-200,-106,"-8,350",-89,-202,-135,156,-191,-161,-150,-182,-214,-264,"-3,389",-297,-422,-264,-737,-483,"-2,449",-317,-569,-129,-381,-496,-266,-280,-259,-249,-275,841,-459,-426,-440,-610,-669,-507,-696,-427,-378
Dividends Paid,-25,-26,-28,-37,-38,-35,-37,-54,-54,-54,-54,-79,-79,-80,-81,-108,-108,-108,-107,-134,-135,-134,-134,-150,-151,-150,-150,-159,-159,-159,-159,-164,-164,-163,-162,-169,-167,-167,-167,-171
Share Issuance / Repurchase,-79,1,"2,125",-75,-41,-10,-285,-353,-395,-456,-612,-570,-80,10,-66,-101,-49,-120,-55,-80,-42,-43,12,-112,-56,-3,-6,-13,1,-5,-9,-302,-96,-170,-8,-309,-15,-9,-10,-6
Debt Issued / Paid,-3,-3,"5,521",-668,128,-444,-510,-20,-353,-170,130,-320,478,"3,220",-615,-520,310,158,-280,"1,927",402,201,-639,-243,380,-102,-707,0,"-1,013",-22,"-1,012",-17,"-1,024",-28,-19,-4,562,384,175,148
Other Financing Activities,14,7,-49,5,5,7,-,23,17,2,26,12,29,-242,-7,-,-,-1,-13,-2,-24,-4,-,-2,-5,-,-11,-1,-1,-11,-9,-1,1,-,-6,-,1,-6,-11,3
Financing Cash Flow,-93,-21,"7,569",-775,54,-482,-832,-404,-785,-678,-510,-957,348,"2,908",-769,-729,153,-71,-455,"1,711",201,20,-761,-507,168,-255,-874,-173,"-1,172",-197,"-1,189",-484,"-1,283",-361,-195,-482,381,202,-13,-26
Exchange Rate Effect,2,-2,-3,-5,-6,1,-5,-1,3,3,1,-5,4,2,3,0,3,-5,-1,0,5,-1,-10,7,-16,1,7,16,-6,1,-7,2,4,-24,-17,12,8,-10,-9,15
