,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"28,724","28,004","30,681","38,837","26,136","28,408","27,513","25,358","19,992","17,216","20,245"
Market Cap Growth,118.83%,-2.51%,9.56%,26.58%,-32.70%,8.69%,-3.15%,-7.83%,-21.16%,-13.88%,-
Enterprise Value,"28,428","28,131","30,763","39,232","25,824","28,332","26,378","22,135","17,131","14,942","17,971"
PE Ratio,25.29,12.84,14.04,11.57,10.60,12.35,-8.95,25.96,37.09,37.02,44.64
PS Ratio,1.54,1.41,1.51,1.84,1.19,1.27,3.04,1.61,0.84,0.66,0.78
PB Ratio,4.24,3.81,3.64,4.03,2.65,2.89,3.10,2.44,1.87,1.64,1.93
P/FCF Ratio,24.89,23.40,13.61,21.50,8.80,9.60,-16.76,13.96,-149.19,-48.36,-48.36
P/OCF Ratio,9.90,8.65,7.15,9.88,5.34,7.13,-24.41,10.92,5.27,5.44,6.40
EV/Sales Ratio,1.53,1.42,1.52,1.86,1.18,1.26,2.92,1.40,0.72,0.57,0.69
EV/EBITDA Ratio,9.86,6.10,6.42,8.53,5.74,6.60,-9.95,7.22,7.08,6.19,7.44
EV/EBIT Ratio,14.61,7.81,8.61,11.61,7.84,9.21,-6.75,12.35,16.04,16.75,20.15
EV/FCF Ratio,24.63,23.50,13.64,21.72,8.69,9.57,-16.06,12.18,-127.84,-41.97,-41.97
Debt / Equity Ratio,0.40,0.43,0.40,0.38,0.34,0.41,1.37,1.18,0.88,0.87,0.87
Debt / EBITDA Ratio,0.93,0.69,0.71,0.80,0.75,0.93,-4.60,4.01,3.90,3.81,3.81
Debt / FCF Ratio,2.33,2.65,1.50,2.03,1.14,1.35,-7.43,6.76,-70.38,-25.84,-25.84
Quick Ratio,0.57,0.48,0.56,0.57,0.54,0.58,1.93,1.84,1.28,1.03,1.03
Current Ratio,0.66,0.54,0.66,0.70,0.64,0.67,2.02,1.97,1.43,1.14,1.14
Asset Turnover,0.92,0.94,0.89,0.87,0.84,0.85,0.27,0.43,0.65,0.72,0.72
Interest Coverage,14.97,29.75,29.28,29.64,25.15,26.06,-11.19,3.84,3.14,3.44,3.44
Return on Equity (ROE),15.70%,30.70%,27.50%,38.20%,24.90%,23.30%,-31.90%,9.90%,5.00%,4.40%,4.40%
Return on Assets (ROA),5.60%,10.30%,9.60%,13.80%,9.40%,8.70%,-9.30%,2.70%,1.50%,1.30%,1.30%
Return on Capital (ROIC),14.70%,24.49%,18.84%,26.32%,18.88%,16.63%,-18.11%,5.59%,3.74%,0.83%,0.83%
Earnings Yield,3.95%,7.79%,7.12%,8.64%,9.43%,8.10%,-11.17%,3.85%,2.70%,2.70%,2.30%
FCF Yield,4.02%,4.27%,7.35%,4.65%,11.37%,10.42%,-5.97%,7.17%,-0.67%,-2.07%,-1.76%
Dividend Yield,0.50%,0.70%,0.80%,0.70%,1.30%,1.30%,0.40%,0.00%,0.00%,3.10%,2.12%
Payout Ratio,13.30%,8.60%,10.80%,8.50%,14.10%,16.40%,-3.30%,0.00%,0.00%,115.40%,94.74%
Buyback Yield / Dilution,2.58%,4.18%,3.59%,4.74%,4.81%,8.15%,-12.16%,-0.28%,-0.31%,-0.40%,-0.40%
Total Shareholder Return,3.08%,4.88%,4.39%,5.44%,6.11%,9.45%,-11.76%,-0.28%,-0.31%,2.70%,1.72%
