,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,453.1,519.6,418.3,455.8,446.6,510.1,423,454.9,438,532.2,442.2,483.7,532.6,616.9,543.9,606.3,627.9,685.3,551.8,623,617.5,725.7,664.7,721.4,760.6,947.3,846,911,"1,053","1,188","1,025","1,217","1,273","1,287","1,022","1,149","1,037","1,055",982,"1,024"
Revenue Growth (YoY),-,-,0.97%,3.43%,-1.43%,-1.83%,1.12%,-0.20%,-1.93%,4.33%,4.54%,6.33%,21.60%,15.92%,23.00%,25.35%,17.89%,11.09%,1.45%,2.75%,-1.66%,5.90%,20.46%,15.79%,23.17%,30.54%,27.28%,26.28%,38.44%,25.41%,21.16%,33.59%,20.89%,8.33%,-0.29%,-5.59%,-18.54%,-18.03%,-3.91%,-10.88%
Cost of Revenue,301.4,329.3,293,299.7,294.4,328.4,301.5,302.8,311.8,344.4,318.1,335.8,365.2,401.7,403.8,418.9,436.2,451.9,403.3,421.6,418.8,469.3,487,489.2,521.8,613,597,613,687,749,701,812,850,825,764,762,857,840,813,853
Gross Profit,151.7,190.3,125.3,156.1,152.2,181.7,121.5,152.1,126.2,187.8,124.1,147.9,167.4,215.2,140.1,187.4,191.7,233.4,148.5,201.4,198.7,256.4,177.7,232.2,238.8,334.3,249,298,366,439,324,405,423,462,258,387,180,215,169,171
"Selling, General & Admin",87.6,78.6,81.4,88.1,80.9,86.9,82.3,93,93.4,89.5,98.2,96.2,100.9,107.3,107.5,114.8,117.6,124.9,115.5,123.2,129.9,143.4,142.8,141,136.1,157.1,165,165,173,184,183,228,207,226,196,226,190,217,205,250
Other Operating Expenses,3.9,10.6,1.4,5.6,5.5,5.6,2.2,0.5,1.5,7.5,1.1,3.8,1.9,11,1.2,4.3,1.6,11.8,12.6,0,3,3.4,0.5,2.2,1.9,7.5,2,6,8,2,4,16,5,16,2,23,225,124,690,33
Operating Expenses,91.5,89.2,82.8,93.7,86.4,92.5,84.5,93.5,94.9,97,99.3,100,102.8,118.3,108.7,119.1,119.2,136.7,128.1,123.2,132.9,146.8,143.3,143.2,138,164.6,167,171,181,186,187,244,212,242,198,249,415,341,895,283
Operating Income,60.2,101.1,42.5,62.4,65.8,89.2,37,58.6,31.3,90.8,24.8,47.9,64.6,96.9,31.4,68.3,72.5,96.7,20.4,78.2,65.8,109.6,34.4,89,100.8,169.7,82,127,185,253,137,161,211,220,60,138,-235,-126,-726,-112
Interest Expense / Income,40.4,40.3,35.5,23.9,23,22.6,22.7,22.3,21.7,21.8,22.1,22.8,22.6,22.6,24.3,27.2,29.9,30,28.1,25.5,26.4,31,36.3,34.9,34.4,20.4,26,26,27,32,26,32,33,32,32,47,51,56,58,66
Other Expense / Income,6.5,7.4,40.5,-3.9,0.1,3.7,0.4,-3.6,-4.2,-8.5,-2.1,-1.8,7.3,5.1,5.2,13.1,9.9,-22.7,5.7,1.4,-3.2,-0.9,4.9,-4.4,36.7,-29.3,-11,-8,-159,-,8,14,2,3,25,-23,-4,-5,13,4
Pretax Income,13.3,53.4,-33.5,42.4,42.7,62.9,13.9,39.9,13.8,77.5,4.8,26.9,34.7,69.2,1.9,28,32.7,89.4,-13.4,51.3,42.6,79.5,-6.8,58.5,29.7,178.6,67,109,317,221,103,115,176,185,3,114,-282,-177,-797,-182
Income Tax,6.6,26.2,-14,-4.1,11.2,-90.8,2,9.2,3.1,19.4,0.2,9.5,8.7,7.4,-1.9,49.9,13.7,6.7,1,2.3,10.9,8.8,-6.9,13,8.8,24.1,-15,21,85,39,10,18,35,17,3,33,-55,-67,-38,24
Net Income,6.7,27.2,-19.5,46.5,31.5,153.7,11.9,30.7,10.7,58.1,4.6,17.4,26,61.8,3.8,-21.9,19,82.7,-14.4,49,31.7,70.7,0.1,45.5,20.9,154.5,82,88,232,182,93,97,141,168,0,81,-227,-110,-759,-206
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.1,11.2,9.1,20.2,13,11,15,13,9,4,0,1,0,0,0,0,0,0
Net Income Common,6.7,27.2,-19.5,46.5,31.5,153.7,11.9,30.7,10.7,58.1,4.6,17.4,26,61.8,3.8,-21.9,19,82.7,-14.4,49,31.7,65.7,-8,34.3,11.8,134.3,69,77,217,169,84,93,141,167,0,81,-227,-110,-759,-206
Net Income Growth,-,-,-,-,370.15%,465.07%,-,-33.98%,-66.03%,-62.20%,-61.34%,-43.32%,142.99%,6.37%,-17.39%,-,-26.92%,33.82%,-,-,66.84%,-20.56%,-,-30.00%,-62.78%,104.41%,-,124.49%,1738.98%,25.84%,21.74%,20.78%,-35.02%,-1.18%,-,-12.90%,-,-,-,-
Shares Outstanding (Basic),117,117,117,124,124,124,125,125,125,125,125,125,125,125,125,133,133,133,145,145,146,146,146,146,146,155,164,165,170,170,171,171,179,179,180,180,180,180,180,181
Shares Change,-,-,0.02%,5.55%,5.56%,5.95%,6.14%,0.57%,0.57%,0.30%,0.18%,0.18%,0.20%,0.24%,0.35%,6.50%,6.85%,6.73%,15.74%,9.42%,9.24%,9.26%,0.79%,0.64%,0.54%,6.30%,12.41%,12.57%,16.26%,9.97%,4.05%,3.94%,5.22%,5.21%,5.33%,5.13%,0.55%,0.59%,0.21%,0.38%
EPS (Basic),0.09,0.37,-0.18,0.37,0.25,1.27,0.10,0.25,0.09,0.46,0.04,0.14,0.21,0.50,0.03,-0.16,0.14,0.63,-0.10,0.34,0.22,0.46,-0.05,0.23,0.08,0.90,0.42,0.46,1.27,1.00,0.49,0.53,0.78,0.93,-,0.45,-1.26,-0.61,-4.19,-1.13
EPS (Diluted),0.09,0.36,-0.18,0.37,0.25,1.26,0.09,0.24,0.09,0.47,0.04,0.14,0.21,0.49,0.03,-0.16,0.14,0.62,-0.10,0.33,0.22,0.44,-0.05,0.23,0.08,0.88,0.41,0.45,1.26,0.99,0.49,0.52,0.78,0.94,-,0.44,-1.26,-0.61,-4.19,-1.13
EPS Growth,-,-,-,-,177.78%,250.00%,-,-35.14%,-64.00%,-62.70%,-55.56%,-41.67%,133.33%,4.26%,-25.00%,-,-33.33%,26.53%,-,-,57.14%,-29.03%,-,-30.30%,-63.64%,100.00%,-,95.65%,1475.00%,12.50%,19.51%,15.56%,-38.10%,-5.05%,-,-15.38%,-,-,-,-
Free Cash Flow,30.7,24.7,-71,0.1,56.9,44.8,11.7,-22.7,24.6,4,20.6,22.6,69,48.2,41,53.9,60.4,44.5,2.9,0.3,27.3,0.5,-48.3,42,-29.6,9.9,0,-115,-83,-55,9,-54,-10,-166,-235,47,-201,75,-153,18
Free Cash Flow Per Share,0.26,0.21,-0.60,0.00,0.46,0.36,0.09,-0.18,0.20,0.03,0.17,0.18,0.55,0.39,0.33,0.41,0.45,0.33,0.02,0.00,0.19,0.00,-0.33,0.29,-0.20,0.06,-,-0.70,-0.49,-0.32,0.05,-0.32,-0.06,-0.93,-1.31,0.26,-1.12,0.42,-0.85,0.10
Gross Margin,33.48%,36.62%,29.95%,34.25%,34.08%,35.62%,28.72%,33.44%,28.81%,35.29%,28.06%,30.58%,31.43%,34.88%,25.76%,30.91%,30.53%,34.06%,26.91%,32.33%,32.18%,35.33%,26.73%,32.19%,31.40%,35.29%,29.43%,32.71%,34.76%,36.95%,31.61%,33.28%,33.23%,35.90%,25.24%,33.68%,17.36%,20.38%,17.21%,16.70%
Operating Margin,13.29%,19.46%,10.16%,13.69%,14.73%,17.49%,8.75%,12.88%,7.15%,17.06%,5.61%,9.90%,12.13%,15.71%,5.77%,11.27%,11.55%,14.11%,3.70%,12.55%,10.66%,15.10%,5.18%,12.34%,13.25%,17.91%,9.69%,13.94%,17.57%,21.30%,13.37%,13.23%,16.58%,17.09%,5.87%,12.01%,-22.66%,-11.94%,-73.93%,-10.94%
Profit Margin,1.48%,5.23%,-4.66%,10.20%,7.05%,30.13%,2.81%,6.75%,2.44%,10.92%,1.04%,3.60%,4.88%,10.02%,0.70%,-3.61%,3.03%,12.07%,-2.61%,7.87%,5.13%,9.05%,-1.20%,4.75%,1.55%,14.18%,8.16%,8.45%,20.61%,14.23%,8.20%,7.64%,11.08%,12.98%,-,7.05%,-21.89%,-10.43%,-77.29%,-20.12%
