,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"8,407","9,752","13,195","14,159","14,160","11,229","16,966","23,458","35,721","23,798","31,800"
Market Cap Growth,29.89%,15.99%,35.30%,7.31%,0.00%,-20.70%,51.09%,38.26%,52.28%,-33.38%,-
Enterprise Value,"9,613","11,150","14,289","16,702","16,528","13,641","19,948","26,151","40,791","29,300","37,389"
PE Ratio,23.90,26.54,30.75,28.97,24.11,36.17,-44.17,45.10,48.00,34.18,61.16
PS Ratio,3.65,4.00,4.95,4.50,4.21,3.29,4.84,5.68,7.26,4.65,6.19
PB Ratio,3.65,4.43,5.71,5.32,4.46,3.61,6.58,7.40,9.97,6.02,7.41
P/FCF Ratio,17.31,18.41,21.18,21.80,23.69,32.06,-197.74,44.69,41.26,179.47,62.55
P/OCF Ratio,14.78,15.83,17.16,17.20,17.35,16.71,54.07,24.79,26.76,31.43,28.39
EV/Sales Ratio,4.17,4.58,5.36,5.31,4.92,4.00,5.69,6.34,8.28,5.72,7.28
EV/EBITDA Ratio,12.00,13.27,15.97,15.43,14.76,17.41,683.13,21.44,25.82,17.47,24.72
EV/EBIT Ratio,15.74,17.53,20.57,20.52,19.94,29.18,-64.74,31.86,37.41,26.43,41.23
EV/FCF Ratio,19.79,21.04,22.94,25.72,27.65,38.94,-232.49,49.82,47.11,220.97,73.54
Debt / Equity Ratio,0.63,0.69,0.51,1.00,0.85,0.85,1.31,1.38,1.48,1.46,1.40
Debt / EBITDA Ratio,1.80,1.82,1.33,2.47,2.42,3.36,115.84,3.59,3.35,3.45,3.97
Debt / FCF Ratio,2.97,2.88,1.91,4.11,4.52,7.52,-39.42,8.34,6.12,43.64,11.80
Quick Ratio,0.82,0.57,0.73,0.45,0.47,0.84,0.69,0.93,0.42,0.57,0.87
Current Ratio,0.98,0.72,0.93,0.53,0.60,1.09,0.89,1.00,0.49,0.68,1.01
Asset Turnover,0.52,0.52,0.59,0.47,0.48,0.48,0.47,0.47,0.48,0.45,0.44
Interest Coverage,8.70,9.27,10.89,8.84,8.93,4.52,-2.76,5.80,7.49,6.06,3.85
Return on Equity (ROE),16.40%,15.80%,19.40%,18.70%,19.30%,9.70%,-15.10%,18.60%,21.40%,18.10%,12.60%
Return on Assets (ROA),8.00%,7.80%,9.40%,7.30%,8.30%,4.30%,-5.10%,5.90%,7.20%,6.10%,4.40%
Return on Capital (ROIC),10.63%,11.09%,13.49%,10.47%,11.29%,6.66%,-5.63%,6.87%,10.09%,8.15%,6.52%
Earnings Yield,4.18%,3.77%,3.25%,3.45%,4.15%,2.77%,-2.26%,2.22%,2.08%,2.93%,1.64%
FCF Yield,5.78%,5.43%,4.72%,4.59%,4.22%,3.12%,-0.51%,2.24%,2.42%,0.56%,1.60%
Dividend Yield,1.30%,1.20%,1.00%,1.10%,1.30%,1.70%,1.10%,0.80%,0.50%,0.80%,0.60%
Payout Ratio,30.30%,33.00%,32.10%,32.20%,31.90%,60.50%,-49.10%,36.40%,25.50%,27.40%,36.97%
Buyback Yield / Dilution,-0.98%,0.16%,2.11%,-0.17%,-0.33%,0.08%,-0.49%,-0.66%,-0.65%,0.24%,-0.49%
Total Shareholder Return,0.32%,1.36%,3.11%,0.93%,0.97%,1.78%,0.61%,0.14%,-0.15%,1.04%,0.12%
