,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,-,"11,771","6,968","8,670","8,911","8,808","9,335","21,848","13,176","10,146","10,830"
Market Cap Growth,-,-,-40.80%,24.43%,2.79%,-1.17%,5.98%,134.06%,-39.70%,-23.00%,-
Enterprise Value,-157,"11,226","7,343","9,113","8,969","9,018","10,194","22,193","14,250","11,385","11,788"
PE Ratio,-,59.96,-241.55,-523.59,-221.19,66.16,27.92,29.78,12.75,98.36,-51.84
PS Ratio,-,6.88,2.67,2.86,3.00,2.85,2.88,5.44,2.84,2.84,3.13
PB Ratio,-,1.91,1.39,1.77,1.87,2.02,2.17,4.72,2.89,2.60,2.98
P/FCF Ratio,-,86.70,18.72,38.68,15.29,14.94,11.94,19.60,15.76,14.83,17.61
P/OCF Ratio,-,38.51,10.13,11.16,10.45,10.87,9.87,16.78,12.56,12.03,15.55
EV/Sales Ratio,-0.14,6.56,2.81,3.01,3.02,2.92,3.15,5.53,3.07,3.19,3.41
EV/EBITDA Ratio,-1.50,33.05,10.56,11.52,11.34,11.29,11.03,16.58,8.87,21.40,49.61
EV/EBIT Ratio,-5.25,91.52,359.01,105.74,116.94,66.43,22.38,25.15,11.45,58.96,-138.99
EV/FCF Ratio,-2.35,82.69,19.72,40.66,15.39,15.30,13.04,19.91,17.05,16.64,19.16
Debt / Equity Ratio,0.13,-,0.20,0.20,0.21,0.21,0.37,0.38,0.45,0.52,0.56
Debt / EBITDA Ratio,0.84,-,1.42,1.25,1.24,1.15,1.70,1.30,1.27,3.85,8.54
Debt / FCF Ratio,1.31,-,2.65,4.41,1.69,1.56,2.01,1.56,2.45,2.99,3.30
Quick Ratio,1.79,2.84,2.61,2.31,2.98,2.55,2.04,2.76,2.33,2.05,1.24
Current Ratio,2.44,4.61,4.04,3.49,4.18,3.87,3.14,3.64,3.63,3.65,1.90
Asset Turnover,-,0.85,0.39,0.46,0.46,0.53,0.52,0.55,0.62,0.50,0.52
Interest Coverage,4.99,86.32,0.88,1.46,1.29,3.09,7.54,11.74,19.65,2.82,-1.24
Return on Equity (ROE),-,11.10%,-0.50%,-0.30%,-0.80%,2.90%,7.80%,16.40%,22.20%,2.50%,-5.60%
Return on Assets (ROA),-,9.70%,-0.40%,-0.20%,-0.60%,2.30%,5.40%,10.10%,13.80%,1.40%,-3.20%
Return on Capital (ROIC),1.90%,3.21%,0.20%,-0.88%,-2.87%,5.95%,6.10%,12.93%,16.25%,2.55%,-2.24%
Earnings Yield,-,1.67%,-0.41%,-0.19%,-0.45%,1.51%,3.58%,3.36%,7.84%,1.02%,-1.95%
FCF Yield,-,1.15%,5.34%,2.59%,6.54%,6.69%,8.37%,5.10%,6.34%,6.74%,5.68%
Buyback Yield / Dilution,-3.40%,-29.43%,-52.27%,10.44%,0.14%,-0.32%,6.33%,2.75%,3.85%,7.64%,3.76%
Total Shareholder Return,-3.40%,-29.43%,-52.27%,10.44%,0.14%,-0.32%,6.33%,2.75%,3.85%,7.64%,3.76%
