,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,147.23,157.36,155.51,185.94,155.77,171.28,160.42,208.6,151.42,158.07,167.08,182.08,158.07,179.56,190.27,443.87,211.3,228.4,247.6,257.1,369.6,249.7,277.5,871.1,240.3,219.2,234.4,255.8,289,286.3,289.5,287.8,287.6,268.8,327,247.3,283.1,364.9,347.2,389
Depreciation & Amortization,48.7,48.88,50.04,49.66,48.31,49.87,50.05,56.04,59.25,59.52,58.33,63.35,85.38,86.1,86.82,86.67,87.9,90.3,94.7,94.1,94.6,98.2,106.3,116.9,114.6,113.5,130,162.7,161.3,161.1,154.6,157.1,159.1,150.9,156.4,183.7,183.7,184.2,191.2,-196.1
Share-Based Compensation,14.57,15.44,17,16.02,13.8,15.64,17.6,14.73,18.98,20.11,21.39,18.35,21.05,22.82,23.73,15.48,26,28,27.1,52.7,25.3,29,26.1,24.1,27.7,30.5,30.2,33.3,32.9,36.4,33.6,33.2,35.9,25.3,29.6,27.7,29.6,33.9,35.7,0
Other Operating Activities,2.13,-81.18,3.56,9.59,42.52,-64.24,-1.44,-10.11,-22.57,-67.94,69.74,6.63,113.72,-116.59,14.81,-177.27,-43.5,-80.6,48.8,60.2,-199.2,-76.1,-5.4,-545.9,-18.7,85.9,-256.7,122.4,76.4,-58.3,-30.4,101.4,-7.3,-509.2,-261.2,-387,-32.7,-263.4,55.9,428.9
Operating Cash Flow,212.63,140.5,226.1,261.21,260.4,172.55,226.62,269.26,207.07,169.76,316.54,270.41,378.22,171.88,315.64,368.75,281.7,266.1,418.2,464.1,290.3,300.8,404.5,466.2,363.9,449.1,137.9,574.2,559.6,425.5,447.3,579.5,475.3,-64.2,251.8,71.7,463.7,319.6,630,621.8
Operating Cash Flow Growth,24.15%,0.55%,-11.60%,10.79%,22.47%,22.81%,0.23%,3.08%,-20.48%,-1.62%,39.68%,0.43%,82.65%,1.25%,-0.28%,36.37%,-25.52%,54.82%,32.49%,25.86%,3.05%,13.04%,-3.28%,0.45%,25.35%,49.30%,-65.91%,23.17%,53.78%,-5.25%,224.37%,0.92%,-15.06%,-,-43.71%,-87.63%,-2.44%,-,150.20%,767.22%
Capital Expenditures,-10.48,-10.08,-9.28,-7.81,-9.95,-10.72,-6.83,-8.76,-9.49,-8.86,-8.59,-13.17,-18.1,-12.42,-13.42,-15.6,-11.6,-15.9,-13.9,-17.2,-17.8,-15,-17.1,-13,-10.5,-10.2,-12.1,-16.1,-16.3,-16.2,-12.3,-17.8,-14.6,-14.1,-23.2,-18.4,-19.7,-24.5,-22.3,-41.5
Acquisitions,-2.15,-0.58,-302.53,-0.13,-589.58,-0.15,-435.05,-632.48,-265.25,-9.72,-2.62,"-3,444.17",-2.83,-32.69,-52.56,-65.67,-38.9,"-1,143.4",-6,-87.5,217.2,-535.9,"-1,812.7",900.9,-6.5,-150.3,"-5,500.7",-364.9,-0.1,-15.5,-3.9,-197.5,-53.2,-205.7,-322,"-3,699.2",-1.1,-16.2,"-1,952.8",-82.6
Other Investing Activities,0.11,0.42,-5.83,0.22,-3.6,-0.33,-0.44,-0.44,0.78,-0.7,0.82,8.11,-0.39,4.37,-0.29,0.01,-1,0.2,0.1,-,-2.2,-0.4,0.1,-0.1,-,-,-2.7,0.1,27.1,-1.2,-4,114.8,"3,006",-13.4,-2.2,"2,570",-6,17.2,16.7,6.5
Investing Cash Flow,-12.52,-10.24,-317.63,-7.71,-603.12,-11.21,-442.32,-641.68,-273.96,-19.28,-10.38,"-3,449.24",-21.32,-40.74,-66.27,-81.25,-51.5,"-1,159.1",-19.8,-104.7,197.2,-551.3,"-1,829.7",887.8,-17,-160.5,"-5,515.5",-380.9,10.7,-32.9,-20.2,-100.5,"2,938",-233.2,-347.4,"-1,148.1",-26.8,-23.5,"-1,958.4",-117.6
