,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"13,292","14,584","14,639","15,659","17,265","17,345","15,777","19,136","18,473","17,269","18,497","18,577","21,038","23,635","24,901","26,520","28,883","28,474","30,889","27,558","36,046","38,814","37,086","36,875","32,522","40,573","41,368","45,221","42,351","49,512","47,022","51,891","49,867","41,793","38,122","45,845","46,845","51,253","51,673","58,279","58,279"
Market Cap Growth,6.76%,17.34%,11.06%,13.69%,29.89%,18.93%,7.77%,22.21%,7.00%,-0.44%,17.24%,-2.92%,13.89%,36.86%,34.62%,42.76%,37.29%,20.47%,24.05%,3.91%,24.80%,36.31%,20.06%,33.81%,-9.78%,4.53%,11.54%,22.63%,30.22%,22.03%,13.67%,14.75%,17.75%,-15.59%,-18.93%,-11.65%,-6.06%,22.63%,35.55%,27.12%,-
Enterprise Value,"15,104","16,263","16,444","17,262","19,275","19,191","17,875","21,629","21,061","19,739","20,704","24,029","26,148","28,614","29,629","31,005","33,139","33,676","35,741","32,135","40,411","43,214","42,961","41,441","36,799","44,569","50,770","54,480","51,094","57,876","54,999","59,462","54,084","46,371","42,887","51,714","52,328","56,457","58,251","63,895","63,895"
PE Ratio,22.57,23.17,23.53,21.05,27.71,25.32,24.59,22.93,30.50,27.31,27.68,25.51,33.27,32.91,32.72,14.94,34.17,31.17,31.19,26.80,24.38,38.86,33.41,10.58,33.83,46.27,44.12,44.20,36.64,43.23,40.61,45.08,43.35,38.87,29.15,46.35,41.37,35.11,37.21,37.45,42.33
PS Ratio,3.99,4.24,4.19,4.41,4.82,4.84,4.40,5.34,5.10,4.72,4.97,4.90,5.29,5.66,5.67,5.76,6.11,5.83,6.13,5.31,6.83,7.31,6.93,6.87,5.99,7.51,7.64,8.18,7.42,8.27,7.73,8.52,8.19,7.19,6.69,8.16,8.42,8.86,8.62,9.43,9.43
PB Ratio,3.05,3.21,3.15,3.29,3.59,3.46,3.08,3.61,3.39,3.11,3.24,3.21,3.52,3.81,3.86,3.86,4.04,3.90,4.09,3.56,4.43,4.65,4.33,3.88,3.39,4.11,4.07,4.32,3.93,4.46,4.15,4.49,3.68,3.04,2.75,2.86,2.87,3.06,3.03,3.34,3.34
P/FCF Ratio,16.57,18.15,18.86,19.51,20.29,19.65,17.82,21.44,22.00,20.59,19.96,20.11,19.37,21.79,23.08,22.57,26.62,24.22,24.17,20.09,26.24,27.54,26.63,26.36,21.98,24.85,30.17,30.63,25.42,30.25,24.17,26.62,26.71,30.30,32.51,69.01,72.34,50.20,36.91,30.24,30.24
P/OCF Ratio,15.75,17.27,17.96,18.63,19.44,18.85,17.13,20.60,21.10,19.79,19.22,19.27,18.54,20.79,21.92,21.48,25.38,23.11,23.14,19.27,25.05,26.34,25.41,25.23,21.18,24.10,29.19,29.65,24.61,29.17,23.43,25.79,25.87,29.07,30.68,62.41,64.79,46.31,34.80,28.64,28.64
Debt / Equity Ratio,0.53,0.49,0.51,0.47,0.55,0.50,0.55,0.62,0.57,0.56,0.54,1.07,0.98,0.91,0.83,0.75,0.65,0.77,0.69,0.64,0.58,0.57,0.72,0.56,0.55,0.59,0.96,0.91,0.84,0.78,0.73,0.69,0.55,0.54,0.48,0.42,0.41,0.40,0.40,0.34,0.34
Quick Ratio,1.67,1.87,1.81,1.94,1.75,1.94,1.97,1.93,1.49,1.71,1.94,1.04,0.93,0.93,0.87,0.72,0.59,0.64,0.59,0.87,0.85,0.87,0.84,0.71,0.83,1.14,0.58,0.59,0.57,0.58,0.43,0.42,1.18,1.15,0.94,0.58,0.70,0.84,0.43,0.39,0.39
