,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
grossProfit,8156000000,7429000000,7672000000,7699000000,8721000000,7832000000,8052000000,8228000000,10212000000,8259000000,8152000000,7829000000,6653000000,7821000000,7796000000,7997000000,8873000000,8263000000,8503000000,8750000000
totalRevenue,8156000000,8189000000,8456000000,8475000000,8721000000,8620000000,8884000000,9083000000,10212000000,9157000000,9151000000,8720000000,8639000000,8797000000,8801000000,8971000000,10033000000,9301000000,9576000000,9775000000
costOfRevenue,830000000,760000000,784000000,776000000,1302000000,788000000,832000000,855000000,2205000000,898000000,999000000,891000000,1986000000,976000000,1005000000,974000000,1160000000,1038000000,1073000000,1025000000
costofGoodsAndServicesSold,6487000000,6493000000,6726000000,6748000000,6615000000,6898000000,7058000000,7243000000,21199000000,7417000000,7108000000,6786000000,7088000000,6924000000,6842000000,7153000000,8209000000,7316000000,7536000000,7734000000
operatingIncome,943000000,936000000,946000000,951000000,1136000000,934000000,994000000,985000000,1152000000,2822000000,1044000000,1043000000,742000000,897000000,954000000,844000000,906000000,947000000,967000000,1016000000
sellingGeneralAndAdministrative,744000000,760000000,784000000,776000000,970000000,788000000,832000000,855000000,938000000,898000000,999000000,891000000,809000000,976000000,1005000000,974000000,918000000,1038000000,1073000000,1025000000
researchAndDevelopment,764000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
operatingExpenses,1594000000,760000000,784000000,776000000,27552000000,7686000000,7890000000,8098000000,9060000000,8315000000,8107000000,7677000000,7897000000,7900000000,7847000000,8127000000,9127000000,8354000000,8609000000,8759000000
investmentIncomeNet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
netInterestIncome,None,-138000000,-137000000,-123000000,-130000000,-125000000,-154000000,-154000000,-160000000,-155000000,-136000000,-132000000,-133000000,-133000000,-131000000,-122000000,-120000000,-129000000,-147000000,-141000000
interestIncome,None,138000000,137000000,123000000,130000000,125000000,154000000,154000000,160000000,155000000,136000000,132000000,133000000,133000000,131000000,122000000,120000000,129000000,147000000,141000000
interestExpense,142000000,138000000,137000000,123000000,130000000,125000000,154000000,154000000,160000000,155000000,136000000,132000000,133000000,133000000,131000000,122000000,120000000,129000000,147000000,141000000
nonInterestIncome,None,None,None,None,None,0,0,0,0,1980000000,0,0,0,0,0,0,0,None,None,None
otherNonOperatingIncome,-10000000,36000000,19000000,27000000,25000000,-58000000,60000000,34000000,56000000,-18000000,27000000,-3000000,13000000,4000000,-50000000,-8000000,58000000,48000000,34000000,111000000
depreciation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
depreciationAndAmortization,86000000,234000000,245000000,258000000,281000000,297000000,308000000,317000000,345000000,294000000,300000000,314000000,331000000,303000000,330000000,327000000,382000000,478000000,323000000,317000000
incomeBeforeTax,403000000,1034000000,1028000000,1055000000,-569000000,1053000000,1203000000,1167000000,305000000,3016000000,1302000000,1275000000,3345000000,1144000000,1150000000,1090000000,2452000000,998000000,987000000,1118000000
incomeTaxExpense,47000000,171000000,167000000,122000000,-160000000,185000000,198000000,181000000,-25000000,821000000,265000000,212000000,635000000,189000000,204000000,175000000,372000000,156000000,175000000,181000000
interestAndDebtExpense,142000000,138000000,137000000,123000000,130000000,125000000,154000000,154000000,160000000,155000000,136000000,132000000,133000000,133000000,131000000,122000000,120000000,129000000,147000000,141000000
netIncomeFromContinuingOperations,943000000,863000000,861000000,933000000,1136000000,868000000,1005000000,986000000,1152000000,2195000000,1037000000,1063000000,2710000000,955000000,946000000,915000000,2080000000,842000000,812000000,937000000
comprehensiveIncomeNetOfTax,336000000,856000000,845000000,921000000,-419000000,849000000,1004000000,982000000,323000000,2192000000,1036000000,1055000000,2707000000,952000000,933000000,908000000,2093000000,844000000,813000000,940000000
ebit,943000000,936000000,946000000,951000000,1136000000,934000000,994000000,985000000,1152000000,2822000000,1044000000,1043000000,742000000,897000000,954000000,844000000,906000000,947000000,967000000,1016000000
