,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"29,393","21,625","23,086","27,801","24,180","22,389","27,504","31,772","27,015","25,979","27,234"
Market Cap Growth,13.97%,-26.43%,6.76%,20.42%,-13.02%,-7.41%,22.85%,15.52%,-14.97%,-3.84%,-
Enterprise Value,"26,588","21,487","21,697","28,612","27,823","27,695","32,804","36,668","32,255","31,726","32,981"
PE Ratio,11.89,16.15,6.25,-55.94,22.68,25.97,66.44,29.45,20.53,44.72,46.93
PS Ratio,3.03,2.37,2.46,2.75,2.14,1.95,2.43,2.26,1.90,2.06,2.16
PB Ratio,1.36,1.15,1.29,1.77,1.75,1.74,2.08,2.58,2.25,2.25,2.36
P/FCF Ratio,8.09,13.70,16.41,139.01,38.50,170.91,32.74,17.90,26.72,38.09,39.93
P/OCF Ratio,6.24,7.64,9.10,13.87,8.28,11.02,12.62,9.31,10.33,12.96,13.58
EV/Sales Ratio,2.74,2.36,2.31,2.83,2.46,2.41,2.90,2.60,2.27,2.52,2.62
EV/EBITDA Ratio,5.44,7.65,4.30,9.63,9.31,9.42,13.56,8.78,9.29,12.97,13.48
EV/EBIT Ratio,7.20,13.21,5.63,15.79,16.42,19.27,36.49,13.60,15.98,29.43,30.59
EV/FCF Ratio,7.32,13.61,15.42,143.06,44.30,211.41,39.05,20.66,31.90,46.52,48.36
Debt / Equity Ratio,0.15,0.24,0.22,0.33,0.43,0.60,0.60,0.57,0.58,0.65,0.65
Debt / EBITDA Ratio,0.67,1.59,0.77,1.73,2.01,2.63,3.30,1.69,1.99,3.08,3.08
Debt / FCF Ratio,0.90,2.83,2.77,25.64,9.55,59.08,9.49,3.97,6.84,11.04,11.04
Quick Ratio,3.26,2.12,2.46,1.91,1.30,1.21,1.28,0.86,0.66,0.78,0.78
Current Ratio,4.41,2.94,3.29,2.75,2.12,2.12,2.13,1.59,1.44,1.67,1.67
Asset Turnover,0.33,0.31,0.33,0.36,0.42,0.41,0.39,0.47,0.48,0.44,0.44
Interest Coverage,30.01,11.61,24.22,11.69,8.87,6.50,3.26,8.99,6.91,3.28,3.28
Return on Equity (ROE),11.40%,6.60%,20.20%,-2.90%,7.60%,6.50%,3.30%,8.70%,11.10%,5.00%,5.00%
Return on Assets (ROA),8.30%,4.60%,12.80%,-1.80%,4.00%,3.10%,1.40%,3.60%,4.50%,2.00%,2.00%
Return on Capital (ROIC),5.46%,4.75%,6.00%,-2.20%,4.87%,4.40%,1.68%,8.67%,5.79%,3.62%,3.62%
Earnings Yield,8.41%,6.19%,16.01%,-1.79%,4.41%,3.85%,1.51%,3.40%,4.87%,2.24%,2.13%
FCF Yield,12.36%,7.30%,6.09%,0.72%,2.60%,0.59%,3.05%,5.59%,3.74%,2.63%,2.50%
Dividend Yield,1.70%,2.60%,2.20%,1.90%,2.40%,2.70%,2.40%,2.60%,3.40%,3.70%,3.51%
Payout Ratio,22.00%,47.10%,15.30%,-93.90%,60.50%,72.10%,163.00%,73.80%,69.20%,162.30%,164.71%
Buyback Yield / Dilution,11.43%,7.71%,19.59%,8.64%,7.90%,3.91%,0.66%,-11.70%,0.89%,-0.87%,-0.87%
Total Shareholder Return,13.13%,10.31%,21.79%,10.54%,10.30%,6.61%,3.06%,-9.10%,4.29%,2.83%,2.64%
