,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"55,355","62,653","66,639","66,962","66,265","59,925","55,132","48,480","17,399","21,312","23,966","24,791","25,667","31,869","32,152","35,994","38,367","35,273","37,171","38,199","34,223","30,710","31,692","25,741","30,982","22,231","25,139","24,668","31,390","42,724","34,680","34,956","39,768","38,864","34,530","27,784","28,620","29,268","32,369","26,021","28,320"
Market Cap Growth,72.10%,56.45%,34.56%,42.97%,19.71%,-4.35%,-17.27%,-27.60%,-73.74%,-64.44%,-56.53%,-48.86%,47.52%,49.54%,34.16%,45.19%,49.48%,10.68%,15.61%,6.13%,-10.80%,-12.94%,-14.74%,-32.61%,-9.47%,-27.61%,-20.68%,-4.17%,1.32%,92.18%,37.96%,41.71%,26.69%,-9.03%,-0.43%,-20.52%,-28.03%,-24.69%,-6.26%,-6.35%,-
Enterprise Value,"60,728","67,031","68,868","68,408","69,500","63,373","60,659","49,767","20,443","23,448","25,165","25,316","26,124","32,466","32,991","36,816","40,761","37,137","38,160","39,020","35,859","32,193","31,831","26,341","31,632","23,669","26,717","26,021","33,407","45,439","38,353","38,149","43,431","43,385","40,143","35,653","37,610","37,928","40,330","32,273","34,572"
PE Ratio,10.43,11.39,13.07,13.36,13.38,12.77,12.09,10.65,4.60,6.27,7.20,9.93,10.21,13.04,13.64,14.25,9.96,8.11,8.20,7.17,8.16,7.84,7.52,8.17,10.24,7.39,9.80,8.76,9.79,11.65,8.58,5.34,6.06,6.14,5.44,8.87,11.07,11.04,14.10,7.98,8.77
PS Ratio,0.49,0.56,0.59,1.18,1.57,2.14,4.31,0.94,0.35,0.44,0.50,0.51,0.53,0.64,0.64,0.69,0.71,0.64,0.65,0.65,0.58,0.52,0.54,0.44,0.53,0.39,0.44,0.44,0.54,0.70,0.56,0.55,0.61,0.59,0.53,0.44,0.48,0.52,0.59,0.48,0.53
PB Ratio,1.99,2.22,2.34,2.51,2.50,2.24,2.04,1.75,-3.54,-4.45,-6.10,-6.37,-5.93,-8.06,-7.41,-10.56,-13.99,-18.93,-21.04,-59.78,-18.63,-20.65,-28.02,-21.58,-18.96,-29.92,-12.66,-11.07,-9.70,-12.71,-8.80,-21.26,-17.08,-20.48,-14.90,-9.18,-7.67,-11.78,-14.42,-24.34,-24.34
P/FCF Ratio,5.86,7.13,7.03,7.18,9.73,11.31,16.05,12.60,4.70,4.82,5.26,8.78,6.79,11.94,9.48,10.76,10.70,8.51,9.72,9.20,8.89,8.39,7.15,6.46,7.05,7.43,10.59,6.60,8.86,7.73,7.06,6.00,6.29,7.30,7.48,7.51,13.59,12.83,11.17,8.74,9.51
P/OCF Ratio,4.60,5.46,5.35,5.43,6.57,7.00,8.38,6.90,2.82,3.39,4.21,7.62,6.23,10.63,8.69,9.79,9.82,7.84,8.77,8.44,7.79,7.30,6.30,5.53,6.10,6.00,8.30,5.72,7.74,7.11,6.38,5.45,5.65,6.36,6.39,6.23,10.26,10.03,9.25,7.29,7.93
Debt / Equity Ratio,0.89,0.80,0.70,0.73,0.72,0.79,0.94,0.32,-1.37,-1.41,-1.74,-1.75,-1.57,-1.72,-1.80,-2.29,-2.87,-3.28,-4.07,-9.37,-2.72,-3.39,-4.47,-4.31,-2.97,-7.39,-3.15,-2.79,-1.91,-1.83,-1.80,-4.56,-3.03,-4.74,-4.75,-3.64,-2.88,-4.27,-4.31,-8.87,-8.87
Quick Ratio,0.75,0.75,0.75,0.73,0.66,0.69,0.67,0.29,0.47,0.51,0.53,0.55,0.53,0.54,0.51,0.51,0.42,0.38,0.42,0.41,0.35,0.39,0.42,0.42,0.38,0.36,0.40,0.39,0.34,0.30,0.30,0.34,0.28,0.34,0.37,0.29,0.24,0.25,0.24,0.31,0.31
