,2014-01-25,2014-04-26,2014-07-26,2014-10-25,2015-01-24,2015-04-25,2015-07-25,2015-10-24,2016-01-23,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29,2017-07-29,2017-10-28,2018-01-27,2018-04-28,2018-07-28,2018-10-27,2019-01-26,2019-04-27,2019-07-27,2019-10-26,2020-01-25,2020-04-25,2020-07-25,2020-10-24,2021-01-23,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-29,2023-07-29,2023-10-28,Current
Market Capitalization,"118,695","118,479","133,036","121,259","144,254","147,119","144,439","148,549","118,628","138,333","153,557","153,389","155,512","170,618","157,602","170,496","210,401","215,391","200,202","202,282","207,399","245,985","241,990","199,104","207,235","180,322","195,915","164,342","189,176","214,931","233,341","236,067","234,541","203,471","187,876","187,528","199,284","193,528","212,270","209,068","196,835"
Market Cap Growth,5.70%,7.50%,-2.37%,0.72%,21.53%,24.17%,8.57%,22.51%,-17.76%,-5.97%,6.31%,3.26%,31.09%,23.34%,2.63%,11.15%,35.30%,26.24%,27.03%,18.64%,-1.43%,14.20%,20.87%,-1.57%,-0.08%,-26.69%,-19.04%,-17.46%,-8.71%,19.19%,19.10%,43.64%,23.98%,-5.33%,-19.48%,-20.56%,-15.03%,-4.89%,12.98%,11.49%,-
Enterprise Value,"84,761","84,831","97,654","85,859","107,544","109,456","104,886","109,557","78,338","98,700","112,172","112,669","114,093","130,475","115,971","129,793","171,159","184,164","174,274","180,402","187,589","230,011","228,148","184,540","191,339","163,129","176,028","143,791","168,115","198,236","215,969","218,153","220,902","188,977","174,219","172,939","182,553","175,232","191,163","189,781","177,548"
PE Ratio,14.52,15.04,16.94,15.78,16.67,16.51,16.08,15.50,11.48,13.50,14.30,14.43,15.82,17.07,16.40,17.61,-145.61,-169.73,1820.02,159.91,16.12,18.61,20.82,18.10,18.75,16.72,17.47,15.71,18.68,21.04,22.03,20.71,19.83,16.95,15.91,16.30,17.63,16.87,16.83,15.39,14.68
PS Ratio,2.48,2.51,2.82,2.56,3.00,3.02,2.94,3.00,2.39,2.80,3.12,3.14,3.20,3.52,3.28,3.57,4.38,4.43,4.06,4.02,4.08,4.79,4.66,3.83,4.02,3.57,3.97,3.42,3.94,4.40,4.68,4.65,4.55,3.95,3.64,3.59,3.75,3.53,3.72,3.60,3.39
PB Ratio,2.12,2.12,2.35,2.14,2.50,2.50,2.42,2.48,1.95,2.22,2.42,2.42,2.44,2.61,2.38,2.60,4.05,4.62,4.63,4.61,5.09,6.68,7.21,5.78,5.83,5.05,5.17,4.31,4.84,5.35,5.65,5.53,5.94,5.04,4.72,4.66,4.81,4.58,4.79,4.62,4.35
P/FCF Ratio,10.16,10.13,11.78,11.02,13.10,13.54,12.73,12.75,9.38,10.88,12.32,12.36,12.62,13.43,12.20,12.75,15.29,16.84,15.53,14.95,15.75,16.30,16.19,13.47,13.84,12.04,13.21,10.69,13.11,15.32,15.78,16.66,17.08,14.99,14.63,14.08,12.83,11.43,11.15,11.95,11.25
P/OCF Ratio,9.42,9.32,10.79,9.96,11.84,12.23,11.51,11.58,8.56,9.96,11.32,11.33,11.62,12.46,11.36,11.98,14.49,15.88,14.65,14.10,14.73,15.38,15.29,12.72,13.24,11.58,12.70,10.31,12.52,14.57,15.10,15.97,16.43,14.48,14.21,13.63,12.42,11.00,10.67,11.43,10.76
Debt / Equity Ratio,0.31,0.37,0.37,0.37,0.36,0.36,0.42,0.41,0.40,0.46,0.45,0.55,0.55,0.50,0.51,0.55,0.76,0.60,0.59,0.58,0.63,0.64,0.73,0.54,0.45,0.45,0.38,0.38,0.37,0.29,0.28,0.22,0.29,0.23,0.24,0.22,0.21,0.20,0.19,0.17,0.17
Quick Ratio,2.42,3.19,3.10,3.03,3.08,2.73,3.00,3.09,3.03,3.01,3.05,3.46,3.56,3.40,2.92,2.76,2.33,2.22,2.11,1.97,1.67,1.56,1.39,1.54,1.64,1.46,1.58,1.45,1.46,1.35,1.32,1.41,1.20,1.23,1.16,1.16,1.13,1.11,1.13,1.18,1.18
