,2014-01-25,2014-04-26,2014-07-26,2014-10-25,2015-01-24,2015-04-25,2015-07-25,2015-10-24,2016-01-23,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29,2017-07-29,2017-10-28,2018-01-27,2018-04-28,2018-07-28,2018-10-27,2019-01-26,2019-04-27,2019-07-27,2019-10-26,2020-01-25,2020-04-25,2020-07-25,2020-10-24,2021-01-23,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-29,2023-07-29,2023-10-28
Net Income,"1,429","2,181","2,247","1,828","2,397","2,437","2,319","2,430","3,147","2,349","2,813","2,322","2,348","2,515","2,424","2,394","-8,778","2,691","3,803","3,549","2,822","3,044","2,206","2,926","2,878","2,774","2,636","2,174","2,545","2,863","3,009","2,980","2,973","3,044","2,815","2,670","2,773","3,212","3,958","3,638"
Depreciation & Amortization,612,608,628,599,630,570,643,507,498,541,604,599,549,560,578,566,546,564,516,465,487,481,464,461,457,446,444,451,436,486,489,533,516,478,430,415,438,451,422,401
Share-Based Compensation,329,342,305,298,296,348,370,303,321,374,331,281,342,376,374,392,393,399,392,403,389,374,404,395,384,391,399,438,436,463,424,453,477,477,479,496,601,623,633,661
Other Operating Activities,503,67,432,-234,-440,-315,806,-474,-44,-200,70,-472,533,-78,625,-272,"11,909","-1,238",-611,-654,99,430,868,-195,81,626,323,"1,033",-443,68,582,-539,"-1,505",-338,-47,381,927,933,953,"-2,329"
Operating Cash Flow,"2,873","3,198","3,612","2,491","2,883","3,040","4,138","2,766","3,922","3,064","3,818","2,730","3,772","3,373","4,001","3,080","4,070","2,416","4,100","3,763","3,797","4,329","3,942","3,587","3,800","4,237","3,802","4,096","2,974","3,880","4,504","3,427","2,461","3,661","3,677","3,962","4,739","5,219","5,966","2,371"
Operating Cash Flow Growth,-14.21%,3.36%,-9.38%,-5.96%,0.35%,-4.94%,14.56%,11.04%,36.04%,0.79%,-7.73%,-1.30%,-3.82%,10.08%,4.79%,12.82%,7.90%,-28.37%,2.47%,22.18%,-6.71%,79.18%,-3.85%,-4.68%,0.08%,-2.13%,-3.55%,14.19%,-21.74%,-8.43%,18.46%,-16.33%,-17.25%,-5.64%,-18.36%,15.61%,92.56%,42.56%,62.25%,-40.16%
Capital Expenditures,-254,-369,-261,-282,-263,-354,-306,-256,-309,-304,-236,-273,-248,-229,-207,-167,-161,-238,-209,-210,-253,-223,-201,-198,-62,-127,-204,-167,-182,-167,-148,-121,-106,-105,-54,-176,-169,-269,-232,-134
Acquisitions,-337,0,-205,-184,-33,-21,-88,-614,-103,"-2,072",0,-251,0,"-2,960",-113,-725,-2,"-2,035",-217,"-1,964",365,-576,0,-163,0,-74,-90,-830,-30,"-5,473",-705,-336,-25,-12,0,0,-3,-93,-205,-876
Change in Investments,"1,158","-2,555","-1,093","-2,413",-352,"-2,211","-3,403",-69,-949,120,"-3,134","-4,895",679,"1,454","1,011","-1,603","4,160","8,029","8,505","4,849","3,767","6,405","2,890","2,283",915,437,793,"-1,713",398,"2,587","1,201",-563,"1,193",774,923,-603,-322,"-2,226",-783,"1,961"
Other Investing Activities,-2,-24,54,2,-111,-6,-63,-11,-76,-108,4,23,-13,25,-39,-10,-7,1,-3,-,-12,-,-,-,-10,-,-,-,-4,-52,-,-,-11,-4,-,-20,-,-6,-,1
