,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"51,132","51,582","50,912","56,475","59,881","53,589","50,832","55,600","57,722","62,915","70,405","72,932","80,531","76,647","88,747","102,932","102,206","107,926","104,307","90,771","99,545","107,669","120,661","119,922","93,332","116,530","130,788","150,662","173,916","177,594","177,450","174,057","169,452","141,686","141,424","149,949","168,563","163,396","144,376","154,812","145,832"
Market Cap Growth,30.44%,33.45%,14.75%,17.50%,17.11%,3.89%,-0.16%,-1.55%,-3.61%,17.40%,38.51%,31.17%,39.52%,21.83%,26.05%,41.13%,26.91%,40.81%,17.53%,-11.81%,-2.60%,-0.24%,15.68%,32.11%,-6.24%,8.23%,8.39%,25.63%,86.34%,52.40%,35.68%,15.53%,-2.57%,-20.22%,-20.30%,-13.85%,-0.52%,15.32%,2.09%,3.24%,-
Enterprise Value,"52,752","53,426","52,371","57,565","61,215","55,167","52,229","56,502","59,040","63,988","70,879","73,051","80,840","77,246","88,886","102,540","102,205","107,862","104,261","91,606","101,266","109,258","121,395","120,338","95,140","118,366","132,067","150,892","173,480","176,455","175,407","172,059","167,369","140,543","140,271","149,617","169,144","165,063","146,650","157,460","148,480"
PE Ratio,22.36,22.33,20.31,20.02,20.03,17.85,17.09,18.62,18.98,19.89,20.81,20.29,20.75,18.61,20.24,27.96,25.23,24.53,22.26,16.27,18.33,20.20,23.27,23.90,18.76,23.08,26.28,26.93,28.17,26.41,24.25,22.40,20.62,16.52,15.85,17.14,20.42,21.26,20.33,23.78,22.68
PS Ratio,4.16,4.11,3.98,4.33,4.53,4.08,3.89,4.28,4.49,4.88,5.36,5.46,5.85,5.40,6.07,6.88,6.66,6.89,6.60,5.75,6.39,7.07,8.18,8.34,6.61,8.51,9.52,10.42,11.28,10.60,10.09,9.49,8.94,7.23,7.01,7.49,8.64,8.68,7.97,8.84,8.32
PB Ratio,4.82,4.93,4.86,5.44,5.78,5.25,5.10,5.59,5.90,6.32,6.85,6.96,7.57,7.16,8.08,9.96,9.60,10.15,9.92,10.09,11.69,12.69,13.43,13.46,12.07,15.25,15.71,16.40,17.11,15.92,14.60,13.06,12.09,10.05,9.75,10.29,11.06,10.25,8.68,9.16,8.63
P/FCF Ratio,16.60,16.12,14.75,15.39,15.88,14.21,13.52,14.46,14.84,15.18,16.76,17.86,19.07,18.99,20.90,22.05,20.76,18.82,17.58,14.98,16.62,18.17,20.00,20.67,16.56,20.39,25.31,27.44,27.42,27.38,24.88,27.65,26.26,24.06,23.88,25.32,38.31,51.35,87.61,114.76,108.10
P/OCF Ratio,14.67,14.38,13.33,13.93,14.25,12.62,11.90,12.64,13.00,13.30,14.71,15.81,16.93,16.79,18.41,19.19,17.99,16.38,14.96,12.63,13.86,15.05,17.14,18.04,14.60,18.45,22.67,24.54,24.36,23.56,20.82,19.88,18.72,16.29,15.65,17.20,21.79,22.18,22.08,24.11,22.72
Debt / Equity Ratio,0.53,0.44,0.44,0.45,0.45,0.48,0.41,0.41,0.42,0.36,0.35,0.34,0.32,0.33,0.33,0.39,0.38,0.48,0.48,0.56,0.68,0.68,0.65,0.65,0.85,0.89,0.82,0.74,0.61,0.56,0.64,0.58,0.55,0.51,0.55,0.60,0.66,0.70,0.67,0.66,0.66
Quick Ratio,2.18,2.40,1.76,1.80,2.06,1.48,1.69,1.72,1.68,1.95,2.11,2.10,2.74,2.37,2.44,2.55,2.97,4.56,2.81,2.20,2.56,2.13,3.19,3.04,2.54,2.84,3.16,3.34,4.86,4.08,4.74,4.45,4.60,4.13,3.98,3.67,3.93,4.24,4.12,3.12,3.12
Current Ratio,3.38,4.14,2.94,2.79,3.37,2.52,2.92,2.77,2.75,3.36,3.31,3.29,4.39,4.00,3.89,3.87,4.62,6.54,3.98,3.27,3.68,3.01,4.34,4.13,3.49,3.92,4.24,4.28,6.12,5.08,5.63,5.33,5.54,5.10,4.92,4.70,5.17,5.72,5.69,4.56,4.56
Interest Coverage,27.84,41.04,51.22,50.41,43.73,42.21,53.18,52.77,44.18,53.48,77.72,79.79,70.72,75.30,95.16,74.81,68.52,57.87,54.44,42.75,37.24,35.41,37.74,28.93,28.20,27.65,33.39,41.15,43.15,51.95,51.56,51.27,49.58,55.71,51.15,37.12,29.62,23.49,20.61,16.80,22.01
Return on Capital (ROIC),Upgrade,14.41%,15.64%,16.89%,19.13%,20.27%,20.24%,21.44%,21.77%,22.52%,24.01%,25.10%,25.18%,27.18%,28.10%,29.25%,25.51%,27.48%,28.04%,30.15%,39.84%,38.11%,37.41%,35.17%,34.08%,34.92%,34.73%,32.75%,34.27%,36.78%,38.03%,36.30%,37.03%,38.07%,40.80%,40.30%,37.93%,32.74%,28.26%,25.30%,22.88%
Dividend Yield,2.50%,2.50%,2.50%,2.30%,2.20%,2.60%,2.70%,2.60%,2.50%,2.40%,2.20%,2.20%,2.20%,2.40%,2.20%,2.00%,2.20%,2.10%,2.30%,2.80%,2.60%,2.60%,2.40%,2.50%,3.30%,2.70%,2.50%,2.30%,2.00%,2.10%,2.10%,2.20%,2.40%,2.90%,3.00%,2.80%,2.60%,2.70%,3.10%,2.90%,3.24%
Payout Ratio,68.20%,47.60%,39.00%,44.20%,54.80%,51.50%,44.20%,46.90%,54.30%,46.90%,38.00%,48.50%,50.50%,47.60%,38.80%,177.10%,44.90%,43.40%,38.50%,59.20%,59.70%,55.80%,51.00%,78.90%,72.00%,60.00%,61.20%,55.70%,54.00%,49.00%,48.60%,50.00%,48.50%,46.40%,46.00%,57.40%,66.30%,65.60%,66.30%,86.70%,73.55%
Buyback Yield / Dilution,2.40%,2.78%,3.33%,3.27%,3.19%,3.22%,3.63%,3.76%,3.68%,2.95%,1.16%,0.68%,0.29%,0.49%,1.47%,1.18%,1.37%,1.77%,1.88%,3.68%,4.88%,4.41%,3.94%,2.06%,1.36%,2.73%,2.21%,1.69%,0.85%,-1.08%,-0.75%,-0.32%,0.11%,0.75%,1.39%,2.03%,1.93%,1.51%,0.76%,0.11%,1.08%
Total Shareholder Return,4.90%,5.28%,5.83%,5.57%,5.39%,5.82%,6.33%,6.36%,6.18%,5.35%,3.36%,2.88%,2.49%,2.89%,3.67%,3.18%,3.57%,3.87%,4.18%,6.48%,7.48%,7.01%,6.34%,4.56%,4.66%,5.43%,4.71%,3.99%,2.85%,1.02%,1.35%,1.88%,2.51%,3.65%,4.39%,4.83%,4.53%,4.21%,3.86%,3.01%,4.32%
