,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"14,745","17,191","10,984","14,980","13,320","14,690","13,788","14,300","13,357","14,874","14,354","14,659","13,815","15,280","15,062","15,680","15,242","16,705","16,510","-13,756","18,365","11,329","11,373","11,694","11,360","14,061","14,747","16,419","15,251","15,880","16,213","17,044","15,716","16,314","16,951","18,093","17,214","18,315","13,464","19,927"
Revenue Growth (YoY),2.40%,7.40%,-28.96%,39.57%,-9.66%,-14.55%,25.53%,-4.54%,0.28%,1.25%,4.11%,2.51%,3.43%,2.73%,4.93%,6.97%,10.33%,9.33%,9.61%,-,20.49%,-32.18%,-31.11%,-,-38.14%,24.12%,29.67%,40.41%,34.25%,12.94%,9.94%,3.81%,3.05%,2.73%,4.55%,6.15%,9.53%,12.27%,-20.57%,10.14%
Cost of Revenue,"10,690","12,931","6,546","10,731","9,506","10,472","9,800","10,653","9,654","10,741","10,342","10,734","10,136","11,164","11,106","11,795","11,280","12,422","12,536","-8,773","13,707","8,554","8,509","9,116","8,572","12,214","13,004","14,266","12,537","12,655","13,089","13,616","12,560","12,856","13,464","14,526","13,645","14,518","12,750","15,918"
Gross Profit,"4,055","4,260","4,438","4,249","3,814","4,218","3,988","3,647","3,703","4,133","4,012","3,925","3,679","4,116","3,956","3,885","3,962","4,283","3,974","-4,983","4,658","2,775","2,864","2,578","2,788","1,847","1,743","2,153","2,714","3,225","3,124","3,428","3,156","3,458","3,487","3,567","3,569","3,797",714,"4,009"
"Selling, General & Admin","1,596","1,623","1,333","1,620","1,476","1,426","1,359","1,625","1,363","1,451","1,390","1,754","1,537","1,590","1,582","1,720","1,711","1,759","1,681","-2,287","1,997",902,902,"1,039",977,"1,811","1,401","1,351","1,220","1,368","1,229","1,229","1,469","1,424","1,351","1,389","1,398","1,635","1,401","1,445"
Research & Development,624,666,561,624,564,558,546,611,541,588,582,665,586,619,592,630,554,589,586,149,728,605,592,668,535,695,642,710,589,657,676,810,635,698,662,716,607,729,712,757
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Expenses,"2,220","2,289","1,894","2,244","2,040","1,984","1,905","2,236","1,904","2,039","1,972","2,419","2,123","2,209","2,174","2,350","2,265","2,348","2,267","-2,138","2,725","1,507","1,494","1,707","1,512","5,689","2,043","2,061","1,809","2,025","1,905","2,039","2,104","2,122","2,013","2,105","2,005","2,364","2,113","2,202"
Operating Income,"1,835","1,971","2,544","2,005","1,774","2,234","2,083","1,411","1,799","2,094","2,040","1,506","1,556","1,907","1,782","1,535","1,697","1,935","1,707","-2,845","1,933","1,268","1,370",871,"1,276","-3,842",-300,92,905,"1,200","1,219","1,389","1,052","1,336","1,474","1,462","1,564","1,433","-1,399","1,807"
Interest Expense / Income,225,206,184,266,217,217,184,206,223,225,225,366,213,226,223,247,229,234,258,311,431,352,402,417,332,335,350,349,346,342,358,276,318,329,311,318,315,333,369,488
