,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,"1,213","1,680","1,854","1,473","1,426","1,542","1,362","3,278","1,183","1,379","1,480","1,013","1,386","1,439","1,330",397,"1,297","2,048","1,238",686,"1,346","1,900","1,148","1,143",-83,"-3,835",264,135,753,"1,032","1,393",686,"1,084","1,304","1,387","1,422","1,426","1,327",-984,"1,426"
Depreciation & Amortization,467,468,417,468,458,457,486,462,466,494,496,506,512,527,543,558,581,592,593,130,942,388,692,686,728,"1,111","1,164","1,153","1,123","1,132","1,158","1,144","1,014",999,"1,047","1,048","1,034","1,044","1,074","1,059"
Share-Based Compensation,60,58,69,32,46,46,16,50,48,48,16,40,47,49,49,47,55,62,64,-12,64,54,74,76,63,72,118,77,84,143,116,99,103,109,106,102,100,112,107,106
Other Operating Activities,-405,-464,-392,323,-620,-507,-967,"-1,152","-3,126","-2,806","2,403",240,-952,131,"-1,951","1,519","-1,480",-600,-133,"1,201",-852,-232,577,877,-48,"2,673",44,-30,"-1,242","-1,000",-738,"1,188","-1,725","-1,126","-1,762","2,056","-3,423","-1,764","3,119","2,120"
Operating Cash Flow,"1,335","1,742","1,948","2,296","1,310","1,538",897,"2,638","-1,429",-885,"4,395","1,799",993,"2,146",-29,"2,521",453,"2,102","1,762","2,005","1,500","2,110","2,491","2,782",660,21,"1,590","1,335",718,"1,307","1,929","3,117",476,"1,286",778,"4,628",-863,719,"3,316","4,711"
Operating Cash Flow Growth,92.36%,-11.12%,19.22%,-11.32%,-1.87%,-11.71%,-53.95%,14.90%,-,-,389.97%,-31.80%,-,-,-,40.13%,-54.38%,-2.05%,-,-20.47%,231.13%,0.38%,41.37%,38.75%,-56.00%,-99.00%,-36.17%,-52.01%,8.79%,6123.81%,21.32%,133.48%,-33.70%,-1.61%,-59.67%,48.48%,-,-44.09%,326.22%,1.79%
Capital Expenditures,-333,-406,-324,-531,-323,-331,-390,-608,-286,-363,-394,-656,-325,-446,-443,-800,-337,-372,-413,-345,-363,-315,-444,-746,-325,-458,-389,-623,-387,-360,-433,-954,-439,-479,-515,-855,-520,-526,-564,-805
Acquisitions,106,-34,-206,76,-72,-18,-67,-181,-63,-425,101,-112,496,-49,-10,-2,-90,"1,050",-38,"-15,887",114,19,1,-9,0,"3,442","2,341",-438,"1,043",25,0,-277,35,53,-60,0,0,0,6,0
Change in Investments,-113,150,116,-60,569,-155,-414,0,0,0,0,249,0,-294,111,-134,-221,303,-11,69,0,0,0,-659,-524,238,171,203,0,0,24,118,0,-151,176,-201,0,45,-4,68
Other Investing Activities,-102,-141,-190,-88,-1,-225,-55,"8,477",-144,-93,-226,-91,-310,-62,-326,-425,-328,-243,-319,209,-145,-527,-313,295,-432,-126,-27,49,-74,-8,31,-112,-114,-41,-356,118,-59,-142,-297,-241
