,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"9,350","9,499","7,770","8,054","8,020","7,513","8,420","7,161","6,906","3,557","2,715","2,042","2,148","2,327","1,648","1,306","1,330","1,187","1,166","1,107","1,233","1,238","1,172","1,945","1,448","1,955","2,149","1,432","1,617","9,003","10,611","10,039","13,011","5,793","1,808","1,840","4,423","4,022","3,013","3,831"
Cash & Cash Equivalents,"9,350","9,499","7,770","8,054","8,020","7,513","8,420","7,161","6,906","3,557","2,715","2,042","2,148","2,327","1,648","1,306","1,330","1,187","1,166","1,107","1,233","1,238","1,172","1,945","1,448","1,955","2,149","1,432","1,617","9,003","10,611","10,039","13,011","5,793","1,808","1,840","4,423","4,022","3,013","3,831"
Cash Growth,19.55%,41.48%,-17.01%,-15.63%,-14.23%,-20.91%,8.35%,-11.08%,-13.89%,-52.65%,-67.75%,-71.48%,-68.90%,-34.58%,-39.31%,-36.05%,-38.08%,-48.99%,-29.25%,-15.24%,-7.29%,4.30%,0.51%,75.70%,17.44%,57.92%,83.36%,-26.38%,11.67%,360.51%,393.76%,601.05%,704.64%,-35.65%,-82.96%,-81.67%,-66.01%,-30.57%,66.65%,108.21%
"Property, Plant & Equipment",726.37,785.52,803.21,811.13,829.81,844.9,856.58,873.8,905.46,925.43,955.54,986.55,"1,020","1,047","1,069","1,083","1,094","1,098","1,099","1,111","1,124","1,125","1,133","1,146","1,142","1,144","1,173","1,187","1,209","1,236","1,239","1,282","1,319","1,346","1,372","1,388","1,408","1,411","1,414","1,410"
Goodwill and Intangibles,"1,051","1,048","1,045","1,042","1,040","1,037","1,035","1,033","1,030","1,028","1,026","1,024","1,022","1,021","1,019","1,017","1,016","1,016","1,015","1,015","1,015","1,014","1,014","1,014","1,014","1,014","1,014","1,016","1,016","1,016","1,015","1,015","1,015","1,015","1,015","1,034","1,065","1,063","1,062","1,060"
Total Assets,"56,031","56,081","55,111","55,459","57,209","57,556","58,365","58,411","59,665","59,180","59,643","61,039","63,239","65,463","65,446","65,564","66,288","66,481","66,457","66,731","68,746","69,195","70,065","70,361","69,172","71,467","76,447","78,357","81,479","85,121","87,208","88,306","93,200","91,126","87,784","88,474","89,545","88,573","87,230","87,269"
Total Liabilities,"49,567","49,495","48,411","48,137","49,839","50,102","50,835","50,773","52,157","51,554","52,017","53,360","55,605","57,733","57,697","57,803","58,609","58,837","58,836","59,178","61,168","61,607","62,466","62,852","61,819","63,995","68,872","70,689","73,593","77,188","79,175","80,532","85,737","84,832","82,152","83,778","84,652","83,389","81,947","81,954"
Total Debt,"2,614","2,439","2,192","1,305","1,337","1,293","1,278","1,217","1,159","1,035",968.97,"1,686","1,362","3,520","4,725","5,007","5,359","5,250","4,541","4,659","6,377","6,172","7,259","5,821","3,776","5,560","2,213","2,599","2,908","2,331","2,049","1,599","1,915","1,327","1,689","6,010","11,068","12,787","6,051","4,886"
Debt Growth,-2.82%,-8.99%,-9.81%,-49.36%,-48.87%,-46.98%,-41.68%,-6.77%,-13.25%,-19.98%,-24.18%,38.52%,17.48%,240.22%,387.63%,196.98%,293.47%,49.15%,-3.89%,-6.95%,19.00%,17.56%,59.85%,24.94%,-40.79%,-9.92%,-69.51%,-55.35%,-22.99%,-58.08%,-7.41%,-38.48%,-34.15%,-43.07%,-17.57%,275.86%,477.96%,863.60%,258.26%,-18.70%
Common Stock,"5,183","5,189","5,196","5,721","5,728","5,733","5,742","5,760","5,595","5,606","5,493","5,458","5,435","5,406","5,226","5,118","5,011","4,912","4,797","4,618","4,372","4,107","3,837","3,568","3,301","3,234","3,241","3,246","3,252","3,219","3,005","2,685","2,368","2,329","2,285","2,239","2,194","2,155","2,162","2,166"
Retained Earnings,"1,474","1,542","1,641","1,712","1,770","1,837","1,823","1,895","1,967","2,031","2,110","2,212","2,321","2,435","2,572","2,700","2,807","2,999","3,139","3,296","3,456","3,603","3,737","3,892","4,009","3,979","3,979","4,090","4,309","4,566","4,853","5,025","5,175","5,311","5,447","5,597","5,811","5,949","6,051","6,157"
Comprehensive Income,-192.1,-145.46,-136.84,-110.93,-128.04,-114.91,-35.17,-16.98,-54.61,-11.65,23.65,10,-122,-111,-49,-57,-139,-267,-315,-361,-250,-122,25,49,43,259,355,332,325,148,175,64,-80,"-1,346","-2,100","-3,140","-3,112","-2,920","-2,930","-3,008"
Shareholders' Equity,"6,465","6,586","6,700","7,322","7,370","7,454","7,530","7,638","7,508","7,626","7,626","7,679","7,634","7,730","7,749","7,761","7,679","7,644","7,621","7,553","7,578","7,588","7,599","7,509","7,353","7,472","7,575","7,668","7,886","7,933","8,033","7,774","7,463","6,294","5,632","4,696","4,893","5,184","5,283","5,315"
Net Cash / Debt,"6,736","7,061","5,579","6,748","6,684","6,220","7,141","5,944","5,747","2,522","1,746",356.34,786,"-1,193","-3,077","-3,701","-4,029","-4,063","-3,375","-3,552","-5,144","-4,934","-6,087","-3,876","-2,328","-3,605",-64,"-1,167","-1,291","6,672","8,562","8,440","11,096","4,466",119,"-4,170","-6,645","-8,765","-3,038","-1,055"
Net Cash / Debt Growth,31.28%,75.00%,-19.53%,-3.15%,-0.78%,-11.91%,28.01%,-11.91%,-14.01%,-59.45%,-75.55%,-94.01%,-86.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33.06%,-98.61%,-,-,-,-,-
Net Cash Per Share,36.46,38.14,30.11,34.21,32.86,30.65,35.20,29.12,28.14,12.36,8.54,1.74,3.86,-5.67,-14.78,-17.70,-19.14,-19.33,-16.13,-17.26,-25.72,-25.27,-32.19,-21.31,-12.98,-20.84,-0.39,-7.13,-7.85,40.71,52.51,52.59,72.26,29.44,0.79,-27.84,-44.66,-59.21,-20.57,-7.15
Book Value Per Share,35.09,35.71,36.28,37.23,36.32,36.79,37.12,37.50,36.82,37.39,37.34,37.59,37.63,38.20,38.40,38.74,38.66,38.86,38.97,39.14,40.07,41.07,42.42,43.37,44.03,45.52,46.32,46.87,48.19,48.51,49.36,48.52,48.72,41.60,37.39,31.39,32.90,35.02,35.77,36.00
