,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"8,846","11,257","15,758","60,244","147,458","97,692","153,294","321,626","571,457","500,979","1,793,541"
Market Cap Growth,14.08%,27.25%,39.99%,282.31%,144.77%,-33.75%,56.92%,109.81%,77.68%,-12.33%,-
Enterprise Value,"5,548","8,032","12,231","56,256","142,350","92,258","144,949","317,662","561,936","499,538","1,786,057"
PE Ratio,20.11,17.84,25.67,36.16,48.39,23.59,54.83,74.24,58.60,114.69,95.80
PS Ratio,2.14,2.40,3.15,8.72,15.18,8.34,14.04,19.29,21.23,18.57,39.97
PB Ratio,1.99,2.55,3.53,10.46,19.74,10.46,12.56,19.04,21.47,22.67,53.92
P/FCF Ratio,14.62,13.98,14.38,40.08,50.66,31.08,35.88,68.52,70.27,131.56,102.40
P/OCF Ratio,10.59,12.42,13.41,36.03,42.11,26.10,32.20,55.24,62.74,88.81,95.20
EV/Sales Ratio,1.34,1.72,2.44,8.14,14.65,7.87,13.28,19.05,20.88,18.52,39.81
EV/EBITDA Ratio,7.31,7.87,12.39,26.17,41.19,21.88,42.59,55.82,49.51,83.44,78.32
EV/EBIT Ratio,10.67,10.03,15.48,28.66,43.71,23.33,47.96,69.16,55.22,112.43,84.02
EV/FCF Ratio,9.17,9.98,11.16,37.43,48.90,29.35,33.93,67.67,69.10,131.18,101.97
Debt / Equity Ratio,0.31,0.32,0.34,0.49,0.27,0.21,0.21,0.45,0.44,0.54,0.32
Debt / EBITDA Ratio,1.81,1.37,1.53,1.31,0.58,0.47,0.75,1.33,1.03,1.98,0.47
Debt / FCF Ratio,2.27,1.74,1.38,1.87,0.69,0.63,0.60,1.62,1.44,3.11,0.62
Quick Ratio,5.39,5.69,2.36,4.26,7.26,6.66,7.04,3.56,5.96,2.61,2.92
Current Ratio,5.95,6.38,2.58,4.77,8.03,7.94,7.67,4.09,6.65,3.52,3.59
Asset Turnover,0.67,0.67,0.70,0.81,0.97,0.91,0.71,0.64,0.70,0.63,0.95
Interest Coverage,52.00,17.41,16.81,33.84,53.39,68.17,58.12,24.96,43.12,16.96,82.40
Return on Equity (ROE),9.90%,14.80%,13.90%,33.70%,47.00%,46.90%,25.70%,29.30%,43.20%,18.70%,70.40%
Return on Assets (ROA),7.10%,9.10%,8.50%,19.60%,30.60%,32.30%,18.10%,16.60%,25.30%,10.30%,39.90%
Return on Capital (ROIC),7.34%,10.91%,10.32%,19.73%,32.31%,35.69%,18.16%,18.18%,25.72%,13.00%,42.08%
Earnings Yield,4.97%,5.61%,3.90%,2.77%,2.07%,4.24%,1.82%,1.35%,1.71%,0.87%,1.05%
FCF Yield,6.84%,7.15%,6.96%,2.49%,1.97%,3.22%,2.79%,1.46%,1.42%,0.76%,0.98%
Dividend Yield,2.00%,1.60%,1.40%,0.40%,0.20%,0.40%,0.30%,0.10%,0.10%,0.10%,0.02%
Payout Ratio,41.00%,29.80%,35.10%,15.70%,11.20%,8.90%,13.90%,9.10%,4.10%,9.10%,2.11%
Buyback Yield / Dilution,4.79%,5.38%,-1.07%,-14.06%,2.62%,1.11%,1.12%,-1.54%,-1.00%,1.10%,0.20%
Total Shareholder Return,6.79%,6.98%,0.33%,-13.66%,2.82%,1.51%,1.42%,-1.44%,-0.90%,1.20%,0.22%
