,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"12,120","11,729","11,135","12,289","13,200","11,984","12,609","10,544","9,727","7,989","8,244","8,259","10,075","11,057","10,473","9,766","9,433","10,403","9,825","9,693","7,540","7,489","7,882","8,015","8,153","5,820","5,847","6,382","9,159","11,111","11,053","11,524","13,119","15,658","13,761","12,542","14,946","14,321","14,209","16,307","13,320"
Market Cap Growth,14.07%,8.40%,6.97%,9.95%,8.91%,2.18%,13.24%,-14.20%,-26.31%,-33.33%,-34.62%,-21.67%,3.57%,38.40%,27.04%,18.25%,-6.37%,-5.92%,-6.19%,-0.75%,-20.07%,-28.01%,-19.78%,-17.31%,8.13%,-22.28%,-25.82%,-20.38%,12.34%,90.90%,89.05%,80.59%,43.24%,40.92%,24.50%,8.83%,13.92%,-8.54%,3.26%,30.02%,-
Enterprise Value,"16,022","17,028","16,335","15,902","16,695","15,472","16,788","14,175","13,759","12,334","13,676","12,739","13,405","15,088","15,296","14,931","13,311","16,869","17,584","16,726","12,523","13,957","14,973","14,906","13,582","11,336","12,330","13,446","16,911","18,738","18,586","17,820","19,037","22,688","20,443","17,721","19,465","17,887","18,727","20,128","17,141"
PE Ratio,52.70,355.42,57.10,19.08,28.27,16.13,23.22,21.61,13.18,11.24,11.02,13.01,14.21,21.02,21.42,21.37,74.87,179.37,-280.72,40.73,32.36,25.05,15.01,-6.03,-6.17,-3.72,-4.64,12.69,8.17,5.17,5.55,4.86,6.42,8.21,7.81,8.38,9.28,9.22,7.21,8.31,7.10
PS Ratio,0.20,0.20,0.18,0.20,0.23,0.22,0.26,0.23,0.22,0.19,0.20,0.20,0.24,0.25,0.23,0.21,0.21,0.23,0.21,0.21,0.17,0.17,0.18,0.19,0.20,0.14,0.15,0.16,0.22,0.25,0.22,0.21,0.22,0.25,0.21,0.19,0.22,0.22,0.22,0.27,0.22
PB Ratio,1.23,1.19,1.10,1.32,1.56,1.67,1.70,1.64,1.51,1.18,1.16,1.17,1.41,1.49,1.45,1.29,1.32,1.47,1.60,1.54,1.22,1.23,1.25,1.80,1.38,1.20,1.15,1.20,1.51,1.67,1.54,1.54,1.71,1.83,1.58,1.44,1.62,1.44,1.34,1.59,1.30
P/FCF Ratio,10.15,126.12,10.76,7.60,22.68,6.01,10.49,73.73,-374.12,-31.96,-17.81,-201.44,-32.39,-10.40,-10.44,-3.28,-3.58,-2.79,-2.07,-2.60,-4.29,-18.72,11.87,51.71,-6.12,-4.46,-3.62,-3.19,-2.35,-2.50,-2.88,-3.37,-3.98,-3.12,-2.15,-1.85,-2.45,-5.54,-9.45,48.68,39.76
P/OCF Ratio,5.45,11.01,5.72,5.03,9.44,4.34,6.67,13.02,15.95,21.08,36.48,11.50,22.59,-47.25,-58.51,-4.39,-4.78,-3.31,-2.33,-3.00,-5.96,69.99,6.56,11.32,-10.09,-6.89,-4.77,-3.93,-2.59,-2.72,-3.19,-3.78,-4.53,-3.43,-2.33,-2.00,-2.69,-7.30,-22.92,12.15,9.93
Debt / Equity Ratio,0.92,0.93,0.86,0.74,0.62,0.59,0.65,0.66,0.74,0.75,0.93,0.76,0.67,0.70,0.80,0.78,0.67,1.00,1.30,1.16,0.87,1.14,1.16,1.61,0.97,1.17,1.33,1.38,1.34,1.18,1.11,0.98,0.89,0.86,0.86,0.70,0.61,0.66,0.55,0.58,0.58
Quick Ratio,0.59,0.52,0.63,0.52,0.41,0.29,0.32,0.31,0.32,0.38,0.28,0.31,0.41,0.33,0.34,0.34,0.39,0.27,0.23,0.24,0.28,0.27,0.26,0.29,0.31,0.23,0.24,0.21,0.19,0.22,0.29,0.35,0.32,0.21,0.25,0.31,0.41,0.56,0.47,0.57,0.57
