,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"344,459","357,155","402,220","532,175","757,640","1,026,511","1,543,306","2,040,304","1,920,840","2,532,081","3,002,344"
Market Cap Growth,19.40%,3.69%,12.62%,32.31%,42.37%,35.49%,50.34%,32.20%,-5.86%,31.82%,-
Enterprise Value,"281,395","295,921","342,441","490,760","705,680","971,058","1,477,777","1,977,745","1,877,353","2,480,784","3,009,701"
PE Ratio,15.61,29.29,19.58,20.88,45.72,26.16,34.85,33.30,26.41,34.99,36.53
PS Ratio,3.97,3.82,4.41,5.51,6.87,8.16,10.79,12.14,9.69,11.95,13.19
PB Ratio,3.84,4.46,5.59,6.07,9.16,10.03,13.05,14.37,11.53,12.28,12.60
P/FCF Ratio,12.75,15.05,16.10,16.96,23.49,26.83,34.12,36.36,29.48,42.57,44.52
P/OCF Ratio,10.60,12.04,12.07,13.47,17.26,19.67,25.44,26.59,21.57,28.91,29.25
EV/Sales Ratio,3.24,3.16,3.76,5.08,6.39,7.72,10.33,11.77,9.47,11.71,13.22
EV/EBITDA Ratio,8.37,11.72,10.22,12.00,14.27,16.73,21.60,23.23,18.73,23.60,24.89
EV/EBIT Ratio,9.90,15.34,12.74,15.28,18.00,20.94,26.57,26.93,21.89,27.18,29.05
EV/FCF Ratio,10.42,12.47,13.71,15.64,21.88,25.38,32.67,35.24,28.82,41.71,44.62
Debt / Equity Ratio,0.25,0.44,0.74,1.04,0.99,0.77,0.60,0.48,0.37,0.29,0.37
Debt / EBITDA Ratio,0.67,1.40,1.60,2.24,1.65,1.35,1.04,0.80,0.61,0.57,0.73
Debt / FCF Ratio,0.84,1.49,2.14,2.92,2.54,2.05,1.57,1.21,0.94,1.01,1.31
Quick Ratio,2.31,2.30,2.22,2.79,2.74,2.35,2.33,1.90,1.57,1.54,1.02
Current Ratio,2.50,2.47,2.35,2.92,2.90,2.53,2.52,2.08,1.79,1.77,1.22
Asset Turnover,0.56,0.54,0.50,0.42,0.44,0.47,0.50,0.54,0.57,0.56,0.53
Interest Coverage,47.60,24.70,21.63,14.46,14.35,17.27,21.47,31.31,41.58,46.38,42.96
Return on Equity (ROE),25.70%,13.80%,27.30%,34.40%,20.10%,41.80%,39.50%,46.20%,45.40%,38.20%,38.40%
Return on Assets (ROA),14.10%,7.00%,11.30%,11.20%,6.60%,14.70%,15.40%,19.60%,21.00%,19.10%,19.30%
Return on Capital (ROIC),19.59%,10.37%,16.65%,13.80%,9.68%,21.35%,23.36%,28.72%,31.80%,26.94%,25.10%
Earnings Yield,6.41%,3.41%,5.11%,4.79%,2.19%,3.82%,2.87%,3.00%,3.79%,2.86%,2.75%
FCF Yield,7.84%,6.64%,6.21%,5.90%,4.26%,3.73%,2.93%,2.75%,3.39%,2.35%,2.25%
Dividend Yield,2.60%,2.70%,2.70%,2.20%,1.70%,1.30%,1.00%,0.80%,0.90%,0.80%,0.74%
Payout Ratio,40.20%,81.20%,53.70%,46.50%,76.70%,35.20%,34.20%,27.00%,24.90%,27.40%,27.12%
Buyback Yield / Dilution,0.84%,1.73%,2.92%,2.26%,0.49%,0.53%,0.90%,0.98%,0.89%,0.90%,0.07%
Total Shareholder Return,3.44%,4.43%,5.62%,4.46%,2.19%,1.83%,1.90%,1.78%,1.79%,1.70%,0.81%
