,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"85,709","96,526","113,240","132,981","133,768","133,819","136,527","130,334","104,757","111,262"
Cash & Cash Equivalents,"85,709","96,526","113,240","132,981","133,768","133,819","136,527","130,334","104,757","111,262"
Cash Growth,11.28%,12.62%,17.32%,17.43%,0.59%,0.04%,2.02%,-4.54%,-19.62%,6.21%
Receivables,"19,544","17,908","18,277","22,431","26,481","29,524","32,011","38,043","44,261","48,688"
Inventory,"2,660","2,902","2,251","2,181","2,662","2,063","1,895","2,636","3,742","2,500"
Other Current Assets,"6,333","5,461","5,892","5,103","6,751","10,146","11,482","13,393","16,924","21,807"
Total Current Assets,"114,246","122,797","139,660","162,696","169,662","175,552","181,915","184,406","169,684","184,257"
"Property, Plant & Equipment","13,011","14,731","18,356","30,289","36,146","43,856","52,904","70,803","87,546","109,987"
Long-Term Investments,"14,597","12,053","10,431","6,023","1,862","2,649","2,965","5,984","6,891","9,879"
Goodwill and Intangibles,"27,108","21,774","21,605","45,228","43,736","49,776","50,389","57,511","78,822","77,252"
Other Long-Term Assets,"3,422","3,117","3,416","6,076","7,442","14,723","13,138","15,075","21,897","30,601"
Total Long-Term Assets,"58,138","51,675","53,808","87,616","89,186","111,004","119,396","149,373","195,156","227,719"
Total Assets,"172,384","174,472","193,468","250,312","258,848","286,556","301,311","333,779","364,840","411,976"
Accounts Payable,"7,990","6,683","7,192","7,390","8,617","9,382","12,530","15,163","19,000","18,095"
Deferred Revenue,"25,158","25,318","33,909","26,656","32,720","37,206","39,180","44,141","48,408","53,813"
Current Debt,"2,000","7,484","12,904","10,121","3,998","5,516","3,749","8,072","2,749","5,247"
Other Current Liabilities,"10,477","10,162","5,352","11,578","13,153","17,316","16,851","21,281","24,925","26,994"
Total Current Liabilities,"45,625","49,647","59,357","55,745","58,488","69,420","72,310","88,657","95,082","104,149"
Long-Term Debt,"20,645","27,808","40,557","81,445","77,810","72,850","67,249","59,703","58,521","54,718"
Other Long-Term Liabilities,"16,330","16,934","21,557","25,411","39,832","41,956","43,448","43,431","44,695","46,886"
Total Long-Term Liabilities,"36,975","44,742","62,114","106,856","117,642","114,806","110,697","103,134","103,216","101,604"
Total Liabilities,"82,600","94,389","121,471","162,601","176,130","184,226","183,007","191,791","198,298","205,753"
Total Debt,"22,645","35,292","53,461","91,566","81,808","78,366","70,998","67,775","61,270","59,965"
Debt Growth,45.16%,55.85%,51.48%,71.28%,-10.66%,-4.21%,-9.40%,-4.54%,-9.60%,-2.13%
Common Stock,"68,366","68,465","68,178","69,315","71,223","78,520","80,552","83,111","86,939","93,718"
Retained Earnings,"17,710","9,096","2,282","17,769","13,682","24,150","34,566","57,055","84,281","118,848"
Comprehensive Income,"3,708","2,522","1,537",627,"-2,187",-340,"3,186","1,822","-4,678","-6,343"
Shareholders' Equity,"89,784","80,083","71,997","87,711","82,718","102,330","118,304","141,988","166,542","206,223"
Net Cash / Debt,"63,064","61,234","59,779","41,415","51,960","55,453","65,529","62,559","43,487","51,297"
Net Cash / Debt Growth,2.67%,-2.90%,-2.38%,-30.72%,25.46%,6.72%,18.17%,-4.53%,-30.49%,17.96%
Net Cash Per Share,7.51,7.42,7.46,5.29,6.67,7.15,8.53,8.22,5.77,6.87
Working Capital,"68,621","73,150","80,303","106,951","111,174","106,132","109,605","95,749","74,602","80,108"
Book Value Per Share,10.82,9.79,9.09,11.32,10.74,13.34,15.55,18.81,22.22,27.70
