,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,303.1,-252.6,-677,639.3,808.4,678.3,840.1,"1,299",888.2,683.6
Depreciation & Amortization,354.6,284.6,278.5,268,257,333,388.9,387.7,375.4,369.9
Share-Based Compensation,44.8,33.3,41.8,36.1,37.9,33.7,59.2,63.9,26.1,79.2
Other Operating Activities,866.1,"1,439","1,616",226.8,-149.1,80.5,554.4,-282.3,-112.4,-137.3
Operating Cash Flow,"1,569","1,505","1,259","1,170",954.2,"1,126","1,843","1,468","1,177",995.4
Operating Cash Flow Growth,11.07%,-4.08%,-16.31%,-7.07%,-18.46%,17.95%,63.71%,-20.32%,-19.81%,-15.45%
Capital Expenditures,-421.1,-236.5,-241.8,-228.9,-243.6,-330.6,-355.5,-503.9,-444.2,-359
Acquisitions,-39.9,-20.7,-10.4,163.3,-337.1,"-4,837.7",194.6,160.9,0.1,0
Change in Investments,0,391.4,0,0,0,-8.8,7,2.7,5.9,0
Other Investing Activities,-70.5,-175.8,"2,380",-118.4,4.5,11.1,0.1,-,3.3,4.1
Investing Cash Flow,-531.5,-41.6,"2,127",-184,-576.2,"-5,166",-153.8,-340.3,-434.9,-354.9
Dividends Paid,-420.9,-425.2,-432.5,-415,-342.3,-356.2,-413.6,-474.6,-581.8,-623.8
Share Issuance / Repurchase,3.7,79.8,8.6,"-1,000",-967.3,555.7,0,-298.1,-50,-150
Debt Issued / Paid,-612.3,"-1,078.8","-2,513.7","-1,050.2",803.8,"3,965",-947.4,-826.2,-75,134.9
Other Financing Activities,-4.6,-30,204.4,896.1,-1.1,-15,-9.4,-10.7,-31.2,7.3
Financing Cash Flow,"-1,034.1","-1,454.2","-2,733.2","-1,569.1",-506.9,"4,150","-1,370.4","-1,609.6",-738,-631.6
Exchange Rate Effect,-3.8,-8.8,-2,-0.2,5.5,-0.7,-1.7,7.7,-1.3,1.7
Net Cash Flow,-0.8,0,651.4,-583.1,-123.4,108.6,316.7,-474.1,3.1,10.6
Free Cash Flow,"1,148","1,268","1,017",941.3,710.6,794.9,"1,487",964.2,733.1,636.4
Free Cash Flow Growth,13.88%,10.51%,-19.77%,-7.48%,-24.51%,11.86%,87.08%,-35.16%,-23.97%,-13.19%
Free Cash Flow Margin,9.69%,14.04%,11.74%,12.03%,8.95%,8.33%,13.45%,8.62%,6.35%,5.18%
Free Cash Flow Per Share,2.73,2.97,2.33,2.21,1.81,1.64,3.05,2.01,1.53,1.33
