,2014-03-22,2014-06-14,2014-09-06,2014-12-27,2015-03-21,2015-06-13,2015-09-05,2015-12-26,2016-03-19,2016-06-11,2016-09-03,2016-12-31,2017-03-25,2017-06-17,2017-09-09,2017-12-30,2018-03-24,2018-06-16,2018-09-08,2018-12-29,2019-03-23,2019-06-15,2019-09-07,2019-12-28,2020-03-21,2020-06-13,2020-09-05,2020-12-26,2021-03-20,2021-06-12,2021-09-04,2021-12-25,2022-03-19,2022-06-11,2022-09-03,2022-12-31,2023-03-25,2023-06-17,2023-09-09,2023-12-30,Current
Market Capitalization,"125,055","132,185","138,248","145,246","141,329","138,365","133,561","146,472","146,406","149,223","155,242","150,059","160,019","166,935","163,991","170,543","150,723","152,575","159,451","155,781","169,574","186,064","192,067","191,791","144,415","178,988","192,132","200,467","185,557","204,053","217,116","234,747","225,212","224,714","235,525","248,897","246,652","256,306","242,650","233,507","228,595"
Market Cap Growth,3.08%,4.08%,13.10%,14.51%,13.01%,4.68%,-3.39%,0.84%,3.59%,7.85%,16.23%,2.45%,9.30%,11.87%,5.64%,13.65%,-5.81%,-8.60%,-2.77%,-8.66%,12.51%,21.95%,20.46%,23.12%,-14.84%,-3.80%,0.03%,4.52%,28.49%,14.00%,13.00%,17.10%,21.37%,10.13%,8.48%,6.03%,9.52%,14.06%,3.02%,-6.18%,-
Enterprise Value,"147,041","153,734","158,084","165,417","163,199","160,244","154,725","167,747","169,348","171,465","176,068","170,879","182,688","189,259","184,882","190,314","173,644","175,039","180,670","177,112","195,772","213,515","218,713","218,121","174,411","214,843","226,998","235,066","222,597","240,574","251,523","269,093","258,357","258,301","268,028","282,620","283,215","293,473","277,141","267,609","262,697"
PE Ratio,18.17,19.30,19.91,22.30,21.68,21.22,26.47,26.87,28.36,28.77,23.36,23.71,23.83,24.49,23.54,35.11,30.87,33.19,32.21,12.45,13.47,14.54,15.49,26.22,19.95,26.13,27.29,28.16,24.75,24.86,26.67,30.82,22.16,24.33,24.25,27.94,37.48,32.44,29.27,25.73,25.35
PS Ratio,1.88,1.99,2.07,2.18,2.13,2.12,2.07,2.32,2.34,2.40,2.51,2.39,2.54,2.64,2.58,2.69,2.35,2.37,2.47,2.41,2.61,2.85,2.91,2.86,2.12,2.65,2.80,2.85,2.60,2.74,2.83,2.95,2.79,2.75,2.82,2.88,2.80,2.84,2.65,2.55,2.50
PB Ratio,5.46,5.60,5.96,8.26,8.83,8.40,9.82,12.14,13.01,12.04,12.18,13.34,13.65,13.29,12.19,15.44,13.85,15.09,15.50,10.73,11.94,13.34,13.59,12.97,10.73,14.33,14.25,14.90,13.30,13.34,13.68,14.63,12.37,12.11,12.41,14.51,14.47,14.49,12.90,12.62,12.35
P/FCF Ratio,19.45,19.84,19.75,18.71,17.80,17.46,16.86,17.88,18.03,17.61,19.09,19.43,21.97,24.23,23.10,23.55,24.76,25.33,27.40,24.86,23.77,29.32,31.17,34.33,28.07,31.87,29.58,31.19,28.68,28.37,32.16,32.80,29.44,33.52,34.96,42.51,44.09,43.60,34.17,28.75,28.15
P/OCF Ratio,13.64,14.14,14.22,13.83,13.34,13.06,12.61,13.48,13.43,13.31,14.23,14.07,15.74,17.02,16.52,17.00,16.91,17.21,18.38,16.55,16.34,19.15,19.71,19.88,15.62,18.41,17.94,18.89,17.43,17.76,19.52,20.21,18.52,20.14,20.87,23.02,23.28,23.41,20.00,17.37,17.01
Debt / Equity Ratio,1.40,1.39,1.41,1.64,1.90,1.91,2.34,2.76,3.12,2.87,2.79,3.29,3.30,3.14,2.91,3.56,4.00,4.01,3.41,2.23,2.24,2.24,2.30,2.17,3.06,3.60,3.31,3.28,3.13,2.76,2.60,2.51,2.20,2.12,2.07,2.28,2.45,2.47,2.38,2.38,2.38
Quick Ratio,0.89,0.98,0.93,0.85,0.77,0.81,0.96,1.05,1.12,1.13,1.09,1.08,1.06,1.12,1.17,1.29,1.07,1.06,1.11,0.82,0.69,0.61,0.73,0.66,0.89,0.75,0.73,0.77,0.68,0.66,0.65,0.56,0.63,0.59,0.68,0.58,0.61,0.60,0.68,0.66,0.66
Current Ratio,1.20,1.27,1.16,1.14,1.04,1.07,1.20,1.31,1.42,1.40,1.32,1.25,1.25,1.32,1.35,1.51,1.28,1.24,1.31,0.99,0.94,0.86,0.95,0.86,1.10,0.97,0.93,0.98,0.93,0.91,0.95,0.83,0.87,0.83,0.92,0.80,0.87,0.84,0.88,0.85,0.85
Interest Coverage,8.99,13.90,13.30,7.22,8.54,13.36,6.26,7.11,6.58,11.68,11.49,4.06,7.79,11.42,11.28,7.35,6.60,10.38,9.89,7.10,10.11,12.48,12.87,8.73,6.86,10.17,11.67,7.91,9.39,13.45,14.04,2.39,22.45,8.72,17.72,2.79,13.39,18.39,20.16,7.96,14.84
Return on Capital (ROIC),Upgrade,13.73%,13.30%,13.58%,15.41%,15.47%,15.00%,12.46%,13.55%,12.65%,12.30%,15.38%,15.15%,15.16%,14.76%,14.79%,10.22%,9.52%,9.59%,11.54%,31.37%,32.09%,33.26%,31.32%,17.33%,14.83%,13.42%,13.62%,13.82%,14.36%,15.56%,15.47%,15.56%,19.40%,18.10%,18.89%,17.26%,12.57%,14.10%,14.18%,15.33%
Dividend Yield,2.80%,2.70%,2.70%,2.60%,2.70%,2.80%,3.00%,2.70%,2.80%,2.80%,2.70%,2.80%,2.70%,2.60%,2.70%,2.60%,3.00%,3.10%,3.10%,3.30%,3.10%,2.80%,2.70%,2.80%,3.70%,3.00%,2.90%,2.80%,3.00%,2.80%,2.70%,2.50%,2.60%,2.70%,2.60%,2.50%,2.60%,2.50%,2.70%,2.90%,3.04%
Payout Ratio,71.00%,50.40%,49.20%,74.40%,79.90%,52.50%,195.00%,59.60%,109.80%,54.10%,54.50%,76.70%,81.70%,54.80%,53.70%,-161.00%,85.60%,72.40%,52.40%,19.10%,91.80%,65.90%,63.70%,75.20%,99.50%,85.90%,61.60%,76.30%,82.40%,62.90%,66.80%,113.20%,34.90%,111.70%,58.70%,302.60%,82.10%,63.60%,56.20%,133.20%,77.13%
Buyback Yield / Dilution,1.47%,2.23%,2.31%,2.26%,2.40%,2.68%,2.75%,3.03%,2.93%,2.35%,2.09%,1.84%,1.30%,1.03%,0.96%,0.69%,0.69%,1.04%,0.97%,0.91%,1.19%,1.19%,1.33%,1.27%,1.20%,1.14%,1.07%,0.93%,0.64%,0.36%,0.07%,-0.07%,-0.29%,-0.07%,0.14%,0.58%,0.50%,0.36%,0.29%,0.14%,0.29%
