,2014-03-22,2014-06-14,2014-09-06,2014-12-27,2015-03-21,2015-06-13,2015-09-05,2015-12-26,2016-03-19,2016-06-11,2016-09-03,2016-12-31,2017-03-25,2017-06-17,2017-09-09,2017-12-30,2018-03-24,2018-06-16,2018-09-08,2018-12-29,2019-03-23,2019-06-15,2019-09-07,2019-12-28,2020-03-21,2020-06-13,2020-09-05,2020-12-26,2021-03-20,2021-06-12,2021-09-04,2021-12-25,2022-03-19,2022-06-11,2022-09-03,2022-12-31,2023-03-25,2023-06-17,2023-09-09,2023-12-30
Revenue,"12,623","16,894","17,218","19,948","12,217","15,923","16,331","18,585","11,862","15,395","16,027","19,515","12,049","15,710","16,240","19,526","12,562","16,090","16,485","19,524","12,884","16,449","17,188","20,640","13,881","15,945","18,091","22,455","14,820","19,217","20,189","25,248","16,200","20,225","21,971","27,996","17,846","22,322","23,453","27,850"
Revenue Growth (YoY),0.33%,0.52%,1.83%,-0.85%,-3.22%,-5.75%,-5.15%,-6.83%,-2.91%,-3.32%,-1.86%,5.00%,1.58%,2.05%,1.33%,0.06%,4.26%,2.42%,1.51%,-0.01%,2.56%,2.23%,4.26%,5.72%,7.74%,-3.06%,5.25%,8.79%,6.76%,20.52%,11.60%,12.44%,9.31%,5.25%,8.83%,10.88%,10.16%,10.37%,6.75%,-0.52%
Cost of Revenue,"5,747","7,778","7,995","9,718","5,503","7,251","7,490","8,487","5,151","6,830","7,284","8,957","5,290","7,059","7,368","9,079","5,655","7,263","7,527","8,936","5,688","7,404","7,694","9,346","6,127","7,088","8,156","10,426","6,671","8,880","9,394","12,130","7,433","9,415","10,308","13,420","7,988","10,121","10,675","13,097"
Gross Profit,"6,876","9,116","9,223","10,230","6,714","8,672","8,841","10,098","6,711","8,565","8,743","10,558","6,759","8,651","8,872","10,447","6,907","8,827","8,958","10,588","7,196","9,045","9,494","11,294","7,754","8,857","9,935","12,029","8,149","10,337","10,795","13,118","8,767","10,810","11,663","14,576","9,858","12,201","12,778","14,753"
"Selling, General & Admin","5,048","6,198","6,354","8,172","4,901","5,753","6,048","7,911","5,078","5,584","5,904","8,207","4,896","5,732","5,948","7,877","5,100","5,799","6,114","8,157","5,188","6,316","6,639","8,595","5,830","6,538","6,924","9,161","5,837","7,208","7,636","10,556","6,580","7,387","8,295","12,197","7,229","8,542","8,757","12,149"
Other Operating Expenses,21,22,22,27,16,19,"1,377",-53,14,17,18,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,"-3,080","1,346",15,"1,564",0,0,6,921
Operating Expenses,"5,069","6,220","6,376","8,199","4,917","5,772","7,425","7,858","5,092","5,601","5,922","8,158","4,896","5,732","5,948","7,877","5,100","5,799","6,114","8,157","5,188","6,316","6,639","8,595","5,830","6,538","6,924","9,203","5,837","7,208","7,636","10,556","3,500","8,733","8,310","13,761","7,229","8,542","8,763","13,070"
Operating Income,"1,807","2,896","2,847","2,031","1,797","2,900","1,416","2,240","1,619","2,964","2,821","2,400","1,863","2,919","2,924","2,570","1,807","3,028","2,844","2,431","2,008","2,729","2,855","2,699","1,924","2,319","3,011","2,826","2,312","3,129","3,159","2,562","5,267","2,077","3,353",815,"2,629","3,659","4,015","1,683"
Interest Expense / Income,201,209,215,284,211,217,225,317,246,255,247,594,252,265,269,365,294,308,302,315,204,223,224,284,290,235,264,339,258,241,232,"1,132",240,236,190,273,200,201,201,217
Other Expense / Income,1,-9,-13,-19,-5,-,8,-13,-,-14,-18,-9,-99,-107,-109,-111,-134,-170,-144,194,-55,-53,-28,219,-64,-72,-70,144,-111,-112,-99,-139,-122,19,-14,53,-49,-37,-38,-45
Pretax Income,"1,605","2,696","2,645","1,766","1,591","2,683","1,183","1,936","1,373","2,723","2,592","1,815","1,710","2,761","2,764","2,316","1,647","2,890","2,686","1,922","1,859","2,559","2,659","2,196","1,698","2,156","2,817","2,343","2,165","3,000","3,026","1,569","5,149","1,822","3,177",489,"2,478","3,495","3,852","1,511"
Income Tax,389,718,637,455,370,703,650,218,442,718,600,414,392,656,620,"3,026",304,"1,070",188,"-4,932",446,524,559,430,360,510,526,498,451,642,802,247,888,393,475,-29,546,747,760,209
