,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,419,"1,228","1,401","1,795","2,057","2,459","4,202","4,169","2,419","4,246"
Depreciation & Amortization,516,608,724,805,776,912,"1,189","1,265","1,317","1,072"
Share-Based Compensation,258,320,398,733,853,"1,021","1,376","1,376","1,261","1,475"
Other Operating Activities,"1,027",390,635,-802,"1,794",-321,-548,"-1,013",816,"-1,950"
Operating Cash Flow,"2,220","2,546","3,158","2,531","5,480","4,071","6,219","5,797","5,813","4,843"
Operating Cash Flow Growth,11.39%,14.68%,24.04%,-19.85%,116.52%,-25.71%,52.76%,-6.79%,0.28%,-16.69%
Capital Expenditures,-492,-696,-669,-667,-820,-687,-746,-903,-701,-578
Acquisitions,-364,-650,-19,-323,"-2,124",-70,"-3,609","-2,763",0,466
Change in Investments,"-2,001","-6,297","-4,135","-1,890","2,638","-4,634","-10,638","-1,676",-94,"3,721"
Other Investing Activities,-24,-395,"-1,081","-1,605","1,127",-351,"-1,552",193,"-2,533","-2,857"
Investing Cash Flow,"-2,881","-8,038","-5,904","-4,485",821,"-5,742","-16,545","-5,149","-3,328",752
Share Issuance / Repurchase,0,75,-886,-862,"-3,376","-1,273","-1,498","-3,211","-4,056","-4,875"
Debt Issued / Paid,-21,-862,-21,820,960,"2,955","3,966",-89,"1,789",475
Other Financing Activities,"1,305","5,515","2,945","4,126","1,176","2,505","9,986","2,743","1,064","1,407"
Financing Cash Flow,"1,284","4,728","2,038","4,084","-1,240","4,187","12,454",-557,"-1,203","-2,993"
Exchange Rate Effect,-26,-44,0,36,-113,-6,169,-102,-155,76
Net Cash Flow,597,-808,-708,"2,166","4,948","2,510","2,297",-11,"1,127","2,678"
Free Cash Flow,"1,728","1,850","2,489","1,864","4,660","3,384","5,473","4,894","5,112","4,265"
Free Cash Flow Growth,7.87%,7.06%,34.54%,-25.11%,150.00%,-27.38%,61.73%,-10.58%,4.45%,-16.57%
Free Cash Flow Margin,21.53%,20.00%,22.96%,14.24%,30.16%,19.04%,25.51%,19.29%,18.58%,14.33%
Free Cash Flow Per Share,1.42,1.51,2.06,1.55,3.94,2.88,4.67,4.17,4.43,3.87
